k,codigo,h,mae
39,390/208,10,0.32671207427978555
39,390/208,11,0.0834395027160646
39,390/208,12,2.1585319614410396
39,391/243,1,0.18989444732665994
39,391/243,2,0.4146592617034912
39,391/243,3,0.3060933208465575
39,391/243,4,0.4508383655548096
39,391/243,5,0.7259441947937013
39,391/243,6,0.5866430759429928
39,391/243,7,0.5519678401947021
39,391/243,8,0.40624745368957527
39,391/243,9,0.5989886379241942
39,391/243,10,0.27498919486999496
39,391/243,11,0.10039452552795414
39,391/243,12,0.08165923118591323
39,391/33,1,0.16642528533935597
39,391/33,3,0.368497886657714
39,391/33,4,0.24300964355468757
39,391/33,5,0.053470802307129084
39,391/33,6,0.1633300209045414
39,391/33,7,0.13663324356079087
39,391/33,8,0.41018167495727553
39,391/33,9,0.37616878509521534
39,391/33,10,0.46436511993408125
39,391/33,11,0.4938235473632808
39,391/33,12,0.6956968688964835
39,391/437,1,0.08012889862060568
39,391/437,3,0.13612560272216712
39,391/437,4,0.10422504425048906
39,391/437,5,0.0724014282226566
39,391/437,6,0.049934654235839204
39,391/437,7,0.20988380432128828
39,391/437,8,0.0555184173583978
39,391/437,9,0.3688232421874993
39,391/437,10,0.12887092590332117
39,391/437,11,0.6368367767333982
39,391/437,12,0.3167493820190437
39,404/69,1,0.954396820068359
39,404/69,3,1.4751410293579106
39,404/69,4,0.09078578948974592
39,404/69,5,0.4138852119445797
39,404/69,6,0.6898978233337401
39,404/69,7,1.8768626976013185
39,404/69,8,1.5302689552307127
39,404/69,9,0.4189271163940429
39,404/69,10,0.31313383102417003
39,404/69,11,0.22736635208129918
39,404/69,12,0.3851511383056643
39,405/17,1,0.1997161936759949
39,405/17,3,0.11587519645690914
39,405/17,4,0.13378952026367186
39,405/17,5,0.0018834114074707253
39,405/17,6,0.026720697879791255
39,405/17,7,0.03973242044448855
39,405/17,8,0.08545174598693839
39,405/17,9,0.02997586727142343
39,405/17,10,0.11877226829528809
39,405/17,11,0.10624844551086432
39,405/17,12,0.4559124755859374
39,405/34,1,0.48381494998931895
39,405/34,2,0.32051033496856696
39,405/34,4,0.3247176837921142
39,405/34,5,0.1440396547317504
39,405/34,6,0.11071184158325198
39,405/34,7,0.13186309814453123
39,405/34,8,0.19382029533386236
39,405/34,9,0.0014916992187501421
39,405/34,10,0.31362452507019034
39,405/34,11,0.390401201248169
39,405/34,12,0.5991302394866942
39,418/15,1,0.06470271348953249
39,418/15,3,0.06244225263595582
39,418/15,4,0.3108540606498718
39,418/15,5,0.16381731986999515
39,418/15,6,0.1359641194343567
39,418/15,7,0.0980834293365479
39,418/15,8,0.1447713446617127
39,418/15,9,0.17183500766754145
39,418/15,10,0.12256161212921146
39,418/15,11,0.08976476669311517
39,418/15,12,0.2816086840629577
39,418/4,1,0.04963483333587648
39,418/4,3,0.10577881813049306
39,418/4,4,0.24744406223297122
39,418/4,5,0.025194983482360822
39,418/4,6,0.21352454185485836
39,418/4,7,0.0786167335510255
39,418/4,9,0.13478550910949716
39,418/4,10,0.3046243572235108
40,330/183,1,0.24021311759948727
40,330/183,2,0.04789319515228274
40,330/183,4,0.10213946342468261
40,330/183,5,0.18817030429840087
40,330/183,6,0.12630868911743165
40,330/183,7,0.20979297637939442
40,330/183,8,0.37366667270660403
40,330/183,9,0.3685554027557374
40,330/183,10,0.10502097606658944
40,330/183,11,0.03005103588104241
40,330/183,12,1.644969539642334
40,331/2,1,0.15047170639038043
40,331/2,3,0.05120332717895515
40,331/2,4,0.05986783981323285
40,331/2,5,1.4081318664550784
40,331/2,6,0.26463348388671903
40,331/2,7,0.5092516708374024
40,331/2,8,0.2816688728332517
40,331/2,9,0.24874002456665067
40,331/2,10,0.42661045074462933
40,331/2,11,0.44941049575805625
40,331/2,12,1.1127473640441892
40,341/17,1,0.18772874832153352
40,341/17,3,0.4359800529479978
40,341/17,6,0.6435801124572755
40,341/17,7,0.6018005561828605
40,341/17,8,0.4776881790161127
40,341/17,10,0.4832502746582028
40,341/17,11,0.5079957199096681
40,342/78,1,0.0569716453552247
40,342/78,2,0.12694720268249515
40,342/78,3,0.22762807846069322
40,342/78,4,2.8772775650024416
40,342/78,5,2.800327320098877
40,342/78,6,0.0250382041931152
40,342/78,7,0.6119984054565428
40,342/78,8,1.6108883953094484
40,342/78,9,1.0167720031738283
40,342/78,10,0.5539836406707765
40,342/78,11,0.635494146347046
40,342/78,12,0.15967769622802752
40,342/97,1,1.2997589111328125
40,377/54,1,1.3200469017028809
40,377/54,2,0.526975965499878
40,377/54,3,0.6751673698425291
40,377/54,4,1.584254264831543
40,377/54,5,1.5173416137695312
40,377/54,6,1.6509370803833008
40,377/54,7,0.9539804458618164
40,377/54,8,0.31284189224243164
40,377/54,9,0.5883866310119625
40,377/54,10,0.6025006961822506
40,377/54,12,0.5528233814239503
40,377/86,1,0.19948236465454094
40,377/86,2,0.18760202407836957
40,377/86,4,0.07849614143371575
40,377/86,5,1.0057814884185792
40,377/86,6,0.18902055740356438
40,377/86,7,0.4172164726257326
40,377/86,8,0.3771924018859867
40,377/86,9,0.578125877380371
40,377/86,10,0.21769824981689467
40,377/86,11,0.5173913955688478
40,377/86,12,0.5576575279235838
40,377/94,1,0.012423725128174024
40,377/94,2,0.0629991340637206
40,377/94,4,0.5499990272521971
40,377/94,5,0.2340070438385009
40,377/94,6,0.16421835899353043
40,377/94,7,0.26943548202514656
40,377/94,8,0.38283944606780995
40,377/94,9,0.4959495878219604
40,377/94,10,0.4247348785400389
40,377/94,11,0.45319997787475597
40,377/94,12,0.4561280441284179
40,390/208,1,1.223934469223022
40,390/208,2,0.022478542327880824
40,390/208,3,0.03749574661254851
40,390/208,4,0.05152193069458022
40,390/208,5,0.09953084945678725
40,390/208,6,0.2583292579650882
40,390/208,7,0.32098566055297884
40,390/208,8,0.337501182556152
40,390/208,9,0.14582372665405252
40,390/208,10,1.213909568786621
40,390/208,11,0.3106994056701664
40,390/208,12,0.13596788406372085
40,391/243,1,0.031238603591918768
40,391/243,2,0.3044848537445066
40,391/243,3,0.2827768325805664
40,391/243,4,0.2142053699493407
40,391/243,5,0.276647367477417
40,391/243,6,0.8317765331268312
40,391/243,7,0.7810698509216305
40,391/243,8,0.7722301292419433
40,391/243,9,0.6258316802978516
40,391/243,10,0.8299449539184569
40,391/243,11,0.9700661373138426
40,391/243,12,0.7632661247253418
40,391/33,1,0.34810745239257734
40,391/33,2,0.30816883087158153
40,391/33,4,0.1525707626342765
40,391/33,5,0.0018567276000975852
40,391/33,6,0.2723362922668455
40,391/33,7,0.10341173171997031
40,391/33,8,0.36559041976928697
40,391/33,9,0.6980730628967287
40,391/33,10,0.7744751548767095
40,391/33,11,0.7423335266113273
40,391/33,12,0.7783665847778316
40,391/437,1,0.009849929809570668
40,391/437,2,0.09908794403076193
40,391/437,4,0.13056091308593665
40,391/437,5,0.1296957778930672
40,391/437,6,0.06865444183349645
40,391/437,7,0.021883277893065767
40,391/437,8,0.20094215393066328
40,391/437,9,0.027502326965331392
40,391/437,10,0.3719512939453118
40,391/437,11,0.19481369018554773
40,391/437,12,0.6767804718017576
40,404/69,1,0.27675037384033185
40,404/69,2,1.4102154731750485
40,404/69,4,1.2311014938354496
40,404/69,5,0.0604464530944826
40,404/69,6,0.3443623542785641
40,404/69,7,0.6846435546874998
40,404/69,8,1.8509203720092775
40,404/69,9,1.6401403427124022
40,404/69,10,0.4227260780334472
40,404/69,11,0.32122098922729503
40,404/69,12,0.2345565795898441
40,405/17,1,0.2916887283325196
40,405/17,2,0.33456937789916996
40,405/17,4,0.1752920269966125
40,405/17,5,0.20082042694091795
40,405/17,6,0.027052009105682395
40,405/17,7,0.048801476955413814
40,405/17,8,0.11646690368652346
40,405/17,9,0.1048698663711547
40,405/17,10,0.028444385528564542
40,405/17,11,0.12946557998657227
40,405/17,12,0.09753806114196784
40,405/34,1,1.8587374877929688
40,405/34,2,1.8684562397003175
40,405/34,3,1.788796968460083
40,405/34,5,1.094816370010376
40,405/34,6,0.655711793899536
40,405/34,7,0.3837588119506836
40,405/34,8,0.340997200012207
40,405/34,9,0.2852228260040284
40,405/34,10,0.011945400238037251
40,405/34,11,0.2613140583038329
40,405/34,12,0.35149605751037605
40,418/15,1,0.48243745326995846
40,418/15,2,0.7014096021652222
40,418/15,4,0.6589239931106567
40,418/15,5,0.6109431219100951
40,418/15,6,0.24424448966979984
40,418/15,7,0.12792309522628786
40,418/15,8,0.062283926010131885
40,418/15,9,0.12669134855270392
40,418/15,10,0.14855998992919917
40,418/15,11,0.10872999668121341
40,418/15,12,0.009171552658081117
40,418/4,1,0.1091011953353882
40,418/4,3,0.04097080707550038
40,418/4,4,0.2492896604537964
40,418/4,5,0.07584788322448732
40,418/4,6,0.14198704719543453
40,418/4,7,0.021351222991943253
40,418/4,9,0.046058273315429776
41,330/183,1,1.5240107154846192
41,330/183,2,0.5942628002166748
41,330/183,3,0.20348176479339597
41,330/183,5,0.5136449241638184
41,330/183,6,0.5904879474639892
41,330/183,7,0.020167837142944345
41,330/183,8,0.10403228282928456
41,330/183,9,0.35493638992309573
41,330/183,10,0.3583491802215577
41,330/183,11,0.12054214477539071
41,330/183,12,0.06688837528228753
41,331/2,1,0.25257602691650405
41,331/2,2,0.08676673889160114
41,331/2,4,0.11217792510986335
41,331/2,5,0.050931472778319886
41,331/2,6,1.363051681518555
41,331/2,7,0.3060572814941409
41,331/2,8,0.5645771789550782
41,331/2,9,0.2246615600585935
41,331/2,10,0.262309379577637
41,331/2,11,0.474627952575684
41,331/2,12,0.5140042877197262
41,341/17,1,0.1841169738769528
41,341/17,3,0.1614044761657718
41,341/17,5,0.11653110504150366
41,341/17,8,0.7123037910461427
41,341/17,9,0.6398011398315422
41,341/17,10,0.4935124969482416
41,341/17,12,0.5552798652648923
41,342/78,1,0.7464115953445434
41,342/78,2,0.9297924995422364
41,342/78,3,1.1764102363586426
41,342/78,4,0.9596637821197511
41,342/78,5,3.562895727157593
41,342/78,6,3.461857099533081
41,342/78,7,0.17686943054199222
41,342/78,8,0.45481809616088853
41,342/78,9,1.092283639907837
41,342/78,10,1.3789484214782717
41,342/78,11,0.6797527790069582
41,342/78,12,0.8198591804504396
41,342/97,1,1.931825294494629
41,342/97,3,1.1860933303833008
41,377/54,1,0.04162505149841289
41,377/54,2,1.349003791809082
41,377/54,3,0.5327895641326905
41,377/54,4,0.7359519481658934
41,377/54,5,1.4908089637756348
41,377/54,6,1.5654191970825195
41,377/54,7,1.7395753860473633
41,377/54,8,0.9246201515197754
41,377/54,9,0.37074756622314453
41,377/54,10,0.6088922977447506
41,377/54,11,0.6330902767181392
41,377/86,1,0.2799573898315426
41,377/86,2,0.20141975402832024
41,377/86,3,0.022351722717285583
41,377/86,5,0.04129211425781243
41,377/86,6,1.0648988056182862
41,377/86,7,0.1468919944763183
41,377/86,8,0.5436231422424318
41,377/86,9,0.48804512023925817
41,377/86,10,0.5999311637878417
41,377/86,11,0.332191619873047
41,377/86,12,0.5528394699096681
41,377/94,1,0.05931184768676756
41,377/94,2,0.013353557586670117
41,377/94,3,0.03557479858398427
41,377/94,5,0.5548050689697264
41,377/94,6,0.24389020919799798
41,377/94,7,0.13374846458435075
41,377/94,8,0.26052434921264656
41,377/94,9,0.36587870597839345
41,377/94,10,0.4719824409484863
41,377/94,11,0.4059536933898924
41,377/94,12,0.48676359176635753
41,390/208,1,0.10409570693969705
41,390/208,2,1.3034144020080562
41,390/208,3,0.02544589996337887
41,390/208,4,0.037674293518066726
41,390/208,5,0.10714546203613295
41,390/208,6,0.298439178466797
41,390/208,7,0.29432998657226594
41,390/208,8,0.5750101661682132
41,390/208,9,0.1408563995361325
41,390/208,10,0.25650335311889627
41,390/208,11,1.2711152458190917
41,390/208,12,0.2283629798889164
41,391/243,1,0.4027765464782713
41,391/243,2,0.1251909255981447
41,391/243,3,0.28483630180358865
41,391/243,4,0.2412865161895752
41,391/243,5,0.29042254447937
41,391/243,6,0.6111243152618409
41,391/243,7,0.8808700180053712
41,391/243,8,0.7948189735412594
41,391/243,9,0.8398976135253906
41,391/243,10,0.5642727184295655
41,391/243,11,0.6809095001220702
41,391/243,12,0.5278983783721922
41,391/33,1,0.15019927978515568
41,391/33,2,0.4574786376953117
41,391/33,3,0.28149932861328075
41,391/33,5,0.16346363067626868
41,391/33,6,0.027108116149902273
41,391/33,7,0.2161500930786131
41,391/33,8,0.11029582977294883
41,391/33,9,0.35266050338745103
41,391/33,10,0.6181065177917482
41,391/33,11,0.4856782531738286
41,391/33,12,0.5394488525390617
41,391/437,1,0.09468612670898402
41,391/437,2,0.012137985229491832
41,391/437,3,0.08161758422851584
41,391/437,5,0.15492919921874915
41,391/437,6,0.09903610229492266
41,391/437,7,0.06381168365478551
41,391/437,8,0.05067565917968686
41,391/437,9,0.24745666503906172
41,391/437,10,0.2745306777954095
41,391/437,11,0.4203731536865227
41,391/437,12,0.16215034484863367
41,404/69,1,0.19210628509521488
41,404/69,2,0.14302330017089826
41,404/69,3,1.1716462135314938
41,404/69,5,1.3031372833251957
41,404/69,6,0.011391830444336115
41,404/69,7,0.4355512619018551
41,404/69,8,0.6490109443664549
41,404/69,9,1.8010975646972658
41,404/69,10,1.500989246368408
41,404/69,11,0.31224863052368157
41,404/69,12,0.21603309631347667
41,405/17,1,0.07753661632537834
41,405/17,2,0.3208107233047486
41,405/17,3,0.3535076212882996
41,405/17,5,0.1754153490066528
41,405/17,6,0.1923969793319702
41,405/17,7,0.023522877693176292
41,405/17,8,0.06756728410720825
41,405/17,9,0.045116209983825706
41,405/17,10,0.0776942014694213
41,405/17,11,0.034852123260498136
41,405/17,12,0.1385558843612671
41,405/34,1,0.03991289138793963
41,405/34,2,1.8604507637023926
41,405/34,3,1.849783058166504
41,405/34,4,1.1430931758880616
41,405/34,6,0.29295913696289055
41,405/34,7,0.12438049316406241
41,405/34,8,0.12897661209106448
41,405/34,9,0.13736126899719237
41,405/34,10,0.20330482482910162
41,405/34,11,0.01181110382080064
41,405/34,12,0.3165930747985839
41,418/15,1,0.07223974227905283
41,418/15,2,0.4773690319061279
41,418/15,3,0.6963587045669556
41,418/15,5,0.8175672388076782
41,418/15,6,0.7258874607086181
41,418/15,7,0.3172600603103638
41,418/15,8,0.1430161237716675
41,418/15,9,0.0688931274414063
41,418/15,10,0.14491827011108405
41,418/15,11,0.17279047012329096
41,418/15,12,0.08267001152038578
41,418/4,1,0.1197684478759764
41,418/4,5,0.1096807909011841
41,418/4,7,0.048236017227172745
41,418/4,8,0.21187010288238528
41,418/4,9,0.11671771526336672
41,418/4,10,0.029315748214721715
41,418/4,11,0.0014513778686522372
42,330/183,1,0.9342293643951418
42,330/183,2,1.31368332862854
42,330/183,3,0.7192066526412964
42,330/183,4,0.05326816558837888
42,330/183,6,0.24388503074645995
42,330/183,7,0.37422393798828124
42,330/183,8,0.35520745277404786
42,330/183,9,0.1938990306854249
42,330/183,10,0.06084456920623782
42,330/183,11,0.1818815231323243
42,330/183,12,0.294055199623108
42,331/2,1,1.1460702323913576
42,331/2,2,0.8426295852661134
42,331/2,3,0.7119136047363277
42,331/2,5,0.1259022521972657
42,331/2,6,0.021353740692138246
42,331/2,7,1.0622041511535647
42,331/2,8,0.16287786483764677
42,331/2,9,0.24807556152343757
42,331/2,10,0.2623007011413572
42,331/2,11,0.3343647193908694
42,331/2,12,0.484912376403809
42,341/17,1,0.08503122329711932
42,341/17,2,0.14384283065795866
42,341/17,4,0.1668966865539554
42,341/17,6,0.1575820159912107
42,341/17,9,0.6239163017272951
42,341/17,10,0.4818254661560051
42,341/17,11,0.42231975555419865
42,342/78,1,0.13604653358459462
42,342/78,2,0.7411117887496947
42,342/78,3,0.9731350898742677
42,342/78,4,1.2929289722442627
42,342/78,5,1.1821519470214845
42,342/78,6,3.8556329727172853
42,342/78,7,3.218512554168701
42,342/78,8,0.24917121887207028
42,342/78,9,0.8210509681701659
42,342/78,10,1.627650890350342
42,342/78,11,1.3983270835876467
42,342/78,12,0.7093555450439455
42,342/97,1,1.2813482284545898
42,342/97,2,2.3299700164794923
42,342/97,4,1.0775229930877686
42,377/54,1,0.04265604019165048
42,377/54,2,0.010427503585815234
42,377/54,3,1.2806291580200195
42,377/54,4,0.48709616661071786
42,377/54,5,0.6373241424560545
42,377/54,6,1.5883750915527344
42,377/54,7,1.5549688339233398
42,377/54,8,1.7499637603759766
42,377/54,9,0.9237685203552246
42,377/54,10,0.42406558990478516
42,377/54,11,0.6101721286773678
42,377/54,12,0.5875864219665523
42,377/86,1,1.022637252807617
42,377/86,2,0.63886604309082
42,377/86,3,0.40130893707275384
42,377/86,4,0.43277786254882855
42,377/86,6,0.041615171432495046
42,377/86,7,1.024476366043091
42,377/86,8,0.19360486984252923
42,377/86,9,0.44859664916992203
42,377/86,10,0.5063113212585453
42,377/86,11,0.6552738380432128
42,377/86,12,0.2626868820190431
42,377/94,1,0.07371082305908194
42,377/94,2,0.045249919891357404
42,377/94,3,0.03203609466552715
42,377/94,4,0.023958806991577042
42,377/94,6,0.5707516956329344
42,377/94,7,0.3328034114837646
42,377/94,8,0.19519167423248307
42,377/94,9,0.37580092430114753
42,377/94,10,0.38160062313079823
42,377/94,11,0.5518198823928833
42,377/94,12,0.41183428764343244
42,390/208,1,0.22569986343383786
42,390/208,2,0.06747938156127908
42,390/208,3,1.2906499481201168
42,390/208,4,0.039673767089843714
42,390/208,5,0.04244150161743132
42,390/208,6,0.08137718200683608
42,390/208,7,0.014648590087890767
42,390/208,8,0.3016751861572269
42,390/208,9,0.4137862777709964
42,390/208,10,0.26955760955810515
42,390/208,11,0.15968538284301736
42,390/208,12,1.2253307723999023
42,391/243,1,0.45950736045837415
42,391/243,2,0.5197106075286864
42,391/243,3,0.6317219257354738
42,391/243,4,0.7520608997344969
42,391/243,5,0.3702270984649658
42,391/243,6,0.7479849910736083
42,391/243,7,0.5882404232025147
42,391/243,8,0.8988417720794679
42,391/243,9,0.7777830123901364
42,391/243,10,0.746352653503418
42,391/243,11,0.6380708980560303
42,391/243,12,0.8170457935333251
42,391/33,1,0.038597869873047586
42,391/33,2,0.14082275390624943
42,391/33,3,0.42138301849365156
42,391/33,4,0.27820152282714794
42,391/33,6,0.13158420562744055
42,391/33,7,0.04054172515869148
42,391/33,8,0.16832141876220685
42,391/33,9,0.04287105560302695
42,391/33,10,0.17294630050659165
42,391/33,11,0.44134012222290053
42,391/33,12,0.44298988342285206
42,391/437,1,0.12085090637206974
42,391/437,2,0.139389610290527
42,391/437,3,0.07215366363525355
42,391/437,4,0.061202278137207244
42,391/437,6,0.16077713012695227
42,391/437,7,0.09734237670898516
42,391/437,8,0.05464878082275426
42,391/437,9,0.19157627105712827
42,391/437,10,0.22629272460937422
42,391/437,11,0.08503749847412045
42,391/437,12,0.37969608306884695
42,404/69,1,0.565536060333252
42,404/69,2,0.3752382278442381
42,404/69,3,1.2468191146850582
42,404/69,5,1.2387285041809086
42,404/69,6,0.06827287673950178
42,404/69,7,0.42564115524291957
42,404/69,8,0.6948926925659178
42,404/69,9,1.7497097778320314
42,404/69,10,1.42009859085083
42,404/69,11,0.3412594032287597
42,405/17,1,0.03950289249420158
42,405/17,2,0.1057136392593383
42,405/17,3,0.2947673082351685
42,405/17,4,0.3647237849235535
42,405/17,6,0.16442770957946773
42,405/17,7,0.1916909623146057
42,405/17,8,0.029213571548461936
42,405/17,9,0.03526168584823608
42,405/17,10,0.06413128376007082
42,405/17,11,0.08333685398101798
42,405/17,12,0.027919983863830655
42,405/34,1,0.09544421195983865
42,405/34,2,0.06364936828613299
42,405/34,3,1.890649814605713
42,405/34,4,1.8556462478637696
42,405/34,5,1.161865062713623
42,405/34,7,0.44873706817626946
42,405/34,8,0.15407552719116202
42,405/34,9,0.13115456581115725
42,405/34,10,0.12857268333435057
42,405/34,11,0.18877202033996587
42,405/34,12,0.019508275985717916
42,418/15,1,0.071449499130249
42,418/15,2,0.17886851787567148
42,418/15,3,0.20968826770782467
42,418/15,4,0.3884779453277588
42,418/15,6,0.36917198657989503
42,418/15,7,0.3890033197402954
42,418/15,8,0.1551673746109009
42,418/15,9,0.05628063678741457
42,418/15,10,0.1772489476203919
42,418/15,11,0.2160286974906922
42,418/15,12,0.23884409904479975
42,418/4,1,0.055870704650879066
42,418/4,2,0.10096604347228988
42,418/4,6,0.04382421493530275
42,418/4,8,0.06322420120239247
42,418/4,9,0.30956831455230716
42,418/4,10,0.003561754226684588
42,418/4,11,0.1921531772613525
42,418/4,12,0.029274339675903427
43,330/183,1,1.2864468002319338
43,330/183,2,0.507792410850525
43,330/183,3,0.32365091800689694
43,330/183,4,0.23261687040328982
43,330/183,6,0.0379520559310913
43,330/183,7,0.03130268096923827
43,330/183,8,0.494575629234314
43,330/183,9,0.22887289047241222
43,330/183,10,0.07866337776184085
43,330/183,11,0.17494127750396737
43,331/2,1,0.515556678771973
43,331/2,2,1.295032253265381
43,331/2,3,0.9441835021972658
43,331/2,4,0.7826404762268062
43,331/2,6,0.07892616271972663
43,331/2,7,0.016123752593994567
43,331/2,8,1.0855076599121096
43,331/2,9,0.24825174331665067
43,331/2,10,0.2961912918090821
43,331/2,11,0.2628829193115232
43,331/2,12,0.2983468246459964
43,341/17,1,0.09914093017578107
43,341/17,2,0.156245098114014
43,341/17,4,0.1914199447631839
43,341/17,6,0.11355945587158178
43,341/17,9,0.6093412971496583
43,341/17,10,0.44540035247802656
43,341/17,11,0.26793418884277287
43,342/78,1,0.6335946369171142
43,342/78,2,0.2568717050552367
43,342/78,3,0.9302711820602416
43,342/78,4,0.9437628746032716
43,342/78,5,1.3133232975006104
43,342/78,6,1.1745440101623537
43,342/78,7,3.982078742980957
43,342/78,8,3.2191782188415528
43,342/78,9,0.12038465499877926
43,342/78,10,0.8674786949157713
43,342/78,11,1.6770875787734987
43,342/78,12,1.3829114151000979
43,342/97,1,0.23659484863281222
43,342/97,2,1.263026237487793
43,342/97,3,2.3316394233703615
43,342/97,5,1.1046457290649414
43,377/54,1,0.19371643066406286
43,377/54,2,0.04595055580139151
43,377/54,3,0.05201837539672871
43,377/54,4,1.512256145477295
43,377/54,5,0.47392306327819833
43,377/54,6,0.6979651927947996
43,377/54,7,1.3867483139038086
43,377/54,8,1.4890642166137695
43,377/54,9,1.7182188034057617
43,377/54,10,0.9273843765258789
43,377/54,11,0.5697064399719238
43,377/54,12,0.5876422882080075
43,377/86,1,0.5240900802612307
43,377/86,2,0.684676055908203
43,377/86,3,0.3079520225524899
43,377/86,4,0.281581802368164
43,377/86,5,0.02048204421997113
43,377/86,7,0.047831459045410085
43,377/86,8,1.099087314605713
43,377/86,9,0.17016665458679192
43,377/86,10,0.49463384628295914
43,377/86,11,0.4544843673706058
43,377/86,12,0.6276730728149413
43,377/94,1,0.0226701259613038
43,377/94,2,0.06860754966735838
43,377/94,3,0.06984874725341816
43,377/94,4,0.0516313362121581
43,377/94,6,0.5707979488372801
43,377/94,7,0.3248714637756347
43,377/94,8,0.19131379604339616
43,377/94,9,0.36803920745849616
43,377/94,10,0.3915997791290282
43,377/94,11,0.5444001770019531
43,390/208,1,0.0618187522888185
43,390/208,2,0.30792947769165036
43,390/208,3,0.16779972076415994
43,390/208,4,1.3175144767761227
43,390/208,5,0.00942520141601566
43,390/208,6,0.08625616073608366
43,390/208,7,0.08631023406982408
43,390/208,8,0.14475139617919908
43,390/208,9,0.28525053024292024
43,390/208,10,0.4398945426940921
43,390/208,11,0.2153965377807614
43,390/208,12,0.19859148025512674
43,391/243,1,0.5786423015594484
43,391/243,2,0.5661405467987062
43,391/243,3,0.8319824409484862
43,391/243,4,0.5773288726806642
43,391/243,5,0.7780678367614744
43,391/243,6,0.24413561820983887
43,391/243,7,0.7562843418121337
43,391/243,8,0.6637292289733887
43,391/243,9,0.8197812175750734
43,391/243,10,0.8918131351470944
43,391/243,11,0.80039475440979
43,391/243,12,0.6464384365081788
43,391/33,1,0.11308460235595774
43,391/33,2,0.22914348602294865
43,391/33,3,0.5020648193359367
43,391/33,4,0.3239759826660151
43,391/33,6,0.12865070343017493
43,391/33,7,0.07467182159423835
43,391/33,8,0.1973488807678221
43,391/33,9,0.13063865661621055
43,391/33,10,0.5251596832275389
43,391/33,11,0.8342892265319826
43,391/437,1,0.4479837036132821
43,391/437,2,0.060476646423339275
43,391/437,3,0.12190780639648402
43,391/437,4,0.054762268066406605
43,391/437,5,0.08664249420166037
43,391/437,7,0.14100936889648352
43,391/437,8,0.09543788909912188
43,391/437,9,0.09962882995605504
43,391/437,10,0.012484283447266264
43,391/437,11,0.1938630294799797
43,391/437,12,0.0439827728271478
43,404/69,1,0.6087885093688961
43,404/69,3,0.510728874206543
43,404/69,4,0.4701130867004393
43,404/69,5,1.2935915946960446
43,404/69,7,1.0913462448120121
43,404/69,8,0.004540157318115412
43,404/69,9,0.3526311874389645
43,404/69,10,0.7104251861572264
43,404/69,11,1.866912536621094
43,404/69,12,1.6249883651733397
43,405/17,1,0.09217736721038827
43,405/17,2,0.01688948631286613
43,405/17,3,0.060521039962768475
43,405/17,4,0.3168184041976929
43,405/17,5,0.35835473060607914
43,405/17,7,0.16676546335220332
43,405/17,8,0.18675808191299437
43,405/17,9,0.009693825244903587
43,405/17,10,0.04976582050323486
43,405/17,11,0.11911948919296267
43,405/17,12,0.0860252618789672
43,405/34,1,0.36122275352478006
43,405/34,2,0.46862746238708475
43,405/34,3,0.32755918502807635
43,405/34,4,1.7570309829711914
43,405/34,5,1.7386974048614503
43,405/34,6,1.152822322845459
43,405/34,8,0.3217629623413085
43,405/34,9,0.1509295940399169
43,405/34,10,0.15671566009521487
43,405/34,11,0.10155938148498533
43,405/34,12,0.13472014427185064
43,418/15,1,0.2523796510696412
43,418/15,2,0.2898584413528442
43,418/15,3,0.3530257797241212
43,418/15,4,0.21701236724853512
43,418/15,5,0.3978643655776978
43,418/15,7,0.46795053243637086
43,418/15,8,0.45236323595046996
43,418/15,9,0.11365214347839359
43,418/15,10,0.03453841209411623
43,418/15,11,0.2170448231697083
43,418/15,12,0.22398508310318
43,418/4,1,0.16280723571777322
43,418/4,2,0.24354689598083512
43,418/4,3,0.1848747062683107
43,418/4,7,0.26004292488098146
43,418/4,9,0.018615727424621475
43,418/4,10,0.2054328012466431
43,418/4,11,0.17147805213928224
43,418/4,12,0.0295575046539307
44,330/183,1,0.11546432971954346
44,330/183,3,1.1217523717880251
44,330/183,4,0.9269774532318116
44,330/183,5,0.32774528026580807
44,330/183,6,0.17311349391937259
44,330/183,8,0.002937207221984872
44,330/183,9,0.07689844608306884
44,330/183,10,0.3833762502670288
44,330/183,11,0.257526035308838
44,330/183,12,0.07308480262756345
44,331/2,1,0.16790863037109371
44,331/2,2,0.39329706192016634
44,331/2,3,1.0284287834167483
44,331/2,4,1.8529512023925783
44,331/2,5,0.5691638183593746
44,331/2,7,0.08698232650756843
44,331/2,8,0.011237640380858949
44,331/2,9,1.143743305206299
44,331/2,10,0.24917823791503935
44,331/2,11,0.2824288177490235
44,331/2,12,0.3458153915405271
44,341/17,1,0.018746185302734197
44,341/17,2,0.06869016647338899
44,341/17,4,0.1851314163208011
44,341/17,6,0.32758781433105444
44,341/17,9,0.5619217491149904
44,341/17,10,0.5084005546569816
44,342/78,1,0.3034647750854492
44,342/78,2,0.645876531600952
44,342/78,3,0.3897341537475585
44,342/78,4,0.8988646602630614
44,342/78,5,1.1713009834289552
44,342/78,6,1.4346821689605713
44,342/78,7,1.0660459136962892
44,342/78,8,3.940072250366211
44,342/78,9,3.298710126876831
44,342/78,10,0.2764565563201904
44,342/78,11,0.9530080223083495
44,342/78,12,1.681052122116089
44,342/97,1,0.46424940109252955
44,342/97,2,0.29754703521728487
44,342/97,3,1.2418804168701172
44,342/97,4,2.4322773361206056
44,342/97,6,1.135134220123291
