"data","localizacao","caudal_médio_diário(m3/s)","coord_x_m","coord_y_m"
1985-10-18,ALMOUROL (17G/02H),"240.31",179148.403,276991.639
1985-10-19,ALMOUROL (17G/02H),"185.50",179148.403,276991.639
1985-10-20,ALMOUROL (17G/02H),"111.27",179148.403,276991.639
1985-10-21,ALMOUROL (17G/02H),"194.29",179148.403,276991.639
1985-10-22,ALMOUROL (17G/02H),"168.35",179148.403,276991.639
1985-10-23,ALMOUROL (17G/02H),"176.85",179148.403,276991.639
1985-10-24,ALMOUROL (17G/02H),"116.79",179148.403,276991.639
1985-10-25,ALMOUROL (17G/02H),"247.50",179148.403,276991.639
1985-10-26,ALMOUROL (17G/02H),"179.00",179148.403,276991.639
1985-10-27,ALMOUROL (17G/02H),"137.80",179148.403,276991.639
1985-10-28,ALMOUROL (17G/02H),"122.40",179148.403,276991.639
1985-10-29,ALMOUROL (17G/02H),"104.06",179148.403,276991.639
1985-10-30,ALMOUROL (17G/02H),"145.74",179148.403,276991.639
1985-10-31,ALMOUROL (17G/02H),"207.73",179148.403,276991.639
1985-11-01,ALMOUROL (17G/02H),"149.77",179148.403,276991.639
1985-11-02,ALMOUROL (17G/02H),"157.93",179148.403,276991.639
1985-11-03,ALMOUROL (17G/02H),"210.01",179148.403,276991.639
1985-11-04,ALMOUROL (17G/02H),"131.95",179148.403,276991.639
1985-11-05,ALMOUROL (17G/02H),"145.74",179148.403,276991.639
1985-11-06,ALMOUROL (17G/02H),"187.68",179148.403,276991.639
1985-11-07,ALMOUROL (17G/02H),"141.75",179148.403,276991.639
1985-11-08,ALMOUROL (17G/02H),"100.51",179148.403,276991.639
1985-11-09,ALMOUROL (17G/02H),"139.77",179148.403,276991.639
1985-11-10,ALMOUROL (17G/02H),"97.01",179148.403,276991.639
1985-11-11,ALMOUROL (17G/02H),"97.01",179148.403,276991.639
1985-11-12,ALMOUROL (17G/02H),"179.00",179148.403,276991.639
1985-11-13,ALMOUROL (17G/02H),"331.33",179148.403,276991.639
1985-11-14,ALMOUROL (17G/02H),"297.29",179148.403,276991.639
1985-11-15,ALMOUROL (17G/02H),"287.08",179148.403,276991.639
1985-11-16,ALMOUROL (17G/02H),"372.18",179148.403,276991.639
1985-11-17,ALMOUROL (17G/02H),"145.74",179148.403,276991.639
1985-11-18,ALMOUROL (17G/02H),"272.00",179148.403,276991.639
1985-11-19,ALMOUROL (17G/02H),"721.84",179148.403,276991.639
1985-11-20,ALMOUROL (17G/02H),"498.09",179148.403,276991.639
1985-11-21,ALMOUROL (17G/02H),"435.00",179148.403,276991.639
1985-11-22,ALMOUROL (17G/02H),"449.75",179148.403,276991.639
1985-11-23,ALMOUROL (17G/02H),"279.51",179148.403,276991.639
1985-11-24,ALMOUROL (17G/02H),"174.71",179148.403,276991.639
1985-11-25,ALMOUROL (17G/02H),"352.91",179148.403,276991.639
1985-11-26,ALMOUROL (17G/02H),"659.83",179148.403,276991.639
1985-11-27,ALMOUROL (17G/02H),"315.46",179148.403,276991.639
1985-11-28,ALMOUROL (17G/02H),"328.67",179148.403,276991.639
1985-11-29,ALMOUROL (17G/02H),"162.07",179148.403,276991.639
1985-11-30,ALMOUROL (17G/02H),"240.31",179148.403,276991.639
1985-12-01,ALMOUROL (17G/02H),"124.29",179148.403,276991.639
1985-12-02,ALMOUROL (17G/02H),"98.76",179148.403,276991.639
1985-12-03,ALMOUROL (17G/02H),"170.46",179148.403,276991.639
1985-12-04,ALMOUROL (17G/02H),"203.22",179148.403,276991.639
1985-12-05,ALMOUROL (17G/02H),"205.47",179148.403,276991.639
1985-12-06,ALMOUROL (17G/02H),"252.33",179148.403,276991.639
1985-12-07,ALMOUROL (17G/02H),"228.48",179148.403,276991.639
1985-12-08,ALMOUROL (17G/02H),"145.74",179148.403,276991.639
1985-12-09,ALMOUROL (17G/02H),"179.00",179148.403,276991.639
1985-12-10,ALMOUROL (17G/02H),"369.40",179148.403,276991.639
1985-12-11,ALMOUROL (17G/02H),"377.74",179148.403,276991.639
1985-12-12,ALMOUROL (17G/02H),"294.73",179148.403,276991.639
1985-12-13,ALMOUROL (17G/02H),"254.76",179148.403,276991.639
1985-12-14,ALMOUROL (17G/02H),"198.74",179148.403,276991.639
1985-12-15,ALMOUROL (17G/02H),"128.10",179148.403,276991.639
1985-12-16,ALMOUROL (17G/02H),"128.10",179148.403,276991.639
1985-12-17,ALMOUROL (17G/02H),"183.32",179148.403,276991.639
1985-12-18,ALMOUROL (17G/02H),"391.79",179148.403,276991.639
1985-12-19,ALMOUROL (17G/02H),"564.09",179148.403,276991.639
1985-12-20,ALMOUROL (17G/02H),"216.87",179148.403,276991.639
1985-12-21,ALMOUROL (17G/02H),"252.33",179148.403,276991.639
1985-12-22,ALMOUROL (17G/02H),"166.25",179148.403,276991.639
1985-12-23,ALMOUROL (17G/02H),"228.48",179148.403,276991.639
1985-12-24,ALMOUROL (17G/02H),"294.73",179148.403,276991.639
1985-12-25,ALMOUROL (17G/02H),"247.50",179148.403,276991.639
1985-12-26,ALMOUROL (17G/02H),"294.73",179148.403,276991.639
1985-12-27,ALMOUROL (17G/02H),"383.34",179148.403,276991.639
1985-12-28,ALMOUROL (17G/02H),"774.98",179148.403,276991.639
1985-12-29,ALMOUROL (17G/02H),"449.75",179148.403,276991.639
1985-12-30,ALMOUROL (17G/02H),"334.00",179148.403,276991.639
1985-12-31,ALMOUROL (17G/02H),"223.81",179148.403,276991.639
1986-01-01,ALMOUROL (17G/02H),"216.87",179148.403,276991.639
1986-01-02,ALMOUROL (17G/02H),"358.38",179148.403,276991.639
1986-01-03,ALMOUROL (17G/02H),"397.46",179148.403,276991.639
1986-01-04,ALMOUROL (17G/02H),"328.67",179148.403,276991.639
1986-01-05,ALMOUROL (17G/02H),"302.45",179148.403,276991.639
1986-01-06,ALMOUROL (17G/02H),"279.51",179148.403,276991.639
1986-01-07,ALMOUROL (17G/02H),"352.91",179148.403,276991.639
1986-01-08,ALMOUROL (17G/02H),"700.96",179148.403,276991.639
1986-01-09,ALMOUROL (17G/02H),"926.78",179148.403,276991.639
1986-01-10,ALMOUROL (17G/02H),"470.69",179148.403,276991.639
1986-01-11,ALMOUROL (17G/02H),"350.19",179148.403,276991.639
1986-01-12,ALMOUROL (17G/02H),"294.73",179148.403,276991.639
1986-01-13,ALMOUROL (17G/02H),"318.09",179148.403,276991.639
1986-01-14,ALMOUROL (17G/02H),"377.74",179148.403,276991.639
1986-01-15,ALMOUROL (17G/02H),"289.62",179148.403,276991.639
1986-01-16,ALMOUROL (17G/02H),"299.87",179148.403,276991.639
1986-01-17,ALMOUROL (17G/02H),"377.74",179148.403,276991.639
1986-01-18,ALMOUROL (17G/02H),"408.89",179148.403,276991.639
1986-01-19,ALMOUROL (17G/02H),"207.73",179148.403,276991.639
1986-01-20,ALMOUROL (17G/02H),"310.23",179148.403,276991.639
1986-01-21,ALMOUROL (17G/02H),"432.07",179148.403,276991.639
1986-01-22,ALMOUROL (17G/02H),"446.79",179148.403,276991.639
1986-01-23,ALMOUROL (17G/02H),"435.00",179148.403,276991.639
1986-01-24,ALMOUROL (17G/02H),"361.12",179148.403,276991.639
1986-01-25,ALMOUROL (17G/02H),"233.19",179148.403,276991.639
1986-01-26,ALMOUROL (17G/02H),"210.01",179148.403,276991.639
1986-01-27,ALMOUROL (17G/02H),"307.63",179148.403,276991.639
1986-01-28,ALMOUROL (17G/02H),"344.76",179148.403,276991.639
1986-01-29,ALMOUROL (17G/02H),"302.45",179148.403,276991.639
1986-01-30,ALMOUROL (17G/02H),"372.18",179148.403,276991.639
1986-01-31,ALMOUROL (17G/02H),"548.12",179148.403,276991.639
1986-02-01,ALMOUROL (17G/02H),"310.23",179148.403,276991.639
1986-02-02,ALMOUROL (17G/02H),"274.49",179148.403,276991.639
1986-02-03,ALMOUROL (17G/02H),"259.65",179148.403,276991.639
1986-02-04,ALMOUROL (17G/02H),"320.72",179148.403,276991.639
1986-02-05,ALMOUROL (17G/02H),"282.02",179148.403,276991.639
1986-02-06,ALMOUROL (17G/02H),"257.20",179148.403,276991.639
1986-02-07,ALMOUROL (17G/02H),"254.76",179148.403,276991.639
1986-02-08,ALMOUROL (17G/02H),"247.50",179148.403,276991.639
1986-02-09,ALMOUROL (17G/02H),"235.55",179148.403,276991.639
1986-02-10,ALMOUROL (17G/02H),"287.08",179148.403,276991.639
1986-02-11,ALMOUROL (17G/02H),"257.20",179148.403,276991.639
1986-02-12,ALMOUROL (17G/02H),"334.00",179148.403,276991.639
1986-02-13,ALMOUROL (17G/02H),"391.79",179148.403,276991.639
1986-02-14,ALMOUROL (17G/02H),"535.45",179148.403,276991.639
1986-02-15,ALMOUROL (17G/02H),"1157.16",179148.403,276991.639
1986-02-16,ALMOUROL (17G/02H),"753.57",179148.403,276991.639
1986-02-17,ALMOUROL (17G/02H),"911.56",179148.403,276991.639
1986-02-18,ALMOUROL (17G/02H),"1128.42",179148.403,276991.639
1986-02-19,ALMOUROL (17G/02H),"1019.95",179148.403,276991.639
1986-02-20,ALMOUROL (17G/02H),"1153.04",179148.403,276991.639
1986-02-21,ALMOUROL (17G/02H),"1480.46",179148.403,276991.639
1986-02-22,ALMOUROL (17G/02H),"1120.25",179148.403,276991.639
1986-02-23,ALMOUROL (17G/02H),"735.88",179148.403,276991.639
1986-02-24,ALMOUROL (17G/02H),"616.27",179148.403,276991.639
1986-02-25,ALMOUROL (17G/02H),"885.13",179148.403,276991.639
1986-02-26,ALMOUROL (17G/02H),"1035.78",179148.403,276991.639
1986-02-27,ALMOUROL (17G/02H),"877.63",179148.403,276991.639
1986-02-28,ALMOUROL (17G/02H),"1063.68",179148.403,276991.639
1986-03-01,ALMOUROL (17G/02H),"911.56",179148.403,276991.639
1986-03-02,ALMOUROL (17G/02H),"538.61",179148.403,276991.639
1986-03-03,ALMOUROL (17G/02H),"583.47",179148.403,276991.639
1986-03-04,ALMOUROL (17G/02H),"659.83",179148.403,276991.639
1986-03-05,ALMOUROL (17G/02H),"873.89",179148.403,276991.639
1986-03-06,ALMOUROL (17G/02H),"870.15",179148.403,276991.639
1986-03-07,ALMOUROL (17G/02H),"953.64",179148.403,276991.639
1986-03-08,ALMOUROL (17G/02H),"949.78",179148.403,276991.639
1986-03-09,ALMOUROL (17G/02H),"519.77",179148.403,276991.639
1986-03-10,ALMOUROL (17G/02H),"576.98",179148.403,276991.639
1986-03-11,ALMOUROL (17G/02H),"612.96",179148.403,276991.639
1986-03-12,ALMOUROL (17G/02H),"504.25",179148.403,276991.639
1986-03-13,ALMOUROL (17G/02H),"583.47",179148.403,276991.639
1986-03-14,ALMOUROL (17G/02H),"425.88",179148.403,276991.639
1986-03-15,ALMOUROL (17G/02H),"333.22",179148.403,276991.639
1986-03-16,ALMOUROL (17G/02H),"289.14",179148.403,276991.639
1986-03-17,ALMOUROL (17G/02H),"218.65",179148.403,276991.639
1986-03-18,ALMOUROL (17G/02H),"300.58",179148.403,276991.639
1986-03-19,ALMOUROL (17G/02H),"369.11",179148.403,276991.639
1986-03-20,ALMOUROL (17G/02H),"400.95",179148.403,276991.639
1986-03-21,ALMOUROL (17G/02H),"415.86",179148.403,276991.639
1986-03-22,ALMOUROL (17G/02H),"376.40",179148.403,276991.639
1986-03-23,ALMOUROL (17G/02H),"233.64",179148.403,276991.639
1986-03-24,ALMOUROL (17G/02H),"268.82",179148.403,276991.639
1986-03-25,ALMOUROL (17G/02H),"371.54",179148.403,276991.639
1986-03-26,ALMOUROL (17G/02H),"474.27",179148.403,276991.639
1986-03-27,ALMOUROL (17G/02H),"420.86",179148.403,276991.639
1986-03-28,ALMOUROL (17G/02H),"242.32",179148.403,276991.639
1986-03-29,ALMOUROL (17G/02H),"208.10",179148.403,276991.639
1986-03-30,ALMOUROL (17G/02H),"128.81",179148.403,276991.639
1986-03-31,ALMOUROL (17G/02H),"161.33",179148.403,276991.639
1986-04-01,ALMOUROL (17G/02H),"300.58",179148.403,276991.639
1986-04-02,ALMOUROL (17G/02H),"229.33",179148.403,276991.639
1986-04-03,ALMOUROL (17G/02H),"307.51",179148.403,276991.639
1986-04-04,ALMOUROL (17G/02H),"244.50",179148.403,276991.639
1986-04-05,ALMOUROL (17G/02H),"151.58",179148.403,276991.639
1986-04-06,ALMOUROL (17G/02H),"212.30",179148.403,276991.639
1986-04-07,ALMOUROL (17G/02H),"208.10",179148.403,276991.639
1986-04-08,ALMOUROL (17G/02H),"271.06",179148.403,276991.639
1986-04-09,ALMOUROL (17G/02H),"253.27",179148.403,276991.639
1986-04-10,ALMOUROL (17G/02H),"251.07",179148.403,276991.639
1986-04-11,ALMOUROL (17G/02H),"199.75",179148.403,276991.639
1986-04-12,ALMOUROL (17G/02H),"220.78",179148.403,276991.639
1986-04-13,ALMOUROL (17G/02H),"337.95",179148.403,276991.639
1986-04-14,ALMOUROL (17G/02H),"307.51",179148.403,276991.639
1986-04-15,ALMOUROL (17G/02H),"342.70",179148.403,276991.639
1986-04-16,ALMOUROL (17G/02H),"244.50",179148.403,276991.639
1986-04-17,ALMOUROL (17G/02H),"244.50",179148.403,276991.639
1986-04-18,ALMOUROL (17G/02H),"216.53",179148.403,276991.639
1986-04-19,ALMOUROL (17G/02H),"197.68",179148.403,276991.639
1986-04-20,ALMOUROL (17G/02H),"140.08",179148.403,276991.639
1986-04-21,ALMOUROL (17G/02H),"208.10",179148.403,276991.639
1986-04-22,ALMOUROL (17G/02H),"300.58",179148.403,276991.639
1986-04-23,ALMOUROL (17G/02H),"388.62",179148.403,276991.639
1986-04-24,ALMOUROL (17G/02H),"251.07",179148.403,276991.639
1986-04-25,ALMOUROL (17G/02H),"173.24",179148.403,276991.639
1986-04-26,ALMOUROL (17G/02H),"193.55",179148.403,276991.639
1986-04-27,ALMOUROL (17G/02H),"159.37",179148.403,276991.639
1986-04-28,ALMOUROL (17G/02H),"246.68",179148.403,276991.639
1986-04-29,ALMOUROL (17G/02H),"173.24",179148.403,276991.639
1986-04-30,ALMOUROL (17G/02H),"151.58",179148.403,276991.639
1986-05-01,ALMOUROL (17G/02H),"115.97",179148.403,276991.639
1986-05-02,ALMOUROL (17G/02H),"121.43",179148.403,276991.639
1986-05-03,ALMOUROL (17G/02H),"169.25",179148.403,276991.639
1986-05-04,ALMOUROL (17G/02H),"63.62",179148.403,276991.639
1986-05-05,ALMOUROL (17G/02H),"165.28",179148.403,276991.639
1986-05-06,ALMOUROL (17G/02H),"246.68",179148.403,276991.639
1986-05-07,ALMOUROL (17G/02H),"187.40",179148.403,276991.639
1986-05-08,ALMOUROL (17G/02H),"181.30",179148.403,276991.639
1986-05-09,ALMOUROL (17G/02H),"195.61",179148.403,276991.639
1986-05-10,ALMOUROL (17G/02H),"167.26",179148.403,276991.639
1986-05-11,ALMOUROL (17G/02H),"123.26",179148.403,276991.639
1986-05-12,ALMOUROL (17G/02H),"119.60",179148.403,276991.639
1986-05-13,ALMOUROL (17G/02H),"125.10",179148.403,276991.639
1986-05-14,ALMOUROL (17G/02H),"121.43",179148.403,276991.639
1986-05-15,ALMOUROL (17G/02H),"119.60",179148.403,276991.639
1986-05-16,ALMOUROL (17G/02H),"210.20",179148.403,276991.639
1986-05-17,ALMOUROL (17G/02H),"175.25",179148.403,276991.639
1986-05-18,ALMOUROL (17G/02H),"91.36",179148.403,276991.639
1986-05-19,ALMOUROL (17G/02H),"208.10",179148.403,276991.639
1986-05-20,ALMOUROL (17G/02H),"210.20",179148.403,276991.639
1986-05-21,ALMOUROL (17G/02H),"163.30",179148.403,276991.639
1986-05-22,ALMOUROL (17G/02H),"197.68",179148.403,276991.639
1986-05-23,ALMOUROL (17G/02H),"208.10",179148.403,276991.639
1986-05-24,ALMOUROL (17G/02H),"195.61",179148.403,276991.639
1986-05-25,ALMOUROL (17G/02H),"141.98",179148.403,276991.639
1986-05-26,ALMOUROL (17G/02H),"167.26",179148.403,276991.639
1986-05-27,ALMOUROL (17G/02H),"140.08",179148.403,276991.639
1986-05-28,ALMOUROL (17G/02H),"157.41",179148.403,276991.639
1986-05-29,ALMOUROL (17G/02H),"181.30",179148.403,276991.639
1986-05-30,ALMOUROL (17G/02H),"140.08",179148.403,276991.639
1986-05-31,ALMOUROL (17G/02H),"86.29",179148.403,276991.639
1986-06-01,ALMOUROL (17G/02H),"65.18",179148.403,276991.639
1986-06-02,ALMOUROL (17G/02H),"119.60",179148.403,276991.639
1986-06-03,ALMOUROL (17G/02H),"110.57",179148.403,276991.639
1986-06-04,ALMOUROL (17G/02H),"132.54",179148.403,276991.639
1986-06-05,ALMOUROL (17G/02H),"125.10",179148.403,276991.639
1986-06-06,ALMOUROL (17G/02H),"185.36",179148.403,276991.639
1986-06-07,ALMOUROL (17G/02H),"128.81",179148.403,276991.639
1986-06-08,ALMOUROL (17G/02H),"86.29",179148.403,276991.639
1986-06-09,ALMOUROL (17G/02H),"107.01",179148.403,276991.639
1986-06-10,ALMOUROL (17G/02H),"96.51",179148.403,276991.639
1986-06-11,ALMOUROL (17G/02H),"132.54",179148.403,276991.639
1986-06-12,ALMOUROL (17G/02H),"222.91",179148.403,276991.639
1986-06-13,ALMOUROL (17G/02H),"229.33",179148.403,276991.639
1986-06-14,ALMOUROL (17G/02H),"163.30",179148.403,276991.639
1986-06-15,ALMOUROL (17G/02H),"143.88",179148.403,276991.639
1986-06-16,ALMOUROL (17G/02H),"130.67",179148.403,276991.639
1986-06-17,ALMOUROL (17G/02H),"165.28",179148.403,276991.639
1986-06-18,ALMOUROL (17G/02H),"136.29",179148.403,276991.639
1986-06-19,ALMOUROL (17G/02H),"143.88",179148.403,276991.639
1986-06-20,ALMOUROL (17G/02H),"155.46",179148.403,276991.639
1986-06-21,ALMOUROL (17G/02H),"108.79",179148.403,276991.639
1986-06-22,ALMOUROL (17G/02H),"69.92",179148.403,276991.639
1986-06-23,ALMOUROL (17G/02H),"98.24",179148.403,276991.639
1986-06-24,ALMOUROL (17G/02H),"128.81",179148.403,276991.639
1986-06-25,ALMOUROL (17G/02H),"119.60",179148.403,276991.639
1986-06-26,ALMOUROL (17G/02H),"123.26",179148.403,276991.639
1986-06-27,ALMOUROL (17G/02H),"201.83",179148.403,276991.639
1986-06-28,ALMOUROL (17G/02H),"218.65",179148.403,276991.639
1986-06-29,ALMOUROL (17G/02H),"159.37",179148.403,276991.639
1986-06-30,ALMOUROL (17G/02H),"140.08",179148.403,276991.639
1986-07-01,ALMOUROL (17G/02H),"114.16",179148.403,276991.639
1986-07-02,ALMOUROL (17G/02H),"149.65",179148.403,276991.639
1986-07-03,ALMOUROL (17G/02H),"155.46",179148.403,276991.639
1986-07-04,ALMOUROL (17G/02H),"173.24",179148.403,276991.639
1986-07-05,ALMOUROL (17G/02H),"165.28",179148.403,276991.639
1986-07-06,ALMOUROL (17G/02H),"141.98",179148.403,276991.639
1986-07-07,ALMOUROL (17G/02H),"140.08",179148.403,276991.639
1986-07-08,ALMOUROL (17G/02H),"117.78",179148.403,276991.639
1986-07-09,ALMOUROL (17G/02H),"93.07",179148.403,276991.639
1986-07-10,ALMOUROL (17G/02H),"73.12",179148.403,276991.639
1986-07-11,ALMOUROL (17G/02H),"128.81",179148.403,276991.639
1986-07-12,ALMOUROL (17G/02H),"169.25",179148.403,276991.639
1986-07-13,ALMOUROL (17G/02H),"134.41",179148.403,276991.639
1986-07-14,ALMOUROL (17G/02H),"112.36",179148.403,276991.639
1986-07-15,ALMOUROL (17G/02H),"173.24",179148.403,276991.639
1986-07-16,ALMOUROL (17G/02H),"169.25",179148.403,276991.639
1986-07-17,ALMOUROL (17G/02H),"141.98",179148.403,276991.639
1986-07-18,ALMOUROL (17G/02H),"149.65",179148.403,276991.639
1986-07-19,ALMOUROL (17G/02H),"155.46",179148.403,276991.639
1986-07-20,ALMOUROL (17G/02H),"123.26",179148.403,276991.639
1986-07-21,ALMOUROL (17G/02H),"159.37",179148.403,276991.639
1986-07-22,ALMOUROL (17G/02H),"222.91",179148.403,276991.639
1986-07-23,ALMOUROL (17G/02H),"225.04",179148.403,276991.639
1986-07-24,ALMOUROL (17G/02H),"175.25",179148.403,276991.639
1986-07-25,ALMOUROL (17G/02H),"147.72",179148.403,276991.639
1986-07-26,ALMOUROL (17G/02H),"115.97",179148.403,276991.639
1986-07-27,ALMOUROL (17G/02H),"65.18",179148.403,276991.639
1986-07-28,ALMOUROL (17G/02H),"79.63",179148.403,276991.639
1986-07-29,ALMOUROL (17G/02H),"128.81",179148.403,276991.639
1986-07-30,ALMOUROL (17G/02H),"119.60",179148.403,276991.639
1986-07-31,ALMOUROL (17G/02H),"136.29",179148.403,276991.639
1986-08-01,ALMOUROL (17G/02H),"132.54",179148.403,276991.639
1986-08-02,ALMOUROL (17G/02H),"167.26",179148.403,276991.639
1986-08-03,ALMOUROL (17G/02H),"119.60",179148.403,276991.639
1986-08-04,ALMOUROL (17G/02H),"87.97",179148.403,276991.639
1986-08-05,ALMOUROL (17G/02H),"91.36",179148.403,276991.639
1986-08-06,ALMOUROL (17G/02H),"84.61",179148.403,276991.639
1986-08-07,ALMOUROL (17G/02H),"96.51",179148.403,276991.639
1986-08-08,ALMOUROL (17G/02H),"108.79",179148.403,276991.639
1986-08-09,ALMOUROL (17G/02H),"115.97",179148.403,276991.639
1986-08-10,ALMOUROL (17G/02H),"93.07",179148.403,276991.639
1986-08-11,ALMOUROL (17G/02H),"60.53",179148.403,276991.639
1986-08-12,ALMOUROL (17G/02H),"63.62",179148.403,276991.639
1986-08-13,ALMOUROL (17G/02H),"71.51",179148.403,276991.639
1986-08-14,ALMOUROL (17G/02H),"66.75",179148.403,276991.639
1986-08-15,ALMOUROL (17G/02H),"54.46",179148.403,276991.639
1986-08-16,ALMOUROL (17G/02H),"47.12",179148.403,276991.639
1986-08-17,ALMOUROL (17G/02H),"51.49",179148.403,276991.639
1986-08-18,ALMOUROL (17G/02H),"59.00",179148.403,276991.639
1986-08-19,ALMOUROL (17G/02H),"98.24",179148.403,276991.639
1986-08-20,ALMOUROL (17G/02H),"91.36",179148.403,276991.639
1986-08-21,ALMOUROL (17G/02H),"69.92",179148.403,276991.639
1986-08-22,ALMOUROL (17G/02H),"68.33",179148.403,276991.639
1986-08-23,ALMOUROL (17G/02H),"76.36",179148.403,276991.639
1986-08-24,ALMOUROL (17G/02H),"50.03",179148.403,276991.639
1986-08-25,ALMOUROL (17G/02H),"82.94",179148.403,276991.639
1986-08-26,ALMOUROL (17G/02H),"138.18",179148.403,276991.639
1986-08-27,ALMOUROL (17G/02H),"101.73",179148.403,276991.639
1986-08-28,ALMOUROL (17G/02H),"82.94",179148.403,276991.639
1986-08-29,ALMOUROL (17G/02H),"54.46",179148.403,276991.639
1986-08-30,ALMOUROL (17G/02H),"62.07",179148.403,276991.639
1986-08-31,ALMOUROL (17G/02H),"54.46",179148.403,276991.639
1986-09-01,ALMOUROL (17G/02H),"40.05",179148.403,276991.639
1986-09-02,ALMOUROL (17G/02H),"40.05",179148.403,276991.639
1986-09-03,ALMOUROL (17G/02H),"33.29",179148.403,276991.639
1986-09-04,ALMOUROL (17G/02H),"59.00",179148.403,276991.639
1986-09-05,ALMOUROL (17G/02H),"89.66",179148.403,276991.639
1986-09-06,ALMOUROL (17G/02H),"117.78",179148.403,276991.639
1986-09-07,ALMOUROL (17G/02H),"93.07",179148.403,276991.639
1986-09-08,ALMOUROL (17G/02H),"94.78",179148.403,276991.639
1986-09-09,ALMOUROL (17G/02H),"84.61",179148.403,276991.639
1986-09-10,ALMOUROL (17G/02H),"110.57",179148.403,276991.639
1986-09-11,ALMOUROL (17G/02H),"87.97",179148.403,276991.639
1986-09-12,ALMOUROL (17G/02H),"63.62",179148.403,276991.639
1986-09-13,ALMOUROL (17G/02H),"76.36",179148.403,276991.639
1986-09-14,ALMOUROL (17G/02H),"63.62",179148.403,276991.639
1986-09-15,ALMOUROL (17G/02H),"86.29",179148.403,276991.639
1986-09-16,ALMOUROL (17G/02H),"130.67",179148.403,276991.639
1986-09-17,ALMOUROL (17G/02H),"119.60",179148.403,276991.639
1986-09-18,ALMOUROL (17G/02H),"84.61",179148.403,276991.639
1986-09-19,ALMOUROL (17G/02H),"68.33",179148.403,276991.639
1986-09-20,ALMOUROL (17G/02H),"86.29",179148.403,276991.639
1986-09-21,ALMOUROL (17G/02H),"51.49",179148.403,276991.639
1986-09-22,ALMOUROL (17G/02H),"66.75",179148.403,276991.639
1986-09-23,ALMOUROL (17G/02H),"157.41",179148.403,276991.639
1986-09-24,ALMOUROL (17G/02H),"136.29",179148.403,276991.639
1986-09-25,ALMOUROL (17G/02H),"112.36",179148.403,276991.639
1986-09-26,ALMOUROL (17G/02H),"123.26",179148.403,276991.639
1986-09-27,ALMOUROL (17G/02H),"108.79",179148.403,276991.639
1986-09-28,ALMOUROL (17G/02H),"54.46",179148.403,276991.639
1986-09-29,ALMOUROL (17G/02H),"89.66",179148.403,276991.639
1986-09-30,ALMOUROL (17G/02H),"132.54",179148.403,276991.639
1986-10-01,ALMOUROL (17G/02H),"177.60",179148.403,276991.639
1986-10-02,ALMOUROL (17G/02H),"216.52",179148.403,276991.639
1986-10-03,ALMOUROL (17G/02H),"197.60",179148.403,276991.639
1986-10-04,ALMOUROL (17G/02H),"140.84",179148.403,276991.639
1986-10-05,ALMOUROL (17G/02H),"78.93",179148.403,276991.639
1986-10-06,ALMOUROL (17G/02H),"59.65",179148.403,276991.639
1986-10-07,ALMOUROL (17G/02H),"166.12",179148.403,276991.639
1986-10-08,ALMOUROL (17G/02H),"109.91",179148.403,276991.639
1986-10-09,ALMOUROL (17G/02H),"169.90",179148.403,276991.639
1986-10-10,ALMOUROL (17G/02H),"112.98",179148.403,276991.639
1986-10-11,ALMOUROL (17G/02H),"149.62",179148.403,276991.639
1986-10-12,ALMOUROL (17G/02H),"116.10",179148.403,276991.639
1986-10-13,ALMOUROL (17G/02H),"116.10",179148.403,276991.639
1986-10-14,ALMOUROL (17G/02H),"140.84",179148.403,276991.639
1986-10-15,ALMOUROL (17G/02H),"125.70",179148.403,276991.639
1986-10-16,ALMOUROL (17G/02H),"155.02",179148.403,276991.639
1986-10-17,ALMOUROL (17G/02H),"137.40",179148.403,276991.639
1986-10-18,ALMOUROL (17G/02H),"177.60",179148.403,276991.639
1986-10-19,ALMOUROL (17G/02H),"53.13",179148.403,276991.639
1986-10-20,ALMOUROL (17G/02H),"50.01",179148.403,276991.639
1986-10-21,ALMOUROL (17G/02H),"134.00",179148.403,276991.639
1986-10-22,ALMOUROL (17G/02H),"151.41",179148.403,276991.639
1986-10-23,ALMOUROL (17G/02H),"183.48",179148.403,276991.639
1986-10-24,ALMOUROL (17G/02H),"162.37",179148.403,276991.639
1986-10-25,ALMOUROL (17G/02H),"147.84",179148.403,276991.639
1986-10-26,ALMOUROL (17G/02H),"103.89",179148.403,276991.639
1986-10-27,ALMOUROL (17G/02H),"98.04",179148.403,276991.639
1986-10-28,ALMOUROL (17G/02H),"72.61",179148.403,276991.639
1986-10-29,ALMOUROL (17G/02H),"114.53",179148.403,276991.639
1986-10-30,ALMOUROL (17G/02H),"80.23",179148.403,276991.639
1986-10-31,ALMOUROL (17G/02H),"132.32",179148.403,276991.639
1986-11-01,ALMOUROL (17G/02H),"77.65",179148.403,276991.639
1986-11-02,ALMOUROL (17G/02H),"73.85",179148.403,276991.639
1986-11-03,ALMOUROL (17G/02H),"77.65",179148.403,276991.639
1986-11-04,ALMOUROL (17G/02H),"88.22",179148.403,276991.639
1986-11-05,ALMOUROL (17G/02H),"142.57",179148.403,276991.639
1986-11-06,ALMOUROL (17G/02H),"84.18",179148.403,276991.639
1986-11-07,ALMOUROL (17G/02H),"142.57",179148.403,276991.639
1986-11-08,ALMOUROL (17G/02H),"177.60",179148.403,276991.639
