"data","localizacao","nitrato"
2016-06-28 00:00:00.000,"319/104","6.7"
2016-09-28 00:00:00.000,"319/104",(<)1.000
2017-06-13 00:00:00.000,"319/104",(<)1.000
2017-10-11 00:00:00.000,"319/104","2.6"
2018-06-26 00:00:00.000,"319/104",(<)1.000
2018-10-30 00:00:00.000,"319/104","1.3"
2019-06-25 00:00:00.000,"319/104","3.4"
2019-09-25 00:00:00.000,"319/104",(<)1.000
2020-06-24 00:00:00.000,"319/104","2.8"
2020-10-21 00:00:00.000,"319/104","2.4"
2021-05-19 00:00:00.000,"319/104","2.5"
2021-09-28 00:00:00.000,"319/104","3.2"
2022-04-26 00:00:00.000,"319/104","2.9"
2022-09-27 00:00:00.000,"319/104","2.6"
2023-06-01 00:00:00.000,"319/104","3.1"
2017-06-27 00:00:00.000,"319/26","5.4"
2017-10-24 00:00:00.000,"319/26","7.1"
2018-06-13 00:00:00.000,"319/26","4.4"
2018-10-30 00:00:00.000,"319/26","4.2"
2019-06-25 00:00:00.000,"319/26","4.9"
2020-06-24 00:00:00.000,"319/26","1.3"
2020-10-21 00:00:00.000,"319/26","3.9"
2021-05-19 00:00:00.000,"319/26","2.1"
2021-09-28 00:00:00.000,"319/26","3.6"
2022-04-28 00:00:00.000,"319/26","2.4"
2022-09-27 00:00:00.000,"319/26","2.0"
2023-06-01 00:00:00.000,"319/26","1.0"
2015-06-23 00:00:00.000,"319/44","2.5"
2016-06-28 00:00:00.000,"319/44",(<)1.000
2016-09-28 00:00:00.000,"319/44",(<)1.000
2017-06-08 00:00:00.000,"319/44",(<)1.000
2017-10-11 00:00:00.000,"319/44","2.4"
2018-06-26 00:00:00.000,"319/44","5.0"
2018-10-30 00:00:00.000,"319/44","2.6"
2019-06-25 00:00:00.000,"319/44","3.1"
2019-09-25 00:00:00.000,"319/44",(<)1.000
2020-06-24 00:00:00.000,"319/44","1.9"
2020-10-21 00:00:00.000,"319/44","6.0"
2021-05-19 00:00:00.000,"319/44","1.5"
2021-09-28 00:00:00.000,"319/44","2.5"
2022-09-27 00:00:00.000,"319/44","1.8"
2023-06-01 00:00:00.000,"319/44","2.0"
2000-04-12 00:00:00.000,"319/67","7.84"
2000-10-25 00:00:00.000,"319/67","5.45"
2001-03-12 00:00:00.000,"319/67","4.96"
2001-10-23 00:00:00.000,"319/67","6.16"
2002-03-11 00:00:00.000,"319/67","2.22"
2002-10-29 00:00:00.000,"319/67","4.25"
2003-03-17 00:00:00.000,"319/67","6.82"
2003-11-17 00:00:00.000,"319/67","6.6"
2004-04-14 00:00:00.000,"319/67","6.16"
2004-10-19 00:00:00.000,"319/67","7.487"
2005-04-18 00:00:00.000,"319/67","7.93"
2005-10-19 00:00:00.000,"319/67","4.21"
2006-03-27 00:00:00.000,"319/67","3.94"
2006-10-03 00:00:00.000,"319/67","7.93"
2007-04-04 00:00:00.000,"319/67","4.39"
2008-04-02 00:00:00.000,"319/67","3.23"
2008-10-01 00:00:00.000,"319/67","3.6"
2009-04-13 00:00:00.000,"319/67","4.1"
2009-09-21 00:00:00.000,"319/67","20.378"
2011-03-23 15:29:00.000,"319/67","6.0"
2018-04-23 08:50:00.000,"320/288","20.0"
2018-10-16 09:10:00.000,"320/288","18.0"
2019-03-18 09:05:00.000,"320/288","16.0"
2019-10-15 09:15:00.000,"320/288","16.0"
2020-03-09 08:55:00.000,"320/288","18.0"
2020-09-30 08:45:00.000,"320/288","7.7"
2021-03-08 08:40:00.000,"320/288","16.0"
2021-10-25 08:45:00.000,"320/288","18.0"
2022-03-29 08:50:00.000,"320/288","19.0"
2022-10-18 09:00:00.000,"320/288","16.0"
2023-04-04 00:00:00.000,"320/288","15.0"
2023-09-27 08:40:00.000,"320/288","14.0"
2015-03-23 00:00:00.000,"328/8",(<)10.000
2015-09-28 00:00:00.000,"328/8","16.0"
2016-09-26 00:00:00.000,"328/8","20.0"
2017-03-27 00:00:00.000,"328/8","22.0"
2017-09-25 00:00:00.000,"328/8","17.0"
2018-04-02 00:00:00.000,"328/8","40.3"
2019-04-01 00:00:00.000,"328/8","37.0"
2019-09-23 00:00:00.000,"328/8","17.0"
2020-09-28 00:00:00.000,"328/8","11.0"
2021-03-22 00:00:00.000,"328/8","19.0"
2021-09-27 00:00:00.000,"328/8","39.0"
2022-03-21 00:00:00.000,"328/8","19.0"
2022-10-03 00:00:00.000,"328/8","19.0"
2023-03-27 00:00:00.000,"328/8",(<)11.000
2023-09-25 00:00:00.000,"328/8","18.0"
2012-03-21 00:00:00.000,"328/80",(<)11.000
2012-09-19 00:00:00.000,"328/80",(<)11.000
2013-06-12 00:00:00.000,"328/80",(<)11.000
2013-09-11 00:00:00.000,"328/80",(<)11.000
2014-03-12 00:00:00.000,"328/80",(<)11.000
2014-09-10 00:00:00.000,"328/80",(<)11.000
2015-03-11 00:00:00.000,"328/80",(<)11.000
2015-09-16 00:00:00.000,"328/80",(<)11.000
2016-03-09 00:00:00.000,"328/80",(<)11.000
2016-09-21 00:00:00.000,"328/80",(<)11.000
2017-03-03 00:00:00.000,"328/80",(<)11.000
2017-09-20 00:00:00.000,"328/80",(<)11.000
2018-03-07 00:00:00.000,"328/80",(<)11.000
2018-09-05 00:00:00.000,"328/80",(<)11.000
2019-03-13 00:00:00.000,"328/80",(<)11.000
2019-09-04 00:00:00.000,"328/80",(<)11.000
2020-04-22 00:00:00.000,"328/80",(<)11.000
2020-10-14 00:00:00.000,"328/80",(<)11.000
2021-04-13 00:00:00.000,"328/80",(<)11.000
2012-08-22 00:00:00.000,"328/81",(<)11.000
2012-11-21 00:00:00.000,"328/81",(<)11.000
2013-06-12 00:00:00.000,"328/81",(<)11.000
2013-09-11 00:00:00.000,"328/81",(<)11.000
2014-03-12 00:00:00.000,"328/81",(<)11.000
2014-09-10 00:00:00.000,"328/81",(<)11.000
2015-03-11 00:00:00.000,"328/81","13.2"
2015-09-16 00:00:00.000,"328/81",(<)11.000
2016-03-09 00:00:00.000,"328/81",(<)11.000
2016-09-21 00:00:00.000,"328/81",(<)11.000
2017-03-08 00:00:00.000,"328/81",(<)11.000
2017-09-20 00:00:00.000,"328/81",(<)11.000
2018-03-07 00:00:00.000,"328/81",(<)11.000
2018-09-05 00:00:00.000,"328/81",(<)11.000
2019-03-13 00:00:00.000,"328/81",(<)11.000
2020-05-20 00:00:00.000,"328/81",(<)11.000
2020-10-14 00:00:00.000,"328/81",(<)11.000
2021-04-13 00:00:00.000,"328/81",(<)11.000
2021-10-20 00:00:00.000,"328/81",(<)11.000
2022-04-12 00:00:00.000,"328/81",(<)11.000
2022-10-11 00:00:00.000,"328/81",(<)11.000
2023-03-08 00:00:00.000,"328/81",(<)11.000
2000-04-12 00:00:00.000,"329/10","18.9"
2000-10-25 00:00:00.000,"329/10","15.27"
2001-10-23 00:00:00.000,"329/10","18.3"
2002-03-11 00:00:00.000,"329/10","10.23"
2002-10-29 00:00:00.000,"329/10","13.07"
2003-03-17 00:00:00.000,"329/10","15.9"
2003-11-17 00:00:00.000,"329/10","16.0"
2004-04-14 00:00:00.000,"329/10","16.79"
2004-10-19 00:00:00.000,"329/10","17.233"
2005-04-18 00:00:00.000,"329/10","14.57"
2005-10-17 00:00:00.000,"329/10","25.21"
2006-03-27 00:00:00.000,"329/10","14.58"
2006-10-03 00:00:00.000,"329/10","14.13"
2007-04-04 00:00:00.000,"329/10","15.46"
2008-04-02 00:00:00.000,"329/10","15.02"
2008-10-01 00:00:00.000,"329/10","9.7"
2000-04-12 00:00:00.000,"329/11","0.31"
2000-10-25 00:00:00.000,"329/11","16.12"
2001-03-12 00:00:00.000,"329/11","9.71"
2001-10-23 00:00:00.000,"329/11","16.57"
2002-03-11 00:00:00.000,"329/11","10.06"
2002-10-29 00:00:00.000,"329/11","18.46"
2003-03-17 00:00:00.000,"329/11","25.61"
2003-11-17 00:00:00.000,"329/11","15.0"
2004-04-14 00:00:00.000,"329/11","19.89"
2004-10-19 00:00:00.000,"329/11","19.0"
2005-04-18 00:00:00.000,"329/11","20.33"
2005-10-17 00:00:00.000,"329/11","21.22"
2006-03-27 00:00:00.000,"329/11","21.22"
2006-10-03 00:00:00.000,"329/11","23.44"
2007-04-04 00:00:00.000,"329/11","21.22"
2008-04-02 00:00:00.000,"329/11","21.66"
2008-10-01 00:00:00.000,"329/11","17.23"
2009-04-13 00:00:00.000,"329/11","24.808"
2009-09-21 00:00:00.000,"329/11","22.0"
2010-07-19 09:35:00.000,"329/11","42.0"
2017-06-13 00:00:00.000,"329/11",(<)1.000
2017-10-11 00:00:00.000,"329/11","60.0"
2018-07-11 00:00:00.000,"329/11","62.0"
2018-10-30 00:00:00.000,"329/11","20.0"
2019-09-11 00:00:00.000,"329/11","68.0"
2020-11-25 00:00:00.000,"329/11","24.0"
2021-05-19 00:00:00.000,"329/11","59.0"
2000-04-12 00:00:00.000,"329/150","10.45"
2000-10-25 00:00:00.000,"329/150","5.32"
2001-10-23 00:00:00.000,"329/150","5.4"
2002-03-11 00:00:00.000,"329/150","2.48"
2002-10-29 00:00:00.000,"329/150","3.09"
2003-03-17 00:00:00.000,"329/150","6.29"
2003-11-17 00:00:00.000,"329/150","5.71"
2004-04-14 00:00:00.000,"329/150","6.6"
2004-10-19 00:00:00.000,"329/150","7.044"
2005-04-18 00:00:00.000,"329/150","6.16"
2000-04-12 00:00:00.000,"329/258","28.53"
2000-10-25 00:00:00.000,"329/258","42.83"
2001-03-12 00:00:00.000,"329/258","25.14"
2001-10-23 00:00:00.000,"329/258","42.84"
2002-03-11 00:00:00.000,"329/258","26.09"
2002-10-29 00:00:00.000,"329/258","51.57"
2003-03-17 00:00:00.000,"329/258","41.39"
2003-11-17 00:00:00.000,"329/258","32.74"
2004-04-14 00:00:00.000,"329/258","31.85"
2004-10-19 00:00:00.000,"329/258","39.826"
2005-04-18 00:00:00.000,"329/258","32.74"
2005-10-19 00:00:00.000,"329/258","29.19"
2006-03-27 00:00:00.000,"329/258","24.32"
2006-10-03 00:00:00.000,"329/258","30.97"
2007-04-04 00:00:00.000,"329/258","23.88"
2008-04-02 00:00:00.000,"329/258","23.88"
2008-10-01 00:00:00.000,"329/258","17.68"
2009-04-13 00:00:00.000,"329/258","25.0"
2009-09-21 00:00:00.000,"329/258","4.43"
2010-07-19 09:50:00.000,"329/258","18.0"
2013-04-09 09:40:00.000,"329/258","13.0"
2013-12-02 00:00:00.000,"329/258","21.0"
2014-04-22 10:00:00.000,"329/258","10.0"
2014-10-22 11:00:00.000,"329/258","17.0"
2015-04-20 09:40:00.000,"329/258","16.0"
2015-06-23 00:00:00.000,"329/258","17.0"
2016-11-24 00:00:00.000,"329/258","1.0"
2017-06-13 00:00:00.000,"329/258",(<)1.000
2015-04-22 00:00:00.000,"329/368",(<)3.000
2015-09-16 00:00:00.000,"329/368",(<)11.000
2016-03-09 00:00:00.000,"329/368",(<)11.000
2016-09-21 00:00:00.000,"329/368",(<)11.000
2017-03-08 00:00:00.000,"329/368",(<)11.000
2017-09-20 00:00:00.000,"329/368",(<)11.000
2018-03-07 00:00:00.000,"329/368",(<)11.000
2018-09-05 00:00:00.000,"329/368",(<)11.000
2019-03-13 00:00:00.000,"329/368",(<)11.000
2019-09-04 00:00:00.000,"329/368",(<)11.000
2020-04-22 00:00:00.000,"329/368",(<)11.000
2020-10-14 00:00:00.000,"329/368",(<)11.000
2021-04-13 00:00:00.000,"329/368",(<)11.000
2021-10-20 00:00:00.000,"329/368",(<)11.000
2022-04-12 00:00:00.000,"329/368",(<)11.000
2022-10-11 00:00:00.000,"329/368",(<)11.000
2023-03-08 00:00:00.000,"329/368",(<)11.000
2012-03-21 00:00:00.000,"329/369",(<)11.000
2012-09-19 00:00:00.000,"329/369",(<)11.000
2013-06-12 00:00:00.000,"329/369",(<)11.000
2013-09-11 00:00:00.000,"329/369",(<)11.000
2014-03-12 00:00:00.000,"329/369",(<)11.000
2014-09-10 00:00:00.000,"329/369",(<)11.000
2015-03-11 00:00:00.000,"329/369",(<)11.000
2015-09-16 00:00:00.000,"329/369",(<)11.000
2016-03-09 00:00:00.000,"329/369",(<)11.000
2016-09-21 00:00:00.000,"329/369",(<)11.000
2017-03-08 00:00:00.000,"329/369",(<)11.000
2017-09-20 00:00:00.000,"329/369",(<)11.000
2018-03-07 00:00:00.000,"329/369",(<)11.000
2018-09-05 00:00:00.000,"329/369",(<)11.000
2019-03-13 00:00:00.000,"329/369",(<)11.000
2019-09-04 00:00:00.000,"329/369",(<)11.000
2020-04-22 00:00:00.000,"329/369",(<)11.000
2020-10-14 00:00:00.000,"329/369",(<)11.000
2021-04-13 00:00:00.000,"329/369",(<)11.000
2021-10-20 00:00:00.000,"329/369",(<)11.000
2022-04-12 00:00:00.000,"329/369",(<)11.000
2022-10-11 00:00:00.000,"329/369",(<)11.000
2023-03-08 00:00:00.000,"329/369",(<)11.000
2012-03-21 00:00:00.000,"329/370",(<)11.000
2012-09-19 00:00:00.000,"329/370",(<)11.000
2013-03-13 00:00:00.000,"329/370",(<)11.000
2013-09-11 00:00:00.000,"329/370",(<)11.000
2014-03-12 00:00:00.000,"329/370",(<)11.000
2014-09-10 00:00:00.000,"329/370",(<)11.000
2015-05-20 00:00:00.000,"329/370","3.1"
2015-09-16 00:00:00.000,"329/370",(<)11.000
2016-03-09 00:00:00.000,"329/370",(<)11.000
2016-09-21 00:00:00.000,"329/370",(<)11.000
2017-03-08 00:00:00.000,"329/370",(<)11.000
2017-09-20 00:00:00.000,"329/370",(<)11.000
2018-03-07 00:00:00.000,"329/370",(<)11.000
2018-09-05 00:00:00.000,"329/370",(<)11.000
2019-03-13 00:00:00.000,"329/370",(<)11.000
2019-09-04 00:00:00.000,"329/370",(<)11.000
2020-04-22 00:00:00.000,"329/370",(<)11.000
2020-10-14 00:00:00.000,"329/370",(<)11.000
2021-04-13 00:00:00.000,"329/370",(<)11.000
2021-10-20 00:00:00.000,"329/370",(<)11.000
2012-03-21 00:00:00.000,"329/371",(<)11.000
2012-09-19 00:00:00.000,"329/371",(<)11.000
2013-06-12 00:00:00.000,"329/371",(<)11.000
2013-09-11 00:00:00.000,"329/371",(<)11.000
2014-03-12 00:00:00.000,"329/371",(<)11.000
2014-09-10 00:00:00.000,"329/371",(<)11.000
2015-03-11 00:00:00.000,"329/371",(<)11.000
2015-09-16 00:00:00.000,"329/371",(<)11.000
2016-03-09 00:00:00.000,"329/371",(<)11.000
2016-09-21 00:00:00.000,"329/371",(<)11.000
2017-03-08 00:00:00.000,"329/371",(<)11.000
2017-09-20 00:00:00.000,"329/371",(<)11.000
2018-03-07 00:00:00.000,"329/371",(<)11.000
2018-09-05 00:00:00.000,"329/371",(<)11.000
2019-03-13 00:00:00.000,"329/371",(<)11.000
2019-09-04 00:00:00.000,"329/371",(<)11.000
2020-04-22 00:00:00.000,"329/371",(<)11.000
2020-10-14 00:00:00.000,"329/371",(<)11.000
2021-06-16 00:00:00.000,"329/371",(<)11.000
2021-12-02 00:00:00.000,"329/371",(<)11.000
2022-04-12 00:00:00.000,"329/371",(<)11.000
2022-10-11 00:00:00.000,"329/371",(<)11.000
2023-03-08 00:00:00.000,"329/371",(<)11.000
2014-03-10 00:00:00.000,"329/372",(<)2.000
2014-09-08 00:00:00.000,"329/372",(<)2.000
2015-03-16 00:00:00.000,"329/372",(<)10.000
2015-09-14 00:00:00.000,"329/372",(<)10.000
2016-03-14 00:00:00.000,"329/372",(<)10.000
2016-09-12 00:00:00.000,"329/372","23.0"
2017-03-13 00:00:00.000,"329/372",(<)10.000
2017-09-11 00:00:00.000,"329/372",(<)10.000
2018-03-12 00:00:00.000,"329/372",(<)11.000
2018-09-10 00:00:00.000,"329/372",(<)11.000
2019-03-18 00:00:00.000,"329/372",(<)10.000
2020-03-09 00:00:00.000,"329/372",(<)11.000
2020-09-14 00:00:00.000,"329/372",(<)11.000
2021-03-08 00:00:00.000,"329/372",(<)11.000
2021-09-13 00:00:00.000,"329/372",(<)11.000
2022-03-14 00:00:00.000,"329/372",(<)11.000
2022-09-19 00:00:00.000,"329/372",(<)11.000
2023-03-13 00:00:00.000,"329/372",(<)11.000
2023-09-11 00:00:00.000,"329/372",(<)11.000
2014-03-24 00:00:00.000,"329/373",(<)2.000
2014-09-08 00:00:00.000,"329/373",(<)2.000
2015-03-16 00:00:00.000,"329/373",(<)10.000
2015-09-14 00:00:00.000,"329/373",(<)10.000
2016-03-14 00:00:00.000,"329/373",(<)10.000
2016-09-12 00:00:00.000,"329/373",(<)10.000
2017-03-13 00:00:00.000,"329/373",(<)10.000
2017-09-11 00:00:00.000,"329/373",(<)10.000
2018-09-10 00:00:00.000,"329/373",(<)11.000
2019-03-18 00:00:00.000,"329/373",(<)10.000
2019-09-09 00:00:00.000,"329/373",(<)10.000
2020-03-09 00:00:00.000,"329/373",(<)11.000
2020-09-14 00:00:00.000,"329/373",(<)11.000
2021-03-08 00:00:00.000,"329/373",(<)11.000
2021-09-13 00:00:00.000,"329/373",(<)11.000
2022-03-14 00:00:00.000,"329/373",(<)11.000
2022-09-19 00:00:00.000,"329/373",(<)11.000
2023-03-13 00:00:00.000,"329/373",(<)11.000
2023-09-11 00:00:00.000,"329/373",(<)11.000
2000-04-10 00:00:00.000,"339/25","20.89"
2000-10-30 00:00:00.000,"339/25","19.89"
2001-04-02 10:38:00.000,"339/25","13.04"
2002-04-02 00:00:00.000,"339/25","29.24"
2003-04-28 00:00:00.000,"339/25","30.21"
2004-04-20 00:00:00.000,"339/25","30.0"
2004-11-08 00:00:00.000,"339/25","27.865"
2005-05-02 00:00:00.000,"339/25","30.08"
2005-11-08 00:00:00.000,"339/25","28.75"
2006-03-01 00:00:00.000,"339/25","22.0"
2006-11-13 00:00:00.000,"339/25","32.0"
2007-04-09 00:00:00.000,"339/25","26.0"
2007-11-20 00:00:00.000,"339/25","26.98"
2008-04-17 00:00:00.000,"339/25","26.98"
2000-04-10 00:00:00.000,"339/45","21.29"
2000-10-30 00:00:00.000,"339/45","19.95"
2002-04-02 00:00:00.000,"339/45","16.04"
2002-10-01 00:00:00.000,"339/45","16.08"
2003-04-28 00:00:00.000,"339/45","19.4"
2004-04-20 00:00:00.000,"339/45","19.89"
2004-11-08 00:00:00.000,"339/45","16.79"
2005-05-02 00:00:00.000,"339/45","17.68"
2005-11-08 00:00:00.000,"339/45","16.79"
2006-11-13 00:00:00.000,"339/45","19.01"
2007-04-09 00:00:00.000,"339/45","17.0"
2007-11-20 00:00:00.000,"339/45","19.45"
2008-04-17 00:00:00.000,"339/45","19.45"
2008-11-03 00:00:00.000,"339/45","19.89"
2009-04-29 00:00:00.000,"339/45","18.606"
2009-09-29 00:00:00.000,"339/45","20.821"
2010-07-08 13:20:00.000,"339/45","30.0"
2000-04-10 00:00:00.000,"339/90","1.15"
2000-10-30 00:00:00.000,"339/90","1.37"
2001-04-02 00:00:00.000,"339/90","0.75"
2002-04-02 00:00:00.000,"339/90","1.2"
2002-10-01 00:00:00.000,"339/90","0.84"
2003-04-28 00:00:00.000,"339/90","0.84"
2004-04-20 00:00:00.000,"339/90","18.56"
2004-11-08 00:00:00.000,"339/90","0.99"
2005-05-02 00:00:00.000,"339/90","1.46"
2005-11-08 00:00:00.000,"339/90","0.8"
2006-03-01 00:00:00.000,"339/90","0.89"
2006-11-13 00:00:00.000,"339/90","1.95"
2007-04-09 00:00:00.000,"339/90","0.83"
2007-11-20 00:00:00.000,"339/90","1.2"
2008-04-17 00:00:00.000,"339/90","1.33"
2004-04-05 00:00:00.000,"340/134","9.7"
2004-10-25 00:00:00.000,"340/134","0.62"
2005-04-20 00:00:00.000,"340/134","0.66"
2005-11-17 00:00:00.000,"340/134","1.2"
2006-03-13 00:00:00.000,"340/134","22.0"
2006-11-14 00:00:00.000,"340/134","40.0"
2007-04-11 00:00:00.000,"340/134","0.84"
2007-11-28 00:00:00.000,"340/134","0.84"
2008-04-29 00:00:00.000,"340/134","8.6"
2009-06-25 00:00:00.000,"340/134",(e<)0.886
2010-07-13 11:35:00.000,"340/134","14.0"
2011-03-31 10:40:00.000,"340/134","17.0"
2012-12-18 09:05:00.000,"340/134","2.6"
2013-04-22 09:00:00.000,"340/134","3.8"
2013-11-27 14:50:00.000,"340/134","15.0"
2014-04-23 09:00:00.000,"340/134",(<)0.890
2014-10-29 09:35:00.000,"340/134",(<)0.890
2015-04-21 09:30:00.000,"340/134",(<)0.890
2015-11-18 08:50:00.000,"340/134",(<)0.890
2016-04-19 09:00:00.000,"340/134","3.3"
2016-11-15 11:15:00.000,"340/134",(<)0.890
2017-03-22 09:15:00.000,"340/134","25.0"
2018-05-08 09:25:00.000,"340/134","17.0"
2019-03-25 09:20:00.000,"340/134","16.0"
2020-03-12 09:30:00.000,"340/134","18.0"
2021-02-15 09:20:00.000,"340/134","18.0"
2022-04-06 09:40:00.000,"340/134","14.0"
2023-04-18 09:30:00.000,"340/134","12.0"
2023-10-17 09:30:00.000,"340/134","2.5"
2013-04-22 08:30:00.000,"340/158","1.1"
2013-11-27 14:15:00.000,"340/158",(<)2.000
2014-04-23 10:40:00.000,"340/158",(<)0.890
2014-10-29 08:50:00.000,"340/158",(<)0.890
2015-04-21 08:50:00.000,"340/158","0.89"
2014-03-24 00:00:00.000,"340/159","3.0"
2015-03-23 00:00:00.000,"340/159",(<)10.000
2015-09-28 00:00:00.000,"340/159",(<)10.000
2016-03-28 00:00:00.000,"340/159",(<)10.000
2016-09-26 00:00:00.000,"340/159",(<)10.000
2017-03-27 00:00:00.000,"340/159","15.0"
2017-09-25 00:00:00.000,"340/159",(<)10.000
2018-04-02 00:00:00.000,"340/159",(<)11.000
2018-09-24 00:00:00.000,"340/159",(<)11.000
2019-04-01 00:00:00.000,"340/159",(<)10.000
2019-09-23 00:00:00.000,"340/159",(<)10.000
2020-04-06 00:00:00.000,"340/159",(<)11.000
2020-09-28 00:00:00.000,"340/159",(<)11.000
2021-03-22 00:00:00.000,"340/159","19.0"
2021-09-27 00:00:00.000,"340/159",(<)11.000
2022-03-21 00:00:00.000,"340/159",(<)11.000
2022-10-03 00:00:00.000,"340/159",(<)11.000
2023-03-27 00:00:00.000,"340/159",(<)11.000
2023-09-25 00:00:00.000,"340/159",(<)11.000
2014-04-07 00:00:00.000,"340/161",(<)2.000
2015-03-23 00:00:00.000,"340/161",(<)10.000
2016-03-28 00:00:00.000,"340/161",(<)10.000
2017-03-27 00:00:00.000,"340/161",(<)10.000
2019-09-23 00:00:00.000,"340/161",(<)10.000
2020-04-06 00:00:00.000,"340/161",(<)11.000
2021-03-22 00:00:00.000,"340/161",(<)11.000
2021-09-27 00:00:00.000,"340/161",(<)11.000
2000-04-10 00:00:00.000,"340/30","1.02"
2000-10-30 00:00:00.000,"340/30","1.06"
2001-04-02 12:40:00.000,"340/30","0.52"
2002-04-02 00:00:00.000,"340/30","0.3"
2002-10-01 00:00:00.000,"340/30","0.84"
2003-04-28 00:00:00.000,"340/30","1.11"
2004-04-20 00:00:00.000,"340/30","0.93"
2004-11-08 00:00:00.000,"340/30","1.994"
2005-05-02 00:00:00.000,"340/30","1.06"
2005-11-08 00:00:00.000,"340/30","0.75"
2006-03-01 00:00:00.000,"340/30","1.11"
2006-11-13 00:00:00.000,"340/30","1.15"
2007-11-20 00:00:00.000,"340/30","1.2"
2008-04-17 00:00:00.000,"340/30","2.2"
2008-11-03 00:00:00.000,"340/30","0.98"
2009-04-28 00:00:00.000,"340/30","3.943"
2009-09-28 00:00:00.000,"340/30","2.8"
2010-07-08 14:20:00.000,"340/30","3.0"
2014-03-24 00:00:00.000,"340/78","8.0"
2015-03-23 00:00:00.000,"340/78",(<)10.000
2015-09-28 00:00:00.000,"340/78",(<)10.000
2016-03-28 00:00:00.000,"340/78",(<)10.000
2017-03-27 00:00:00.000,"340/78",(<)10.000
2017-09-25 00:00:00.000,"340/78",(<)10.000
2018-04-02 00:00:00.000,"340/78","16.4"
2018-09-24 00:00:00.000,"340/78",(<)11.000
2019-04-01 00:00:00.000,"340/78",(<)10.000
2020-04-06 00:00:00.000,"340/78",(<)11.000
2020-09-28 00:00:00.000,"340/78","11.0"
2021-09-27 00:00:00.000,"340/78","12.0"
2022-04-04 00:00:00.000,"340/78",(<)11.000
2022-10-03 00:00:00.000,"340/78",(<)11.000
2023-03-27 00:00:00.000,"340/78",(<)11.000
2023-09-25 00:00:00.000,"340/78",(<)11.000
2000-04-10 00:00:00.000,"340/94","3.85"
2000-10-30 00:00:00.000,"340/94","2.57"
2001-04-02 00:00:00.000,"340/94","2.44"
2002-04-02 00:00:00.000,"340/94","2.26"
2002-10-01 00:00:00.000,"340/94","3.37"
2003-04-28 00:00:00.000,"340/94","1.82"
2004-04-12 00:00:00.000,"340/94","3.85"
2004-11-08 00:00:00.000,"340/94","3.5"
2005-05-02 00:00:00.000,"340/94","4.08"
2005-11-08 00:00:00.000,"340/94","4.2"
2006-03-01 00:00:00.000,"340/94","4.3"
2006-11-13 00:00:00.000,"340/94","5.27"
2007-11-21 00:00:00.000,"340/94","5.27"
2008-04-17 00:00:00.000,"340/94","5.7"
2008-11-03 00:00:00.000,"340/94","5.72"
2000-03-20 00:00:00.000,"341/16","6.19"
2000-10-09 00:00:00.000,"341/16","3.32"
2001-03-21 00:00:00.000,"341/16","0.96"
2014-03-10 00:00:00.000,"341/192",(<)2.000
2014-09-08 00:00:00.000,"341/192","22.0"
2015-03-16 00:00:00.000,"341/192",(<)10.000
2015-09-14 00:00:00.000,"341/192","14.0"
2016-03-14 00:00:00.000,"341/192",(<)10.000
2020-09-14 00:00:00.000,"341/192","23.0"
2021-09-13 00:00:00.000,"341/192","12.0"
2022-03-14 00:00:00.000,"341/192","27.0"
2022-09-19 00:00:00.000,"341/192","30.0"
2023-03-13 00:00:00.000,"341/192","30.0"
2023-09-11 00:00:00.000,"341/192","27.0"
2000-04-12 00:00:00.000,"341/240","16.35"
2000-10-25 00:00:00.000,"341/240","0.18"
2001-10-23 00:00:00.000,"341/240","0.18"
2002-03-11 00:00:00.000,"341/240","0.18"
2002-10-29 00:00:00.000,"341/240","0.84"
2003-03-18 00:00:00.000,"341/240","0.84"
2003-11-17 00:00:00.000,"341/240","0.66"
2004-04-14 00:00:00.000,"341/240","0.66"
2004-11-15 00:00:00.000,"341/240","0.664"
2005-04-18 00:00:00.000,"341/240","0.66"
2005-10-19 00:00:00.000,"341/240","0.66"
2006-03-27 00:00:00.000,"341/240","0.66"
2006-10-03 00:00:00.000,"341/240","0.84"
2007-04-04 00:00:00.000,"341/240","0.84"
2008-04-02 00:00:00.000,"341/240","0.84"
2008-10-01 00:00:00.000,"341/240","0.84"
2000-04-12 00:00:00.000,"341/241","0.31"
2000-10-25 00:00:00.000,"341/241","0.58"
2001-10-23 00:00:00.000,"341/241","0.18"
2002-03-11 00:00:00.000,"341/241","0.18"
2002-10-29 00:00:00.000,"341/241","0.84"
2003-03-18 00:00:00.000,"341/241","0.84"
2003-11-17 00:00:00.000,"341/241","0.66"
2004-04-14 00:00:00.000,"341/241","0.66"
2004-11-15 00:00:00.000,"341/241","3.278"
2005-04-18 00:00:00.000,"341/241","0.83"
2005-10-19 00:00:00.000,"341/241","0.66"
2006-03-27 00:00:00.000,"341/241","0.66"
2006-10-03 00:00:00.000,"341/241","0.84"
2007-04-04 00:00:00.000,"341/241","0.84"
2008-04-02 00:00:00.000,"341/241","0.84"
2008-10-01 00:00:00.000,"341/241","0.84"
2009-06-03 00:00:00.000,"341/241",(e<)0.886
2009-10-28 00:00:00.000,"341/241",(e<)0.886
2010-06-24 10:30:00.000,"341/241",(<)2.000
2011-03-23 09:40:00.000,"341/241",(<)2.000
2012-12-10 10:15:00.000,"341/241","1.0"
2013-04-17 09:55:00.000,"341/241",(<)0.890
2013-11-29 13:45:00.000,"341/241",(<)2.000
