"data","localizacao","nitrato"
2023-04-10 00:00:00.000,"364/363","38.0"
2023-10-09 00:00:00.000,"364/363","33.0"
2015-04-06 00:00:00.000,"364/364",(<)10.000
2015-10-05 00:00:00.000,"364/364",(<)10.000
2016-04-04 00:00:00.000,"364/364",(<)10.000
2016-10-10 00:00:00.000,"364/364","24.0"
2017-04-03 00:00:00.000,"364/364",(<)10.000
2017-10-09 00:00:00.000,"364/364",(<)10.000
2018-04-09 00:00:00.000,"364/364","33.6"
2018-10-08 00:00:00.000,"364/364",(<)11.000
2019-04-08 00:00:00.000,"364/364",(<)10.000
2019-10-07 00:00:00.000,"364/364",(<)10.000
2020-10-12 00:00:00.000,"364/364","35.0"
2021-03-29 00:00:00.000,"364/364",(<)11.000
2012-12-19 00:00:00.000,"364/366",(<)4.000
2013-03-20 00:00:00.000,"364/366",(<)4.000
2013-06-26 00:00:00.000,"364/366",(<)4.000
2013-12-11 00:00:00.000,"364/366",(<)4.000
2014-03-05 00:00:00.000,"364/366",(<)4.000
2014-06-11 00:00:00.000,"364/366",(<)4.000
2014-09-16 00:00:00.000,"364/366",(<)4.000
2014-12-23 00:00:00.000,"364/366",(<)4.000
2015-02-18 00:00:00.000,"364/366",(<)4.000
2015-09-01 00:00:00.000,"364/366",(<)4.000
2015-12-01 00:00:00.000,"364/366",(<)4.000
2016-01-19 00:00:00.000,"364/366",(<)1.000
2016-08-02 00:00:00.000,"364/366","1.9"
2017-02-07 00:00:00.000,"364/366","1.3"
2017-08-22 00:00:00.000,"364/366","1.7"
2017-11-21 00:00:00.000,"364/366","2.2"
2018-06-05 00:00:00.000,"364/366",(<)1.000
2018-09-04 00:00:00.000,"364/366",(<)1.000
2018-12-04 00:00:00.000,"364/366","1.6"
2019-02-05 00:00:00.000,"364/366","2.4"
2019-03-26 00:00:00.000,"364/366",(<)1.000
2019-09-24 00:00:00.000,"364/366",(<)1.000
2019-11-19 00:00:00.000,"364/366",(<)1.000
2020-02-11 00:00:00.000,"364/366",(<)1.000
2020-03-24 00:00:00.000,"364/366","1.5"
2020-05-26 00:00:00.000,"364/366",(<)1.000
2020-09-29 00:00:00.000,"364/366","1.2"
2020-11-24 00:00:00.000,"364/366","1.5"
2021-03-09 00:00:00.000,"364/366","1.9"
2021-07-06 00:00:00.000,"364/366","1.6"
2021-09-07 00:00:00.000,"364/366","1.3"
2021-11-02 00:00:00.000,"364/366","2.4"
2022-03-10 00:00:00.000,"364/366","1.5"
2022-05-03 00:00:00.000,"364/366","1.6"
2022-07-05 00:00:00.000,"364/366",(<)1.000
2022-09-06 00:00:00.000,"364/366",(<)1.000
2022-12-19 00:00:00.000,"364/366","4.8"
2023-01-31 00:00:00.000,"364/366",(<)1.000
2000-03-20 00:00:00.000,"364/46","0.89"
2000-10-30 00:00:00.000,"364/46","0.18"
2002-04-02 00:00:00.000,"364/46","0.18"
2002-10-01 00:00:00.000,"364/46","0.84"
2003-04-15 00:00:00.000,"364/46","0.84"
2004-04-12 00:00:00.000,"364/46","0.66"
2005-05-02 00:00:00.000,"364/46","0.62"
2012-12-05 00:00:00.000,"364/46",(<)4.000
2013-03-06 00:00:00.000,"364/46",(<)4.000
2013-06-12 00:00:00.000,"364/46",(<)4.000
2013-09-04 00:00:00.000,"364/46",(<)4.000
2013-11-27 00:00:00.000,"364/46",(<)4.000
2014-02-21 00:00:00.000,"364/46",(<)4.000
2014-05-27 00:00:00.000,"364/46",(<)4.000
2014-09-02 00:00:00.000,"364/46",(<)4.000
2014-12-10 00:00:00.000,"364/46",(<)4.000
2015-02-03 00:00:00.000,"364/46",(<)4.000
2015-08-18 00:00:00.000,"364/46",(<)4.000
2015-11-17 00:00:00.000,"364/46",(<)4.000
2016-01-06 00:00:00.000,"364/46",(<)1.000
2016-04-12 00:00:00.000,"364/46",(<)1.000
2016-07-19 00:00:00.000,"364/46","1.0"
2016-10-18 00:00:00.000,"364/46",(<)1.000
2017-05-16 00:00:00.000,"364/46",(<)1.000
2017-08-08 00:00:00.000,"364/46","1.2"
2017-11-14 00:00:00.000,"364/46","1.1"
2018-02-06 00:00:00.000,"364/46","1.2"
2018-05-22 00:00:00.000,"364/46",(<)1.000
2018-08-20 00:00:00.000,"364/46",(<)1.000
2018-11-20 00:00:00.000,"364/46",(<)1.000
2019-01-22 00:00:00.000,"364/46","1.0"
2019-03-12 00:00:00.000,"364/46","1.0"
2019-09-10 00:00:00.000,"364/46",(<)1.000
2020-01-28 00:00:00.000,"364/46",(<)1.000
2020-03-10 00:00:00.000,"364/46",(<)1.000
2020-05-12 00:00:00.000,"364/46",(<)1.000
2020-07-14 00:00:00.000,"364/46",(<)1.000
2020-09-15 00:00:00.000,"364/46",(<)1.000
2020-11-10 00:00:00.000,"364/46",(<)1.000
2021-01-12 00:00:00.000,"364/46",(<)1.000
2021-02-23 00:00:00.000,"364/46",(<)1.000
2021-04-20 00:00:00.000,"364/46",(<)1.000
2021-06-22 00:00:00.000,"364/46",(<)1.000
2021-08-31 00:00:00.000,"364/46",(<)1.000
2021-10-19 00:00:00.000,"364/46",(<)1.000
2022-01-11 00:00:00.000,"364/46",(<)1.000
2022-02-22 00:00:00.000,"364/46",(<)1.000
2022-04-19 00:00:00.000,"364/46",(<)1.000
2022-06-21 00:00:00.000,"364/46",(<)1.000
2022-08-30 00:00:00.000,"364/46",(<)1.000
2022-12-13 00:00:00.000,"364/46",(<)1.000
2023-01-17 00:00:00.000,"364/46",(<)1.000
2023-02-27 00:00:00.000,"364/46",(<)1.000
2023-04-24 00:00:00.000,"364/46",(<)1.000
2023-06-27 00:00:00.000,"364/46",(<)1.000
2012-12-05 00:00:00.000,"364/47",(<)4.000
2013-03-06 00:00:00.000,"364/47",(<)4.000
2013-06-12 00:00:00.000,"364/47",(<)4.000
2013-09-04 00:00:00.000,"364/47",(<)4.000
2013-11-27 00:00:00.000,"364/47",(<)4.000
2014-02-18 00:00:00.000,"364/47",(<)4.000
2014-05-27 00:00:00.000,"364/47",(<)4.000
2014-09-02 00:00:00.000,"364/47",(<)4.000
2014-12-10 00:00:00.000,"364/47",(<)4.000
2015-02-03 00:00:00.000,"364/47",(<)4.000
2015-08-18 00:00:00.000,"364/47",(<)4.000
2015-11-17 00:00:00.000,"364/47",(<)4.000
2016-01-06 00:00:00.000,"364/47",(<)1.000
2016-04-12 00:00:00.000,"364/47",(<)1.000
2016-07-19 00:00:00.000,"364/47",(<)1.000
2016-10-18 00:00:00.000,"364/47",(<)1.000
2017-01-24 00:00:00.000,"364/47",(<)1.000
2017-05-02 00:00:00.000,"364/47",(<)1.000
2017-08-08 00:00:00.000,"364/47",(<)1.000
2017-11-14 00:00:00.000,"364/47","1.1"
2018-02-06 00:00:00.000,"364/47",(<)1.000
2018-05-22 00:00:00.000,"364/47",(<)1.000
2018-08-20 00:00:00.000,"364/47",(<)1.000
2018-11-20 00:00:00.000,"364/47",(<)1.000
2019-01-22 00:00:00.000,"364/47",(<)1.000
2019-03-12 00:00:00.000,"364/47","1.3"
2019-09-10 00:00:00.000,"364/47","3.8"
2019-11-05 00:00:00.000,"364/47",(<)1.000
2020-01-28 00:00:00.000,"364/47",(<)1.000
2020-03-10 00:00:00.000,"364/47",(<)1.000
2020-05-12 00:00:00.000,"364/47",(<)1.000
2020-07-28 00:00:00.000,"364/47",(<)1.000
2020-09-15 00:00:00.000,"364/47",(<)1.000
2020-11-10 00:00:00.000,"364/47",(<)1.000
2021-01-12 00:00:00.000,"364/47",(<)1.000
2021-03-09 00:00:00.000,"364/47",(<)1.000
2021-04-20 00:00:00.000,"364/47",(<)1.000
2021-06-22 00:00:00.000,"364/47",(<)1.000
2021-08-31 00:00:00.000,"364/47",(<)1.000
2021-10-19 00:00:00.000,"364/47",(<)1.000
2022-01-11 00:00:00.000,"364/47",(<)1.000
2022-02-22 00:00:00.000,"364/47","2.3"
2022-04-19 00:00:00.000,"364/47",(<)1.000
2022-06-21 00:00:00.000,"364/47",(<)1.000
2022-08-30 00:00:00.000,"364/47",(<)1.000
2022-12-13 00:00:00.000,"364/47",(<)1.000
2023-01-17 00:00:00.000,"364/47",(<)1.000
2023-02-27 00:00:00.000,"364/47",(<)1.000
2023-04-24 00:00:00.000,"364/47",(<)1.000
2023-06-27 00:00:00.000,"364/47",(<)1.000
2000-03-20 00:00:00.000,"364/52","4.83"
2000-10-09 00:00:00.000,"364/52","6.4"
2002-03-25 00:00:00.000,"364/52","3.5"
2002-10-14 00:00:00.000,"364/52","7.8"
2003-03-24 00:00:00.000,"364/52","4.08"
2004-04-05 00:00:00.000,"364/52","4.34"
2004-10-25 00:00:00.000,"364/52","2.747"
2005-04-20 00:00:00.000,"364/52","3.41"
2005-11-17 00:00:00.000,"364/52","0.66"
2006-03-13 00:00:00.000,"364/52","1.9"
2006-11-14 00:00:00.000,"364/52","11.0"
2007-04-11 00:00:00.000,"364/52","1.06"
2007-11-28 00:00:00.000,"364/52","1.2"
2008-04-29 00:00:00.000,"364/52","1.95"
2008-11-05 00:00:00.000,"364/52","1.15"
2009-06-25 00:00:00.000,"364/52",(e<)0.886
2009-10-20 00:00:00.000,"364/52","1.0"
2010-07-13 16:15:00.000,"364/52","13.0"
2011-03-31 13:10:00.000,"364/52","11.0"
2000-03-20 00:00:00.000,"377/80","2.7"
2000-10-09 00:00:00.000,"377/80","6.73"
2002-03-25 00:00:00.000,"377/80","0.62"
2014-04-17 00:00:00.000,"454/801","3.3"
2014-10-23 00:00:00.000,"454/801","5.0"
2015-04-16 00:00:00.000,"454/801","10.0"
2015-10-22 00:00:00.000,"454/801",(<)10.000
2016-04-21 00:00:00.000,"454/801",(<)10.000
2016-10-20 00:00:00.000,"454/801",(<)10.000
2017-04-20 00:00:00.000,"454/801","3.18"
2017-10-19 00:00:00.000,"454/801","3.2"
2018-04-19 00:00:00.000,"454/801",(<)10.000
2018-10-17 00:00:00.000,"454/801",(<)10.000
2019-04-17 00:00:00.000,"454/801",(<)10.000
2019-10-24 00:00:00.000,"454/801",(<)10.000
2020-05-28 00:00:00.000,"454/801",(<)10.000
2020-10-16 00:00:00.000,"454/801",(<)10.000
2021-04-22 00:00:00.000,"454/801",(<)10.000
2021-10-28 00:00:00.000,"454/801",(<)10.000
2022-04-21 00:00:00.000,"454/801",(<)10.000
2023-04-20 00:00:00.000,"454/801",(<)10.000
2023-10-23 00:00:00.000,"454/801",(<)10.000
2010-06-25 12:30:00.000,"330/22","14.0"
2014-05-15 00:00:00.000,"330/22","14.0"
2000-03-02 00:00:00.000,"331/26","4.08"
2000-09-18 00:00:00.000,"331/26","4.16"
2001-02-12 00:00:00.000,"331/26","4.39"
2001-09-10 00:00:00.000,"331/26","6.11"
2002-09-09 00:00:00.000,"331/26","4.21"
2003-02-17 00:00:00.000,"331/26","4.12"
2004-02-17 00:00:00.000,"331/26","6.6"
2004-09-15 00:00:00.000,"331/26","6.158"
2005-03-07 00:00:00.000,"331/26","4.39"
2005-09-26 00:00:00.000,"331/26","5.71"
2006-02-20 00:00:00.000,"331/26","6.0"
2006-09-18 00:00:00.000,"331/26","4.83"
2007-02-14 00:00:00.000,"331/26","6.16"
2008-02-25 00:00:00.000,"331/26","5.27"
2008-09-22 00:00:00.000,"331/26","4.16"
2009-05-13 00:00:00.000,"331/26","4.873"
2009-10-21 00:00:00.000,"331/26","5.316"
2010-07-06 15:50:00.000,"331/26","7.0"
2018-03-20 00:00:00.000,"331/26","5.2"
2019-03-26 00:00:00.000,"331/26","4.1"
2019-09-24 00:00:00.000,"331/26","6.0"
2022-03-22 00:00:00.000,"331/26","6.0"
2022-09-20 00:00:00.000,"331/26","6.0"
2023-03-22 00:00:00.000,"331/26","7.0"
2023-09-22 00:00:00.000,"331/26",(<)4.000
2000-03-02 00:00:00.000,"331/37","21.26"
2000-09-18 00:00:00.000,"331/37","4.02"
2001-02-12 00:00:00.000,"331/37","3.72"
2001-09-10 00:00:00.000,"331/37","21.97"
2002-02-18 00:00:00.000,"331/37","38.41"
2002-09-09 00:00:00.000,"331/37","14.11"
2002-11-13 00:00:00.000,"331/37","12.98"
2000-03-02 00:00:00.000,"331/84","5.09"
2000-09-18 00:00:00.000,"331/84","2.66"
2001-02-12 00:00:00.000,"331/84","1.54"
2001-09-10 00:00:00.000,"331/84","1.99"
2002-02-18 00:00:00.000,"331/84","0.58"
2002-09-09 00:00:00.000,"331/84","2.57"
2003-02-17 00:00:00.000,"331/84","2.39"
2004-02-17 00:00:00.000,"331/84","2.4"
2004-09-15 00:00:00.000,"331/84","2.614"
2005-03-07 00:00:00.000,"331/84","2.44"
2005-09-26 00:00:00.000,"331/84","2.26"
2006-02-20 00:00:00.000,"331/84","2.17"
2006-09-18 00:00:00.000,"331/84","1.8"
2000-03-02 00:00:00.000,"331/96","4.74"
2000-09-18 00:00:00.000,"331/96","5.01"
2001-02-12 00:00:00.000,"331/96","4.56"
2001-09-10 00:00:00.000,"331/96","5.58"
2002-09-09 00:00:00.000,"331/96","5.32"
2003-02-17 00:00:00.000,"331/96","5.58"
2004-02-17 00:00:00.000,"331/96","6.5"
2004-09-15 00:00:00.000,"331/96","5.272"
2005-03-07 00:00:00.000,"331/96","5.27"
2005-09-26 00:00:00.000,"331/96","5.71"
2006-02-20 00:00:00.000,"331/96","5.72"
2006-09-18 00:00:00.000,"331/96","5.27"
2000-04-17 00:00:00.000,"342/105","0.84"
2000-09-25 00:00:00.000,"342/105","0.49"
2001-02-19 00:00:00.000,"342/105","0.83"
2001-10-11 00:00:00.000,"342/105","0.44"
2002-02-25 10:50:00.000,"342/105","0.47"
2002-10-02 00:00:00.000,"342/105","0.84"
2004-09-27 00:00:00.000,"342/105","1.0"
2005-03-28 00:00:00.000,"342/105","0.66"
2005-10-10 00:00:00.000,"342/105","0.66"
2006-03-06 00:00:00.000,"342/105","0.78"
2006-10-02 00:00:00.000,"342/105","0.84"
2007-03-13 00:00:00.000,"342/105","0.84"
2008-03-31 00:00:00.000,"342/105","0.84"
2008-10-13 00:00:00.000,"342/105","0.84"
2009-05-27 00:00:00.000,"342/105",(e<)0.886
2009-10-27 00:00:00.000,"342/105","1.0"
2010-06-25 11:55:00.000,"342/105",(<)2.000
2011-03-21 11:00:00.000,"342/105",(<)2.000
2012-12-18 12:05:00.000,"342/105",(<)0.890
2013-04-01 13:55:00.000,"342/105","1.6"
2013-11-20 15:00:00.000,"342/105",(<)2.000
2014-02-26 11:30:00.000,"342/105",(<)0.890
2014-09-29 09:05:00.000,"342/105",(<)0.890
2015-02-23 10:00:00.000,"342/105",(<)0.890
2015-09-29 10:15:00.000,"342/105",(<)0.890
2016-02-22 00:00:00.000,"342/105",(<)0.890
2016-10-06 00:00:00.000,"342/105","0.93"
2017-04-20 00:00:00.000,"342/105",(<)0.890
2017-10-24 00:00:00.000,"342/105","1.0"
2018-03-28 08:50:00.000,"342/105",(<)0.890
2018-10-11 09:20:00.000,"342/105","1.0"
2019-03-12 09:40:00.000,"342/105",(<)0.890
2019-10-30 09:15:00.000,"342/105",(<)0.890
2020-03-04 09:20:00.000,"342/105",(<)0.890
2020-10-21 09:45:00.000,"342/105",(<)0.890
2021-03-02 09:30:00.000,"342/105",(<)0.890
2013-01-17 00:00:00.000,"342/133",(<)4.000
2013-11-20 15:30:00.000,"342/133",(<)2.000
2014-05-15 00:00:00.000,"342/133",(<)1.000
2014-09-29 10:25:00.000,"342/133","0.89"
2015-02-23 11:10:00.000,"342/133",(<)0.890
2015-06-30 00:00:00.000,"342/133",(<)1.000
2015-09-29 11:45:00.000,"342/133",(<)0.890
2016-02-22 10:00:00.000,"342/133","0.93"
2016-06-23 00:00:00.000,"342/133","1.0"
2016-10-06 10:45:00.000,"342/133",(<)0.890
2016-10-26 00:00:00.000,"342/133",(<)1.000
2017-06-29 00:00:00.000,"342/133",(<)1.000
2017-10-16 00:00:00.000,"342/133","1.4"
2018-11-21 00:00:00.000,"342/133",(<)1.000
2019-06-11 00:00:00.000,"342/133",(<)1.000
2019-10-10 00:00:00.000,"342/133",(<)1.000
2020-07-29 00:00:00.000,"342/133","1.0"
2020-11-04 00:00:00.000,"342/133",(<)1.000
2021-05-27 00:00:00.000,"342/133",(<)1.000
2021-10-12 00:00:00.000,"342/133",(<)1.000
2022-04-28 00:00:00.000,"342/133",(<)1.000
2022-09-29 00:00:00.000,"342/133",(<)1.000
2023-04-27 00:00:00.000,"342/133",(<)1.000
2014-05-15 00:00:00.000,"342/81",(<)1.000
2010-06-25 12:10:00.000,"342/AG65",(<)2.000
2000-03-02 00:00:00.000,"343/18","1.02"
2000-09-18 00:00:00.000,"343/18","1.11"
2001-02-12 00:00:00.000,"343/18","0.18"
2001-09-10 00:00:00.000,"343/18","0.4"
2002-02-18 00:00:00.000,"343/18","0.71"
2002-09-09 00:00:00.000,"343/18","0.84"
2003-02-17 00:00:00.000,"343/18","1.02"
2004-02-17 00:00:00.000,"343/18","0.66"
2004-09-15 00:00:00.000,"343/18","0.91"
2005-03-07 00:00:00.000,"343/18","1.15"
2005-09-26 00:00:00.000,"343/18","0.85"
2006-02-20 00:00:00.000,"343/18","1.02"
2006-09-18 00:00:00.000,"343/18","0.75"
2007-02-14 00:00:00.000,"343/18","1.02"
2008-02-25 00:00:00.000,"343/18","0.89"
2008-09-22 00:00:00.000,"343/18","2.88"
2009-05-18 00:00:00.000,"343/18",(e<)0.886
2009-10-21 00:00:00.000,"343/18","0.886"
2010-07-06 10:15:00.000,"343/18",(<)2.000
2011-03-22 11:20:00.000,"343/18","2.0"
2012-11-05 10:10:00.000,"343/18","4.0"
2013-03-05 09:50:00.000,"343/18","1.7"
2013-12-02 10:30:00.000,"343/18","3.0"
2014-02-25 09:20:00.000,"343/18","2.8"
2014-09-22 10:20:00.000,"343/18","2.7"
2015-02-18 09:30:00.000,"343/18","1.6"
2015-09-21 10:25:00.000,"343/18","1.9"
2016-02-16 00:00:00.000,"343/18","3.3"
2016-09-01 09:40:00.000,"343/18","3.5"
2017-04-06 00:00:00.000,"343/18","3.2"
2017-10-17 00:00:00.000,"343/18","2.7"
2018-04-12 09:30:00.000,"343/18","3.2"
2018-09-24 09:30:00.000,"343/18","4.0"
2019-04-01 09:50:00.000,"343/18","3.7"
2020-04-23 00:00:00.000,"343/18","3.5"
2020-10-27 09:40:00.000,"343/18","4.4"
2021-03-01 09:50:00.000,"343/18","2.4"
2021-11-09 09:45:00.000,"343/18","3.7"
2022-03-14 10:00:00.000,"343/18","2.4"
2022-10-03 09:45:00.000,"343/18","2.3"
2023-04-19 00:00:00.000,"343/18","2.3"
2023-10-03 09:50:00.000,"343/18","3.2"
2000-03-02 00:00:00.000,"343/19","0.27"
2000-09-18 00:00:00.000,"343/19","0.49"
2001-02-12 00:00:00.000,"343/19","0.18"
2001-09-10 00:00:00.000,"343/19","0.18"
2002-02-18 00:00:00.000,"343/19","0.18"
2002-09-09 00:00:00.000,"343/19","0.84"
2003-02-17 00:00:00.000,"343/19","0.84"
2004-02-17 00:00:00.000,"343/19","1.9"
2004-09-15 00:00:00.000,"343/19","0.664"
2005-03-07 00:00:00.000,"343/19","0.66"
2005-09-26 00:00:00.000,"343/19","0.66"
2006-02-20 00:00:00.000,"343/19","0.66"
2006-09-18 00:00:00.000,"343/19","0.66"
2007-02-14 00:00:00.000,"343/19","0.73"
2008-02-25 00:00:00.000,"343/19","0.84"
2008-09-22 00:00:00.000,"343/19","0.84"
2009-05-18 00:00:00.000,"343/19",(e<)0.886
2009-10-21 00:00:00.000,"343/19",(e<)0.886
2010-07-06 10:40:00.000,"343/19",(<)2.000
2016-09-20 00:00:00.000,"343/19",(<)4.000
2017-03-21 00:00:00.000,"343/19",(<)4.000
2017-09-19 00:00:00.000,"343/19",(<)4.000
2018-03-20 00:00:00.000,"343/19",(<)4.000
2019-03-26 00:00:00.000,"343/19",(<)4.000
2019-09-24 00:00:00.000,"343/19",(<)4.000
2020-03-24 00:00:00.000,"343/19",(<)4.000
2020-09-23 00:00:00.000,"343/19",(<)4.000
2021-03-25 00:00:00.000,"343/19",(<)5.000
2021-09-28 00:00:00.000,"343/19",(<)4.000
2022-03-22 00:00:00.000,"343/19",(<)4.000
2022-09-21 00:00:00.000,"343/19",(<)4.000
2023-03-21 00:00:00.000,"343/19",(<)4.000
2023-09-20 00:00:00.000,"343/19",(<)4.000
2000-04-17 00:00:00.000,"343/29","1.11"
2000-09-25 00:00:00.000,"343/29","1.28"
2001-02-19 00:00:00.000,"343/29","0.66"
2001-10-11 00:00:00.000,"343/29","0.44"
2002-02-25 11:15:00.000,"343/29","0.42"
2002-10-02 00:00:00.000,"343/29","0.84"
2003-02-26 00:00:00.000,"343/29","0.84"
2003-09-29 00:00:00.000,"343/29","0.8"
2004-03-30 00:00:00.000,"343/29","0.66"
2004-09-27 00:00:00.000,"343/29","1.24"
2005-03-28 00:00:00.000,"343/29","0.75"
2005-10-10 00:00:00.000,"343/29","0.66"
2006-03-06 00:00:00.000,"343/29","0.74"
2006-10-02 00:00:00.000,"343/29","0.84"
2013-01-31 00:00:00.000,"343/29",(<)4.000
2006-11-09 00:00:00.000,"343/AG36","25.0"
2007-02-14 00:00:00.000,"343/AG36","13.0"
2008-02-25 00:00:00.000,"343/AG36","8.5"
2008-09-22 00:00:00.000,"343/AG36","0.83"
2009-06-02 00:00:00.000,"343/AG36","4.2"
2009-10-21 00:00:00.000,"343/AG36",(e<)0.886
2010-07-06 15:25:00.000,"343/AG36",(<)2.000
2011-03-22 10:30:00.000,"343/AG36","5.0"
2012-11-05 09:50:00.000,"343/AG36",(<)0.890
2013-03-05 09:30:00.000,"343/AG36","4.9"
2013-12-02 12:45:00.000,"343/AG36","3.0"
2014-02-25 09:40:00.000,"343/AG36","9.5"
2014-09-22 09:55:00.000,"343/AG36","1.2"
2015-02-18 09:50:00.000,"343/AG36","3.3"
2015-09-21 10:00:00.000,"343/AG36",(<)0.890
2016-02-16 09:30:00.000,"343/AG36","4.7"
2016-09-01 09:15:00.000,"343/AG36",(<)0.890
2017-04-06 10:15:00.000,"343/AG36","3.7"
2017-10-17 09:30:00.000,"343/AG36",(<)0.890
2018-04-12 10:00:00.000,"343/AG36","7.7"
2018-09-24 10:00:00.000,"343/AG36",(<)0.890
2019-04-01 10:25:00.000,"343/AG36","4.4"
2020-04-23 00:00:00.000,"343/AG36","11.0"
2020-10-27 10:15:00.000,"343/AG36","1.4"
2021-03-01 10:20:00.000,"343/AG36","15.0"
2021-11-09 10:15:00.000,"343/AG36","2.0"
2022-03-14 10:30:00.000,"343/AG36","1.6"
2022-10-03 10:20:00.000,"343/AG36",(<)0.890
2023-04-19 00:00:00.000,"343/AG36","6.8"
2023-10-03 10:25:00.000,"343/AG36",(<)0.890
2000-03-02 00:00:00.000,"344/7","0.22"
2000-09-18 00:00:00.000,"344/7","0.35"
2001-02-12 00:00:00.000,"344/7","0.18"
2001-09-10 00:00:00.000,"344/7","0.97"
2002-02-18 00:00:00.000,"344/7","0.18"
2002-09-09 00:00:00.000,"344/7","0.84"
2003-02-17 00:00:00.000,"344/7","0.84"
2004-02-17 00:00:00.000,"344/7","0.69"
2004-09-15 00:00:00.000,"344/7","0.664"
2005-03-07 00:00:00.000,"344/7","0.66"
2005-09-26 00:00:00.000,"344/7","0.66"
2006-02-20 00:00:00.000,"344/7","0.66"
2006-09-18 00:00:00.000,"344/7","0.66"
2007-02-14 00:00:00.000,"344/7","0.84"
2008-02-25 00:00:00.000,"344/7","0.84"
2008-09-22 00:00:00.000,"344/7","1.29"
2009-05-18 00:00:00.000,"344/7",(e<)0.886
2009-10-21 00:00:00.000,"344/7",(e<)0.886
2010-07-06 11:00:00.000,"344/7",(<)2.000
2006-11-08 00:00:00.000,"345/AG39","27.0"
2007-05-29 00:00:00.000,"345/AG39","21.0"
2008-04-07 00:00:00.000,"345/AG39","18.0"
2008-10-08 00:00:00.000,"345/AG39","4.8"
2009-04-22 00:00:00.000,"345/AG39","28.0"
2009-09-29 00:00:00.000,"345/AG39","48.0"
2010-07-01 12:30:00.000,"345/AG39","65.0"
2011-04-07 16:30:00.000,"345/AG39",(<)2.000
2012-11-28 09:30:00.000,"345/AG39","17.0"
2013-03-20 09:45:00.000,"345/AG39","13.0"
2013-11-28 16:00:00.000,"345/AG39","13.0"
2014-03-24 10:30:00.000,"345/AG39","2.6"
2014-10-13 09:40:00.000,"345/AG39","13.0"
2015-03-16 08:10:00.000,"345/AG39","12.0"
2015-10-13 11:00:00.000,"345/AG39","21.0"
2016-03-16 10:20:00.000,"345/AG39","12.0"
2016-10-17 11:00:00.000,"345/AG39","30.0"
2017-02-22 09:15:00.000,"345/AG39","18.0"
2017-12-04 09:40:00.000,"345/AG39","20.0"
2018-04-23 10:55:00.000,"345/AG39","7.8"
2018-09-24 10:50:00.000,"345/AG39","9.5"
2019-03-26 09:50:00.000,"345/AG39","9.6"
2020-05-05 07:40:00.000,"345/AG39","15.0"
2021-05-05 09:45:00.000,"345/AG39","8.9"
2021-11-03 09:30:00.000,"345/AG39",(<)2.000
2022-03-23 10:50:00.000,"345/AG39","11.0"
2022-10-26 10:30:00.000,"345/AG39","7.2"
2000-04-17 00:00:00.000,"353/26","0.22"
2000-09-25 00:00:00.000,"353/26","0.18"
2001-02-19 00:00:00.000,"353/26","0.18"
2001-10-11 00:00:00.000,"353/26","0.18"
2002-02-25 00:00:00.000,"353/26","0.18"
2002-10-02 00:00:00.000,"353/26","0.84"
2003-02-26 00:00:00.000,"353/26","0.84"
2003-09-29 00:00:00.000,"353/26","0.66"
2004-03-30 00:00:00.000,"353/26","0.66"
2004-09-27 00:00:00.000,"353/26","0.664"
2005-05-10 00:00:00.000,"353/26","0.62"
2007-03-13 00:00:00.000,"353/341","0.82"
2008-03-31 00:00:00.000,"353/341","0.84"
2008-10-13 00:00:00.000,"353/341","0.98"
2009-05-27 00:00:00.000,"353/341",(e<)0.886
2009-10-27 00:00:00.000,"353/341",(e<)0.886
2010-06-25 09:55:00.000,"353/341","2.0"
2014-06-12 00:00:00.000,"353/341",(<)1.000
2013-01-31 00:00:00.000,"353/687","18.0"
2000-04-17 00:00:00.000,"354/38","6.6"
2000-09-25 00:00:00.000,"354/38","4.52"
2001-02-19 00:00:00.000,"354/38","3.59"
2001-10-11 00:00:00.000,"354/38","3.37"
2002-02-25 11:45:00.000,"354/38","3.74"
2002-10-02 00:00:00.000,"354/38","3.99"
2003-02-26 00:00:00.000,"354/38","3.68"
2003-09-29 00:00:00.000,"354/38","1.82"
2004-03-30 00:00:00.000,"354/38","1.82"
2004-09-27 00:00:00.000,"354/38","2.835"
2005-03-28 00:00:00.000,"354/38","2.53"
2005-10-10 00:00:00.000,"354/38","2.13"
2006-03-06 00:00:00.000,"354/38","5.2"
2006-10-02 00:00:00.000,"354/38","4.3"
2007-03-13 00:00:00.000,"354/38","4.1"
2008-03-31 00:00:00.000,"354/38","3.85"
2008-10-13 00:00:00.000,"354/38","4.2"
2009-05-27 00:00:00.000,"354/38","4.386"
2010-06-25 11:25:00.000,"354/38","4.0"
2012-12-18 12:30:00.000,"354/38","4.2"
2013-04-01 13:15:00.000,"354/38","4.4"
2014-02-26 11:00:00.000,"354/38",(<)0.890
2014-09-29 09:35:00.000,"354/38",(<)0.890
2015-02-23 10:30:00.000,"354/38",(<)0.890
2000-04-17 00:00:00.000,"354/54","6.78"
2000-09-25 00:00:00.000,"354/54","3.94"
2001-02-19 00:00:00.000,"354/54","4.33"
2001-10-11 00:00:00.000,"354/54","4.52"
2002-10-02 00:00:00.000,"354/54","5.36"
2003-02-26 00:00:00.000,"354/54","4.7"
2003-09-29 00:00:00.000,"354/54","4.83"
2004-03-30 00:00:00.000,"354/54","4.83"
2004-09-27 00:00:00.000,"354/54","5.715"
2005-03-28 00:00:00.000,"354/54","5.27"
