site_id,site_label,y_m,x_m,n_obs,first_date,last_date,mean_piezometric_level,freq_label,missing_count,missing_first_5
237074.55_146687.19,377/56 | 237074.55_146687.19,237074.53,146687.19,73,2018-01-02 00:00:00+00:00,2024-09-02 00:00:00+00:00,3.1428769,monthly,42,"2018-04-01 00:00:00+00:00, 2018-05-01 00:00:00+00:00, 2018-07-01 00:00:00+00:00, 2018-09-01 00:00:00+00:00, 2018-11-01 00:00:00+00:00"
237288.0_147302.4,377/84 | 237288.0_147302.4,237288.0,147302.4,51,2017-10-01 00:00:00+00:00,2021-12-02 00:00:00+00:00,-1.215098,monthly,24,"2018-01-01 00:00:00+00:00, 2018-04-01 00:00:00+00:00, 2018-05-01 00:00:00+00:00, 2018-07-01 00:00:00+00:00, 2018-09-01 00:00:00+00:00"
242560.0_159699.0,365/71 | 242560.0_159699.0,242560.0,159699.0,120,1984-01-11 00:00:00+00:00,1994-05-05 00:00:00+00:00,80.33775,monthly,122,"1984-02-01 00:00:00+00:00, 1984-03-01 00:00:00+00:00, 1984-04-01 00:00:00+00:00, 1984-05-01 00:00:00+00:00, 1984-06-01 00:00:00+00:00"
243682.0_161816.0,365/1076 | 243682.0_161816.0,243682.0,161816.0,42,2015-04-27 00:00:00+00:00,2020-01-30 00:00:00+00:00,7.297143,33.0d,56,"2015-05-01 00:00:00+00:00, 2015-06-01 00:00:00+00:00, 2015-07-01 00:00:00+00:00, 2015-08-01 00:00:00+00:00, 2015-09-01 00:00:00+00:00"
244939.0_161614.0,365/233 | 244939.0_161614.0,244939.0,161614.0,3,2020-04-29 00:00:00+00:00,2020-08-28 00:00:00+00:00,5.4066663,60.5d,4,"2020-05-01 00:00:00+00:00, 2020-06-01 00:00:00+00:00, 2020-07-01 00:00:00+00:00, 2020-08-01 00:00:00+00:00"
249470.0_158510.0,365/428 | 249470.0_158510.0,249470.0,158510.0,62,1999-12-01 00:00:00+00:00,2008-09-11 00:00:00+00:00,-15.773387,monthly,93,"2001-01-01 00:00:00+00:00, 2001-02-01 00:00:00+00:00, 2001-03-01 00:00:00+00:00, 2001-04-01 00:00:00+00:00, 2001-05-01 00:00:00+00:00"
252892.0_163432.0,353/687 | 252892.0_163432.0,252892.0,163432.0,53,2014-03-27 00:00:00+00:00,2020-01-30 00:00:00+00:00,-3.087547,32.0d,69,"2014-04-01 00:00:00+00:00, 2014-05-01 00:00:00+00:00, 2014-06-01 00:00:00+00:00, 2014-07-01 00:00:00+00:00, 2014-08-01 00:00:00+00:00"
253600.0_162940.0,353/353 | 253600.0_162940.0,253600.0,162940.0,9,2002-07-16 00:00:00+00:00,2004-01-02 00:00:00+00:00,40.88667,monthly,18,"2002-08-01 00:00:00+00:00, 2002-09-01 00:00:00+00:00, 2002-10-01 00:00:00+00:00, 2002-11-01 00:00:00+00:00, 2002-12-01 00:00:00+00:00"
258000.0_165000.0,353/346 | 258000.0_165000.0,258000.0,165000.0,29,1999-12-01 00:00:00+00:00,2004-01-02 00:00:00+00:00,9.9951725,monthly,37,"2001-01-01 00:00:00+00:00, 2001-02-01 00:00:00+00:00, 2001-03-01 00:00:00+00:00, 2001-04-01 00:00:00+00:00, 2001-05-01 00:00:00+00:00"
264430.0_169860.0,342/78 | 264430.0_169860.0,264430.0,169860.0,97,1999-12-01 00:00:00+00:00,2011-07-11 00:00:00+00:00,14.241856,monthly,127,"2001-01-01 00:00:00+00:00, 2001-02-01 00:00:00+00:00, 2001-03-01 00:00:00+00:00, 2001-04-01 00:00:00+00:00, 2001-05-01 00:00:00+00:00"
265050.0_165540.0,341/17 | 265050.0_165540.0,265050.0,165540.0,211,1999-12-01 00:00:00+00:00,2024-11-07 00:00:00+00:00,15.759147,monthly,287,"2000-08-01 00:00:00+00:00, 2001-01-01 00:00:00+00:00, 2001-02-01 00:00:00+00:00, 2001-03-01 00:00:00+00:00, 2001-04-01 00:00:00+00:00"
266560.0_170240.0,342/97 | 266560.0_170240.0,266560.0,170240.0,64,1999-12-01 00:00:00+00:00,2008-03-18 00:00:00+00:00,12.389063,monthly,87,"2001-01-01 00:00:00+00:00, 2001-02-01 00:00:00+00:00, 2001-03-01 00:00:00+00:00, 2001-04-01 00:00:00+00:00, 2001-05-01 00:00:00+00:00"
270910.0_170980.0,330/183 | 270910.0_170980.0,270910.0,170980.0,235,1999-12-01 00:00:00+00:00,2025-01-10 00:00:00+00:00,18.387957,monthly,288,"2001-01-01 00:00:00+00:00, 2001-02-01 00:00:00+00:00, 2001-03-01 00:00:00+00:00, 2001-04-01 00:00:00+00:00, 2001-05-01 00:00:00+00:00"
271040.0_166700.0,329/6 | 271040.0_166700.0,271040.0,166700.0,18,1999-12-01 00:00:00+00:00,2002-07-25 00:00:00+00:00,11.767222,monthly,19,"2001-01-01 00:00:00+00:00, 2001-02-01 00:00:00+00:00, 2001-03-01 00:00:00+00:00, 2001-04-01 00:00:00+00:00, 2001-05-01 00:00:00+00:00"
279051.0_188592.0,331/2 | 279051.0_188592.0,279051.0,188592.0,85,2016-11-09 00:00:00+00:00,2024-12-18 00:00:00+00:00,21.403177,monthly,97,"2016-12-01 00:00:00+00:00, 2017-01-01 00:00:00+00:00, 2017-02-01 00:00:00+00:00, 2017-03-01 00:00:00+00:00, 2017-04-01 00:00:00+00:00"
