"data","codigo","precipitacao_dia_mm","nome","coord_x_m","coord_y_m"
1984-07-09,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-07-09,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-07-09,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-07-09,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-07-09,"19E/01UG",0.0,MUGE,"149977","237501"
1984-07-09,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-07-09,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-07-10,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-07-10,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-07-10,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-07-10,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-07-10,"19E/01UG",0.2,MUGE,"149977","237501"
1984-07-10,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-07-10,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-07-11,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-07-11,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-07-11,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-07-11,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-07-11,"19E/01UG",0.0,MUGE,"149977","237501"
1984-07-11,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-07-11,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-07-12,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-07-12,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-07-12,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-07-12,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-07-12,"19E/01UG",0.0,MUGE,"149977","237501"
1984-07-12,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-07-12,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-07-13,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-07-13,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-07-13,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-07-13,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-07-13,"19E/01UG",0.0,MUGE,"149977","237501"
1984-07-13,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-07-13,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-07-14,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-07-14,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-07-14,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-07-14,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-07-14,"19E/01UG",0.0,MUGE,"149977","237501"
1984-07-14,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-07-14,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-07-15,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-07-15,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-07-15,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-07-15,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-07-15,"19E/01UG",0.0,MUGE,"149977","237501"
1984-07-15,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-07-15,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-07-16,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-07-16,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-07-16,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-07-16,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-07-16,"19E/01UG",0.0,MUGE,"149977","237501"
1984-07-16,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-07-16,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-07-17,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-07-17,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-07-17,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-07-17,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-07-17,"19E/01UG",0.0,MUGE,"149977","237501"
1984-07-17,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-07-17,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-07-18,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-07-18,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-07-18,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-07-18,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-07-18,"19E/01UG",0.0,MUGE,"149977","237501"
1984-07-18,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-07-18,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-07-19,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-07-19,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-07-19,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-07-19,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-07-19,"19E/01UG",0.0,MUGE,"149977","237501"
1984-07-19,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-07-19,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-07-20,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-07-20,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-07-20,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-07-20,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-07-20,"19E/01UG",0.0,MUGE,"149977","237501"
1984-07-20,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-07-20,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-07-21,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-07-21,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-07-21,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-07-21,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-07-21,"19E/01UG",0.0,MUGE,"149977","237501"
1984-07-21,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-07-21,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-07-22,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-07-22,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-07-22,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-07-22,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-07-22,"19E/01UG",0.0,MUGE,"149977","237501"
1984-07-22,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-07-22,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-07-23,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-07-23,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-07-23,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-07-23,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-07-23,"19E/01UG",0.0,MUGE,"149977","237501"
1984-07-23,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-07-23,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-07-24,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-07-24,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-07-24,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-07-24,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-07-24,"19E/01UG",0.0,MUGE,"149977","237501"
1984-07-24,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-07-24,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-07-25,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-07-25,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-07-25,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-07-25,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-07-25,"19E/01UG",0.0,MUGE,"149977","237501"
1984-07-25,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-07-25,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-07-26,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-07-26,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-07-26,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-07-26,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-07-26,"19E/01UG",0.0,MUGE,"149977","237501"
1984-07-26,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-07-26,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-07-27,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-07-27,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-07-27,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-07-27,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-07-27,"19E/01UG",0.0,MUGE,"149977","237501"
1984-07-27,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-07-27,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-07-28,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-07-28,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-07-28,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-07-28,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-07-28,"19E/01UG",0.0,MUGE,"149977","237501"
1984-07-28,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-07-28,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-07-29,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-07-29,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-07-29,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-07-29,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-07-29,"19E/01UG",0.0,MUGE,"149977","237501"
1984-07-29,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-07-29,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-07-30,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-07-30,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-07-30,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-07-30,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-07-30,"19E/01UG",0.0,MUGE,"149977","237501"
1984-07-30,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-07-30,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-07-31,"18F/01UG",8.0,ALMEIRIM,"158139","249438"
1984-07-31,"20E/01C",7.9,BARRAGEM DE MAGOS,"151370","224830"
1984-07-31,"17G/02G",8.0,CHAMUSCA,"169523","265977"
1984-07-31,"17G/04UG",7.2,CONSTÂNCIA,"182246.173","278641.37"
1984-07-31,"19E/01UG",2.4,MUGE,"149977","237501"
1984-07-31,"20E/02UG",5.5,SANTO ESTEVÃO,"146793.006","210459.811"
1984-07-31,"20D/01C",9.0,VILA FRANCA DE XIRA,"129387","219895"
1984-08-01,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-08-01,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-08-01,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-08-01,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-08-01,"19E/01UG",0.0,MUGE,"149977","237501"
1984-08-01,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-08-01,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-08-02,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-08-02,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-08-02,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-08-02,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-08-02,"19E/01UG",0.0,MUGE,"149977","237501"
1984-08-02,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-08-02,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-08-03,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-08-03,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-08-03,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-08-03,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-08-03,"19E/01UG",0.0,MUGE,"149977","237501"
1992-10-20,"19E/01UG",0.0,MUGE,"149977","237501"
1984-08-03,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-08-03,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-08-04,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-08-04,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-08-04,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-08-04,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-08-04,"19E/01UG",0.0,MUGE,"149977","237501"
1984-08-04,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-08-04,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-08-05,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-08-05,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-08-05,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-08-05,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-08-05,"19E/01UG",0.0,MUGE,"149977","237501"
1984-08-05,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-08-05,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-08-06,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-08-06,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-08-06,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-08-06,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-08-06,"19E/01UG",0.0,MUGE,"149977","237501"
1984-08-06,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-08-06,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-08-07,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-08-07,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-08-07,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-08-07,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-08-07,"19E/01UG",0.0,MUGE,"149977","237501"
1984-08-07,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-08-07,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-08-08,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-08-08,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-08-08,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-08-08,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-08-08,"19E/01UG",0.0,MUGE,"149977","237501"
1984-08-08,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-08-08,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-08-09,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-08-09,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-08-09,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-08-09,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-08-09,"19E/01UG",0.0,MUGE,"149977","237501"
1984-08-09,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-08-09,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-08-10,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-08-10,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-08-10,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-08-10,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-08-10,"19E/01UG",0.0,MUGE,"149977","237501"
1984-08-10,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-08-10,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-08-11,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-08-11,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-08-11,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-08-11,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-08-11,"19E/01UG",0.0,MUGE,"149977","237501"
1984-08-11,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-08-11,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-08-12,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-08-12,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-08-12,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-08-12,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-08-12,"19E/01UG",0.0,MUGE,"149977","237501"
1984-08-12,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-08-12,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-08-13,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-08-13,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-08-13,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-08-13,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-08-13,"19E/01UG",0.0,MUGE,"149977","237501"
1984-08-13,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-08-13,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-08-14,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-08-14,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-08-14,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-08-14,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-08-14,"19E/01UG",0.0,MUGE,"149977","237501"
1984-08-14,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-08-14,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-08-15,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-08-15,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-08-15,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-08-15,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-08-15,"19E/01UG",0.0,MUGE,"149977","237501"
1984-08-15,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-08-15,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-08-16,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-08-16,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-08-16,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-08-16,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-08-16,"19E/01UG",0.0,MUGE,"149977","237501"
1984-08-16,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-08-16,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-08-17,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-08-17,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-08-17,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-08-17,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-08-17,"19E/01UG",0.0,MUGE,"149977","237501"
1984-08-17,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-08-17,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-08-18,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-08-18,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-08-18,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-08-18,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-08-18,"19E/01UG",0.0,MUGE,"149977","237501"
1984-08-18,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-08-18,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-08-19,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-08-19,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-08-19,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-08-19,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-08-19,"19E/01UG",0.0,MUGE,"149977","237501"
1984-08-19,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-08-19,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-08-20,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-08-20,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-08-20,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-08-20,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-08-20,"19E/01UG",0.0,MUGE,"149977","237501"
1984-08-20,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-08-20,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-08-21,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-08-21,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-08-21,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-08-21,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-08-21,"19E/01UG",0.2,MUGE,"149977","237501"
1984-08-21,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-08-21,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-08-22,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-08-22,"20E/01C",0.7,BARRAGEM DE MAGOS,"151370","224830"
1984-08-22,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-08-22,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-08-22,"19E/01UG",0.1,MUGE,"149977","237501"
1984-08-22,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-08-22,"20D/01C",0.3,VILA FRANCA DE XIRA,"129387","219895"
1984-08-23,"18F/01UG",1.8,ALMEIRIM,"158139","249438"
1984-08-23,"20E/01C",4.7,BARRAGEM DE MAGOS,"151370","224830"
1984-08-23,"17G/02G",1.2,CHAMUSCA,"169523","265977"
1984-08-23,"17G/04UG",3.9,CONSTÂNCIA,"182246.173","278641.37"
1984-08-23,"19E/01UG",0.0,MUGE,"149977","237501"
1984-08-23,"20E/02UG",6.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-08-23,"20D/01C",0.7,VILA FRANCA DE XIRA,"129387","219895"
1984-08-24,"18F/01UG",0.4,ALMEIRIM,"158139","249438"
1984-08-24,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-08-24,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-08-24,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-08-24,"19E/01UG",0.0,MUGE,"149977","237501"
1984-08-24,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-08-24,"20D/01C",0.1,VILA FRANCA DE XIRA,"129387","219895"
1984-08-25,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-08-25,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-08-25,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-08-25,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-08-25,"19E/01UG",0.0,MUGE,"149977","237501"
1984-08-25,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-08-25,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-08-26,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-08-26,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-08-26,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-08-26,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-08-26,"19E/01UG",0.0,MUGE,"149977","237501"
1984-08-26,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-08-26,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-08-27,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-08-27,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-08-27,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-08-27,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-08-27,"19E/01UG",0.0,MUGE,"149977","237501"
1984-08-27,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-08-27,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-08-28,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-08-28,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
1984-08-28,"17G/02G",0.0,CHAMUSCA,"169523","265977"
1984-08-28,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
1984-08-28,"19E/01UG",0.0,MUGE,"149977","237501"
1984-08-28,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
1984-08-28,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
1984-08-29,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
1984-08-29,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
