"data","codigo","precipitacao_dia_mm","nome","coord_x_m","coord_y_m"
2006-06-02,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-06-02,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-06-02,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-06-02,"19E/01UG",0.0,MUGE,"149977","237501"
2006-06-02,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-06-02,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-06-03,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-06-03,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-06-03,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-06-03,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-06-03,"19E/01UG",0.0,MUGE,"149977","237501"
2006-06-03,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-06-03,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-06-04,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-06-04,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-06-04,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-06-04,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-06-04,"19E/01UG",0.0,MUGE,"149977","237501"
2006-06-04,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-06-04,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-06-05,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-06-05,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-06-05,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-06-05,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-06-05,"19E/01UG",0.0,MUGE,"149977","237501"
2006-06-05,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-06-05,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-06-06,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-06-06,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-06-06,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-06-06,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-06-06,"19E/01UG",0.0,MUGE,"149977","237501"
2006-06-06,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-06-06,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-06-07,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-06-07,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-06-07,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-06-07,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-06-07,"19E/01UG",0.0,MUGE,"149977","237501"
2006-06-07,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-06-07,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-06-08,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-06-08,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-06-08,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-06-08,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-06-08,"19E/01UG",0.0,MUGE,"149977","237501"
2006-06-08,"20E/02UG",0.1,SANTO ESTEVÃO,"146793.006","210459.811"
2006-06-08,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-06-09,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-06-09,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-06-09,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-06-09,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-06-09,"19E/01UG",0.0,MUGE,"149977","237501"
2006-06-09,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-06-09,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-06-10,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-06-10,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-06-10,"17G/02G",0.3,CHAMUSCA,"169523","265977"
2006-06-10,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-06-10,"19E/01UG",0.0,MUGE,"149977","237501"
2006-06-10,"20E/02UG",0.1,SANTO ESTEVÃO,"146793.006","210459.811"
2006-06-10,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-06-11,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-06-11,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-06-11,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-06-11,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-06-11,"19E/01UG",0.0,MUGE,"149977","237501"
2006-06-11,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-06-11,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-06-12,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-06-12,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-06-12,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-06-12,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-06-12,"19E/01UG",0.0,MUGE,"149977","237501"
2006-06-12,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-06-12,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-06-13,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-06-13,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-06-13,"17G/02G",0.1,CHAMUSCA,"169523","265977"
2006-06-13,"17G/04UG",0.2,CONSTÂNCIA,"182246.173","278641.37"
2006-06-13,"19E/01UG",0.0,MUGE,"149977","237501"
2006-06-13,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-06-13,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-06-14,"18F/01UG",14.5,ALMEIRIM,"158139","249438"
2006-06-14,"20E/01C",25.0,BARRAGEM DE MAGOS,"151370","224830"
2006-06-14,"17G/02G",11.2,CHAMUSCA,"169523","265977"
2006-06-14,"17G/04UG",15.5,CONSTÂNCIA,"182246.173","278641.37"
2006-06-14,"19E/01UG",1.4,MUGE,"149977","237501"
2006-06-14,"20E/02UG",13.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-06-14,"20D/01C",13.2,VILA FRANCA DE XIRA,"129387","219895"
2006-06-15,"18F/01UG",13.2,ALMEIRIM,"158139","249438"
2006-06-15,"20E/01C",19.2,BARRAGEM DE MAGOS,"151370","224830"
2006-06-15,"17G/02G",2.9,CHAMUSCA,"169523","265977"
2006-06-15,"17G/04UG",5.3,CONSTÂNCIA,"182246.173","278641.37"
2006-06-15,"19E/01UG",0.8,MUGE,"149977","237501"
2006-06-15,"20E/02UG",11.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-06-15,"20D/01C",30.4,VILA FRANCA DE XIRA,"129387","219895"
2006-06-16,"18F/01UG",10.0,ALMEIRIM,"158139","249438"
2006-06-16,"20E/01C",22.9,BARRAGEM DE MAGOS,"151370","224830"
2006-06-16,"17G/02G",0.1,CHAMUSCA,"169523","265977"
2006-06-16,"17G/04UG",2.5,CONSTÂNCIA,"182246.173","278641.37"
2006-06-16,"19E/01UG",0.4,MUGE,"149977","237501"
2006-06-16,"20E/02UG",10.5,SANTO ESTEVÃO,"146793.006","210459.811"
2006-06-16,"20D/01C",4.9,VILA FRANCA DE XIRA,"129387","219895"
2006-06-17,"18F/01UG",6.5,ALMEIRIM,"158139","249438"
2006-06-17,"20E/01C",1.8,BARRAGEM DE MAGOS,"151370","224830"
2006-06-17,"17G/02G",0.1,CHAMUSCA,"169523","265977"
2006-06-17,"17G/04UG",0.9,CONSTÂNCIA,"182246.173","278641.37"
2006-06-17,"19E/01UG",0.3,MUGE,"149977","237501"
2006-06-17,"20E/02UG",1.4,SANTO ESTEVÃO,"146793.006","210459.811"
2006-06-17,"20D/01C",4.0,VILA FRANCA DE XIRA,"129387","219895"
2006-06-18,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-06-18,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-06-18,"17G/02G",0.1,CHAMUSCA,"169523","265977"
2006-06-18,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-06-18,"19E/01UG",0.3,MUGE,"149977","237501"
2006-06-18,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-06-18,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-06-19,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-06-19,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-06-19,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-06-19,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-06-19,"19E/01UG",0.3,MUGE,"149977","237501"
2006-06-19,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-06-19,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-06-20,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-06-20,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-06-20,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-06-20,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-06-20,"19E/01UG",0.3,MUGE,"149977","237501"
2006-06-20,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-06-20,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-06-21,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-06-21,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-06-21,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-06-21,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-06-21,"19E/01UG",0.3,MUGE,"149977","237501"
2006-06-21,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-06-21,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-06-22,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-06-22,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-06-22,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-06-22,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-06-22,"19E/01UG",0.2,MUGE,"149977","237501"
2006-06-22,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-06-22,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-06-23,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-06-23,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-06-23,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-06-23,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-06-23,"19E/01UG",0.1,MUGE,"149977","237501"
2006-06-23,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-06-23,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-06-24,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-06-24,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-06-24,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-06-24,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-06-24,"19E/01UG",0.1,MUGE,"149977","237501"
2006-06-24,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-06-24,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-06-25,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-06-25,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-06-25,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-06-25,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-06-25,"19E/01UG",0.1,MUGE,"149977","237501"
2006-06-25,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-06-25,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-06-26,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-06-26,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-06-26,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-06-26,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-06-26,"19E/01UG",0.0,MUGE,"149977","237501"
2006-06-26,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-06-26,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-06-27,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-06-27,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-06-27,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-06-27,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-06-27,"19E/01UG",0.0,MUGE,"149977","237501"
2006-06-27,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-06-27,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-06-28,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-06-28,"20E/01C",0.5,BARRAGEM DE MAGOS,"151370","224830"
2006-06-28,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-06-28,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-06-28,"19E/01UG",0.0,MUGE,"149977","237501"
2006-06-28,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-06-28,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-06-29,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-06-29,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-06-29,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-06-29,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-06-29,"19E/01UG",0.0,MUGE,"149977","237501"
2006-06-29,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-06-29,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-06-30,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-06-30,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-06-30,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-06-30,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-06-30,"19E/01UG",0.0,MUGE,"149977","237501"
2006-06-30,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-06-30,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-07-01,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-07-01,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-07-01,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-07-01,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-07-01,"19E/01UG",0.0,MUGE,"149977","237501"
2006-07-01,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-07-01,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-07-02,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-07-02,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-07-02,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-07-02,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-07-02,"19E/01UG",0.0,MUGE,"149977","237501"
2006-07-02,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-07-02,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-07-03,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-07-03,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-07-03,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-07-03,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-07-03,"19E/01UG",0.0,MUGE,"149977","237501"
2006-07-03,"20E/02UG",0.1,SANTO ESTEVÃO,"146793.006","210459.811"
2006-07-03,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-07-04,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-07-04,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-07-04,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-07-04,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-07-04,"19E/01UG",0.0,MUGE,"149977","237501"
2006-07-04,"20E/02UG",0.7,SANTO ESTEVÃO,"146793.006","210459.811"
2006-07-04,"20D/01C",0.1,VILA FRANCA DE XIRA,"129387","219895"
2006-07-05,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-07-05,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-07-05,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-07-05,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-07-05,"19E/01UG",0.0,MUGE,"149977","237501"
2006-07-05,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-07-05,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-07-06,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-07-06,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-07-06,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-07-06,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-07-06,"19E/01UG",0.0,MUGE,"149977","237501"
2006-07-06,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-07-06,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-07-07,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-07-07,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-07-07,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-07-07,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-07-07,"19E/01UG",0.0,MUGE,"149977","237501"
2006-07-07,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-07-07,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-07-08,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-07-08,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-07-08,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-07-08,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-07-08,"19E/01UG",0.0,MUGE,"149977","237501"
2006-07-08,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-07-08,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-07-09,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-07-09,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-07-09,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-07-09,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-07-09,"19E/01UG",0.0,MUGE,"149977","237501"
2006-07-09,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-07-09,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-07-10,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-07-10,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-07-10,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-07-10,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-07-10,"19E/01UG",0.0,MUGE,"149977","237501"
2006-07-10,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-07-10,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-07-11,"18F/01UG",0.1,ALMEIRIM,"158139","249438"
2006-07-11,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-07-11,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-07-11,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-07-11,"19E/01UG",0.0,MUGE,"149977","237501"
2006-07-11,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-07-11,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-07-12,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-07-12,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-07-12,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-07-12,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-07-12,"19E/01UG",0.0,MUGE,"149977","237501"
2006-07-12,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-07-12,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-07-13,"18F/01UG",0.1,ALMEIRIM,"158139","249438"
2006-07-13,"20E/01C",0.3,BARRAGEM DE MAGOS,"151370","224830"
2006-07-13,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-07-13,"17G/04UG",1.2,CONSTÂNCIA,"182246.173","278641.37"
2006-07-13,"19E/01UG",4.3,MUGE,"149977","237501"
2006-07-13,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-07-13,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-07-14,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-07-14,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-07-14,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-07-14,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-07-14,"19E/01UG",0.0,MUGE,"149977","237501"
2006-07-14,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-07-14,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-07-15,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-07-15,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-07-15,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-07-15,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-07-15,"19E/01UG",0.0,MUGE,"149977","237501"
2006-07-15,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-07-15,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-07-16,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-07-16,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-07-16,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-07-16,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-07-16,"19E/01UG",0.0,MUGE,"149977","237501"
2006-07-16,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-07-16,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-07-17,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-07-17,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-07-17,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-07-17,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-07-17,"19E/01UG",0.0,MUGE,"149977","237501"
2006-07-17,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-07-17,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-07-18,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-07-18,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-07-18,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-07-18,"17G/04UG",0.1,CONSTÂNCIA,"182246.173","278641.37"
2006-07-18,"19E/01UG",0.0,MUGE,"149977","237501"
2006-07-18,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-07-18,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-07-19,"18F/01UG",0.6,ALMEIRIM,"158139","249438"
2006-07-19,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-07-19,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-07-19,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-07-19,"19E/01UG",0.3,MUGE,"149977","237501"
2006-07-19,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-07-19,"20D/01C",0.1,VILA FRANCA DE XIRA,"129387","219895"
2006-07-20,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-07-20,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-07-20,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-07-20,"17G/04UG",0.0,CONSTÂNCIA,"182246.173","278641.37"
2006-07-20,"19E/01UG",0.0,MUGE,"149977","237501"
2006-07-20,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-07-20,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-07-21,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-07-21,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-07-21,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-07-21,"19E/01UG",0.0,MUGE,"149977","237501"
2006-07-21,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-07-21,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-07-22,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-07-22,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-07-22,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-07-22,"19E/01UG",0.0,MUGE,"149977","237501"
2006-07-22,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-07-22,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
2006-07-23,"18F/01UG",0.0,ALMEIRIM,"158139","249438"
2006-07-23,"20E/01C",0.0,BARRAGEM DE MAGOS,"151370","224830"
2006-07-23,"17G/02G",0.0,CHAMUSCA,"169523","265977"
2006-07-23,"19E/01UG",0.0,MUGE,"149977","237501"
2006-07-23,"20E/02UG",0.0,SANTO ESTEVÃO,"146793.006","210459.811"
2006-07-23,"20D/01C",0.0,VILA FRANCA DE XIRA,"129387","219895"
