"data","localizacao","nivel_piezometrico","profundidade_nivel_agua","coord_x_m","coord_y_m","altitude_m","sistema_aquifero","estado","freguesia"
2006-08-29,"342/93","39.62","6.38",174170,260820,46,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ULME
2007-10-26,"342/93","40.89","5.11",174170,260820,46,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ULME
2018-07-27,"420/17","81.7","8.3",161870,207750,90,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BRANCA
1974-10-01,"405/52","26.67","3.33",148760,218110,30,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE
1976-01-05,"442/94","5.55","11.45",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1976-02-04,"442/94","5.82","11.18",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1976-03-03,"442/94","5.68","11.32",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1976-04-05,"442/94","5.31","11.69",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1976-05-17,"442/94","5.0","12.0",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1976-06-02,"442/94","4.86","12.14",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1976-07-07,"442/94","4.82","12.18",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1976-08-02,"442/94","4.89","12.11",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1976-08-05,"442/94","4.92","12.08",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1976-09-04,"442/94","5.02","11.98",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1976-10-06,"442/94","4.97","12.03",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1976-11-03,"442/94","5.12","11.88",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1976-12-03,"442/94","5.21","11.79",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1977-01-03,"442/94","5.19","11.81",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1977-02-01,"442/94","5.09","11.91",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1977-03-01,"442/94","5.02","11.98",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1977-04-01,"442/94","4.9","12.1",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1977-05-03,"442/94","4.68","12.32",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1977-06-01,"442/94","4.54","12.46",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1977-07-01,"442/94","4.46","12.54",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1977-08-01,"442/94","4.4","12.6",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1977-09-01,"420/8","20.11","23.89",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1977-09-01,"420/9","20.39","23.61",152404.1,204254.6,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1977-09-01,"442/94","4.28","12.72",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1977-09-09,"420/8","20.11","23.89",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1977-09-30,"442/94","4.26","12.74",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1977-10-01,"420/9","20.37","23.63",152404.1,204254.6,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1977-10-01,"420/8","19.95","24.05",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1977-10-07,"420/8","19.95","24.05",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1977-10-21,"420/8","20.01","23.99",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1977-10-31,"442/94","4.43","12.57",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1977-11-01,"420/8","20.02","23.98",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1977-11-01,"420/9","20.34","23.66",152404.1,204254.6,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1977-11-04,"420/8","20.02","23.98",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1977-11-28,"420/8","20.23","23.77",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1977-11-30,"442/94","4.65","12.35",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1977-12-01,"420/9","20.64","23.36",152404.1,204254.6,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1977-12-01,"420/8","20.35","23.65",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1977-12-21,"420/8","20.35","23.65",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1977-12-30,"442/94","4.55","12.45",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1978-01-01,"420/8","20.39","23.61",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-01-01,"420/9","20.56","23.44",152404.1,204254.6,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-01-12,"404/62",-0.9,"2.9",133890,217840,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
1978-01-12,"405/13",-0.36,"5.36",136790,219600,5,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1978-01-12,"420/8","20.39","23.61",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-01-24,"420/8","20.38","23.62",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-01-31,"442/94","4.62","12.38",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1978-02-01,"420/8","20.39","23.61",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-02-01,"420/9","20.57","23.43",152404.1,204254.6,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-02-06,"420/8","20.39","23.61",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-02-14,"432/73","17.83","33.17",131160,193590,51,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA
1978-02-22,"420/8","20.47","23.53",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-03-01,"420/8","20.53","23.47",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-03-01,"420/9","20.8","23.2",152404.1,204254.6,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-03-01,"442/94","4.68","12.32",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1978-03-02,"420/8","20.53","23.47",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-03-02,"405/13","1.05","3.95",136790,219600,5,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1978-03-02,"405/11","1.25","8.75",136800,219520,10,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1978-03-08,"405/7","0.6","3.4",136750,219620,4,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1978-03-29,"420/8","20.5","23.5",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-03-31,"442/94","4.57","12.43",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1978-04-01,"420/8","20.49","23.51",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-04-01,"420/9","20.71","23.29",152404.1,204254.6,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-04-19,"432/73","18.38","32.62",131160,193590,51,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA
1978-04-20,"404/61",-5.2,"8.2",133940,217820,3,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
1978-04-20,"404/62",-0.26,"2.26",133890,217840,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
1978-04-20,"405/11","0.82","9.18",136800,219520,10,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1978-04-20,"405/13","0.67","4.33",136790,219600,5,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1978-04-20,"405/7","1.53","2.47",136750,219620,4,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1978-04-20,"420/8","20.49","23.51",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-05-01,"420/8","20.51","23.49",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-05-01,"420/9","20.68","23.32",152404.1,204254.6,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-05-02,"442/94","4.65","12.35",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1978-05-15,"432/73","18.68","32.32",131160,193590,51,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA
1978-05-29,"405/7","1.52","2.48",136750,219620,4,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1978-05-29,"420/8","20.51","23.49",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-05-29,"405/13","0.63","4.37",136790,219600,5,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1978-05-29,"405/11","0.63","9.37",136800,219520,10,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1978-05-29,"404/62","0.38","1.62",133890,217840,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
1978-05-29,"404/61",-4.66,"7.66",133940,217820,3,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
1978-05-31,"442/94","4.26","12.74",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1978-06-01,"420/8","20.46","23.54",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-06-01,"420/9","20.73","23.27",152404.1,204254.6,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-06-19,"432/73","18.92","32.08",131160,193590,51,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA
1978-06-20,"420/8","20.46","23.54",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-06-20,"405/7","1.48","2.52",136750,219620,4,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1978-06-20,"405/13","0.68","4.32",136790,219600,5,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1978-06-20,"405/11","0.84","9.16",136800,219520,10,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1978-06-20,"404/62","0.26","1.74",133890,217840,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
1978-06-20,"404/61",-4.65,"7.65",133940,217820,3,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
1978-06-30,"442/94","4.24","12.76",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1978-07-01,"420/8","20.32","23.68",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-07-01,"420/9","20.63","23.37",152404.1,204254.6,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-07-18,"420/8","20.31","23.69",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-07-18,"405/7","1.17","2.83",136750,219620,4,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1978-07-18,"405/13","0.64","4.36",136790,219600,5,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1978-07-18,"404/62","0.03","1.97",133890,217840,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
1978-07-18,"404/61",-5.5,"8.5",133940,217820,3,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
1978-07-18,"405/11","0.6","9.4",136800,219520,10,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1978-07-24,"432/73","19.16","31.84",131160,193590,51,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA
1978-07-31,"442/94","3.86","13.14",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1978-08-01,"420/8","20.13","23.87",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-08-01,"420/9","20.5","23.5",152404.1,204254.6,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-08-01,"432/68","2.05","6.95",127596.6,197803,9,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE
1978-08-29,"404/62",-0.56,"2.56",133890,217840,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
1978-08-29,"420/8","20.13","23.87",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-08-29,"405/7","1.02","2.98",136750,219620,4,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1978-08-29,"404/61",-6.47,"9.47",133940,217820,3,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
1978-08-29,"405/11","0.39","9.61",136800,219520,10,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1978-08-29,"405/13","0.17","4.83",136790,219600,5,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1978-08-31,"442/94","3.86","13.14",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1978-09-01,"420/9","20.22","23.78",152404.1,204254.6,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-09-01,"420/8","19.74","24.26",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-09-01,"432/77",-2.78,"54.78",131190,193570,52,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA
1978-09-21,"432/73","19.41","31.59",131160,193590,51,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA
1978-09-22,"405/7","0.93","3.07",136750,219620,4,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1978-09-22,"405/13",-0.26,"5.26",136790,219600,5,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1978-09-28,"404/61",-6.89,"9.89",133940,217820,3,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
1978-09-28,"404/62",-0.71,"2.71",133890,217840,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
1978-09-28,"420/8","19.74","24.26",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-09-30,"442/94","3.73","13.27",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1978-10-01,"420/8","19.69","24.31",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-10-01,"420/9","20.14","23.86",152404.1,204254.6,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-10-01,"432/77",-2.3,"54.3",131190,193570,52,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA
1978-10-18,"432/73","19.53","31.47",131160,193590,51,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA
1978-10-24,"420/8","19.69","24.31",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-10-24,"405/7","1.04","2.96",136750,219620,4,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1978-10-24,"405/13",-0.34,"5.34",136790,219600,5,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1978-10-24,"405/11","0.19","9.81",136800,219520,10,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1978-10-24,"404/62",-1.0,"3.0",133890,217840,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
1978-10-24,"404/61",-7.25,"10.25",133940,217820,3,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
1978-10-31,"442/94","3.97","13.03",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1978-11-01,"420/8","19.87","24.13",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-11-01,"420/9","20.16","23.84",152404.1,204254.6,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-11-01,"432/77",-11.88,"63.88",131190,193570,52,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA
1978-11-28,"420/8","19.87","24.13",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-11-28,"405/7","1.02","2.98",136750,219620,4,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1978-11-28,"405/13",-0.39,"5.39",136790,219600,5,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1978-11-28,"404/61",-7.23,"10.23",133940,217820,3,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
1978-11-28,"404/62",-1.31,"3.31",133890,217840,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
1978-11-28,"405/11","0.15","9.85",136800,219520,10,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1978-11-29,"432/73","19.64","31.36",131160,193590,51,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA
1978-11-30,"442/94","4.13","12.87",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1978-12-01,"420/8","20.12","23.88",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-12-01,"420/9","20.24","23.76",152404.1,204254.6,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-12-01,"432/77",-1.1,"53.1",131190,193570,52,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA
1978-12-26,"404/61",-6.49,"9.49",133940,217820,3,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
1978-12-26,"404/62",-0.71,"2.71",133890,217840,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
1978-12-26,"405/13",-0.42,"5.42",136790,219600,5,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1978-12-26,"405/7","1.33","2.67",136750,219620,4,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1978-12-27,"420/8","20.12","23.88",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1978-12-28,"432/73","19.57","31.43",131160,193590,51,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA
1978-12-29,"442/94","4.24","12.76",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1979-01-01,"432/77",-11.29,"63.29",131190,193570,52,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA
1979-01-01,"420/9","20.54","23.46",152404.1,204254.6,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1979-01-01,"420/8","20.27","23.73",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1979-01-12,"404/61",-6.32,"9.32",133940,217820,3,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
1979-01-12,"405/7","1.36","2.64",136750,219620,4,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1979-01-12,"420/8","20.27","23.73",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1979-01-31,"442/94","4.08","12.92",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1979-02-01,"420/8","20.34","23.66",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1979-02-01,"420/9","20.82","23.18",152404.1,204254.6,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1979-02-01,"432/77",-0.97,"52.97",131190,193570,52,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA
1979-02-06,"432/73","19.61","31.39",131160,193590,51,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA
1979-02-16,"420/8","20.34","23.66",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1979-03-01,"392/31","77.45","13.55",160030,227670,91,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CORUCHE
1979-03-01,"420/8","20.51","23.49",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1979-03-01,"420/9","20.73","23.27",152404.1,204254.6,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1979-03-01,"432/77",-2.28,"54.28",131190,193570,52,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA
1979-03-02,"442/94","4.25","12.75",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1979-03-13,"420/8","20.51","23.49",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1979-03-13,"392/29","30.57","11.43",152609,223430,42,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA
1979-03-21,"432/73","19.41","31.59",131160,193590,51,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ATALAIA
1979-03-29,"404/61",-2.57,"5.57",133940,217820,3,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
1979-03-29,"405/13","0.25","4.75",136790,219600,5,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA
1979-03-30,"442/94","4.34","12.66",115268.1,180677.1,17,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,FERNÃO FERRO
1979-04-01,"420/8","20.62","23.38",152403.4,204253.4,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1979-04-01,"420/12","53.47","6.53",156971.4,199930.2,60,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1979-04-01,"420/14","83.08","1.92",161970,205880,85,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BRANCA
1979-04-01,"420/17","82.53","7.47",161870,207750,90,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BRANCA
1979-04-01,"420/9","20.89","23.11",152404.1,204254.6,44,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA
1979-04-01,"432/68",-4.7,"13.7",127596.6,197803,9,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE
1979-04-20,"404/61",-1.9,"4.9",133940,217820,3,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA
