"data","codigo","nivel_piezometrico","profundidade_nivel_agua","coord_x_m","coord_y_m","altitude_m","sistema_aquifero","estado","freguesia"
2020-08-03,"377/84",-7.29,"12.9",147302.4,237288,5.61,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2020-09-01,"377/84",-2.79,"8.4",147302.4,237288,5.61,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2020-10-01,"377/84",-1.39,"7.0",147302.4,237288,5.61,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2020-11-02,"377/84","0.41","5.2",147302.4,237288,5.61,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2020-12-02,"377/84","0.81","4.8",147302.4,237288,5.61,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2021-01-04,"377/84","0.92","4.69",147302.4,237288,5.61,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2021-02-01,"377/84","1.52","4.09",147302.4,237288,5.61,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2021-03-01,"377/84","1.64","3.97",147302.4,237288,5.61,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2021-04-01,"377/84","1.01","4.6",147302.4,237288,5.61,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2021-05-03,"377/84",-0.39,"6.0",147302.4,237288,5.61,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2021-06-01,"377/84",-4.49,"10.1",147302.4,237288,5.61,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2021-07-01,"377/84",-6.69,"12.3",147302.4,237288,5.61,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2021-08-02,"377/84",-4.79,"10.4",147302.4,237288,5.61,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2021-09-01,"377/84",-2.34,"7.95",147302.4,237288,5.61,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2021-10-01,"377/84",-1.59,"7.2",147302.4,237288,5.61,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2021-11-02,"377/84",-1.39,"7.0",147302.4,237288,5.61,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2021-12-02,"377/84","0.61","5.0",147302.4,237288,5.61,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2002-06-14,"377/86","0.1","5.9",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2002-07-23,"377/86",-3.06,"9.06",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2003-05-30,"377/86","0.73","5.27",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2003-06-26,"377/86",-0.87,"6.87",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2003-07-23,"377/86",-1.51,"7.51",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2003-08-26,"377/86",-2.6,"8.6",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2003-09-29,"377/86",-0.66,"6.66",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2003-10-29,"377/86","0.0","6.0",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2003-11-26,"377/86","0.2","5.8",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2003-12-30,"377/86","0.66","5.34",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2005-04-12,"377/86","5.1","0.9",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2005-05-09,"377/86","2.36","3.64",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2005-06-06,"377/86",-2.04,"8.04",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2005-07-04,"377/86",-1.5,"7.5",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2005-08-11,"377/86",-1.2,"7.2",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2005-09-12,"377/86","0.2","5.8",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2006-06-12,"377/86",-0.38,"6.38",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2006-07-13,"377/86",-0.69,"6.69",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2006-08-03,"377/86",-0.82,"6.82",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2006-09-07,"377/86","0.55","5.45",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2006-10-04,"377/86","1.11","4.89",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2006-11-23,"377/86","2.26","3.74",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2006-12-21,"377/86","2.74","3.26",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2007-01-18,"377/86","2.37","3.63",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2007-02-23,"377/86","2.88","3.12",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2007-03-22,"377/86","2.47","3.53",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2007-04-26,"377/86","1.72","4.28",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2007-05-24,"377/86","1.07","4.93",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2007-06-27,"377/86","0.1","5.9",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2007-07-27,"377/86",-0.79,"6.79",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2007-08-30,"377/86","0.4","5.6",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2007-09-20,"377/86","1.01","4.99",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2007-10-26,"377/86","1.53","4.47",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2007-11-22,"377/86","1.75","4.25",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2007-12-20,"377/86","1.99","4.01",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2008-01-24,"377/86","2.02","3.98",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2008-02-21,"377/86","2.18","3.82",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2008-03-26,"377/86","2.1","3.9",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2008-04-24,"377/86","2.13","3.87",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2008-05-21,"377/86","1.6","4.4",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2008-06-19,"377/86",-0.75,"6.75",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2008-07-24,"377/86",-1.78,"7.78",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2008-08-21,"377/86",-0.56,"6.56",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2008-09-25,"377/86","0.69","5.31",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2008-10-23,"377/86","1.13","4.87",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2008-11-19,"377/86","1.33","4.67",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2008-12-19,"377/86","1.8","4.2",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2009-01-28,"377/86","2.06","3.94",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2009-02-26,"377/86","2.23","3.77",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2009-03-26,"377/86","2.0","4.0",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2009-04-23,"377/86","1.41","4.59",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2009-05-22,"377/86","0.73","5.27",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2009-06-24,"377/86","0.58","5.42",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2009-07-23,"377/86",-1.06,"7.06",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2009-08-26,"377/86",-0.11,"6.11",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2009-09-24,"377/86","0.81","5.19",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2009-10-30,"377/86","1.34","4.66",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2009-11-19,"377/86","1.64","4.36",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2009-12-22,"377/86","2.07","3.93",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2010-01-14,"377/86","2.63","3.37",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2010-02-15,"377/86","2.72","3.28",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2010-06-18,"377/86","0.82","5.18",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2010-07-08,"377/86",-1.24,"7.24",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2010-08-16,"377/86",-1.04,"7.04",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2010-09-13,"377/86","0.42","5.58",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2010-10-07,"377/86","1.26","4.74",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2010-11-09,"377/86","1.82","4.18",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2010-12-15,"377/86","2.39","3.61",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2011-01-10,"377/86","3.18","2.82",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2011-02-14,"377/86","2.85","3.15",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2011-03-11,"377/86","2.53","3.47",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2011-04-19,"377/86","2.29","3.71",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2011-05-11,"377/86","2.1","3.9",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2011-06-24,"377/86",-0.42,"6.42",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2011-07-11,"377/86",-0.7,"6.7",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2011-08-18,"377/86",-0.55,"6.55",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2011-09-22,"377/86","0.95","5.05",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2011-10-17,"377/86","1.23","4.77",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2011-11-18,"377/86","2.2","3.8",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2011-12-23,"377/86","2.38","3.62",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2012-01-12,"377/86","2.43","3.57",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2012-02-09,"377/86","2.32","3.68",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2012-03-14,"377/86","2.17","3.83",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2012-04-19,"377/86","1.87","4.13",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2012-05-17,"377/86","1.66","4.34",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2012-07-12,"377/86",-2.08,"8.08",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2012-08-09,"377/86",-1.55,"7.55",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2012-09-21,"377/86","0.46","5.54",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2012-11-08,"377/86","1.96","4.04",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2012-12-14,"377/86","2.2","3.8",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2013-01-10,"377/86","2.3","3.7",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2013-02-18,"377/86","2.44","3.56",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2013-03-21,"377/86","2.93","3.07",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2013-04-24,"377/86","2.69","3.31",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2013-05-21,"377/86","2.02","3.98",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2013-06-13,"377/86","0.9","5.1",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2013-07-18,"377/86",-1.4,"7.4",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2013-08-13,"377/86",-1.54,"7.54",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2013-09-12,"377/86","0.07","5.93",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2013-10-10,"377/86","1.32","4.68",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2013-11-21,"377/86","2.03","3.97",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2013-12-16,"377/86","1.79","4.21",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2014-01-24,"377/86","2.6","3.4",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2014-02-20,"377/86","3.38","2.62",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2014-04-24,"377/86","2.74","3.26",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2014-05-30,"377/86","1.22","4.78",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2014-06-27,"377/86","0.54","5.46",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2014-07-25,"377/86",-1.0,"7.0",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2014-08-25,"377/86",-0.13,"6.13",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2014-10-17,"377/86","1.86","4.14",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2014-11-24,"377/86","2.35","3.65",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2015-01-29,"377/86","2.46","3.54",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2015-02-16,"377/86","2.58","3.42",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2015-03-16,"377/86","2.46","3.54",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2015-04-16,"377/86","1.97","4.03",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2015-05-28,"377/86",-0.7,"6.7",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2015-06-30,"377/86",-1.78,"7.78",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2015-07-30,"377/86",-1.54,"7.54",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2015-08-24,"377/86",-0.29,"6.29",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2015-10-15,"377/86","1.3","4.7",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2016-02-29,"377/86","2.41","3.59",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2016-04-28,"377/86","2.3","3.7",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2016-05-25,"377/86","1.88","4.12",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2016-06-24,"377/86",-0.78,"6.78",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2016-07-22,"377/86",-2.03,"8.03",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2016-08-25,"377/86",-0.78,"6.78",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2016-10-18,"377/86","1.28","4.72",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2016-11-29,"377/86","1.9","4.1",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2016-12-30,"377/86","2.03","3.97",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2017-01-23,"377/86","2.21","3.79",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2017-02-21,"377/86","2.32","3.68",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2017-03-29,"377/86","2.38","3.62",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2017-04-26,"377/86","1.28","4.72",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2017-05-29,"377/86","0.48","5.52",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2017-06-29,"377/86",-1.69,"7.69",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2017-07-25,"377/86",-1.65,"7.65",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2017-08-28,"377/86",-0.05,"6.05",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2017-10-28,"377/86","1.23","4.77",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2017-11-30,"377/86","1.67","4.33",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2017-12-29,"377/86","1.78","4.22",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2018-01-31,"377/86","1.82","4.18",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2018-02-28,"377/86","2.21","3.79",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2018-04-02,"377/86","2.46","3.54",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2018-04-30,"377/86","2.41","3.59",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2018-05-28,"377/86","1.7","4.3",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2018-06-25,"377/86","0.83","5.17",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2018-07-30,"377/86",-1.2,"7.2",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2018-08-27,"377/86",-0.79,"6.79",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2018-10-29,"377/86","1.32","4.68",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2018-11-30,"377/86","1.97","4.03",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2019-01-15,"377/86","2.18","3.82",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2019-02-05,"377/86","2.2","3.8",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2019-03-22,"377/86","2.19","3.81",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2019-04-29,"377/86","1.91","4.09",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2019-05-24,"377/86","0.53","5.47",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2019-06-28,"377/86",-1.48,"7.48",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2019-07-30,"377/86",-1.95,"7.95",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2019-09-17,"377/86","0.28","5.72",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2020-01-29,"377/86","2.22","3.78",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2020-02-27,"377/86","2.2","3.8",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2020-04-28,"377/86","2.3","3.7",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2020-06-25,"377/86",-0.62,"6.62",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2020-07-29,"377/86",-1.78,"7.78",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2020-08-26,"377/86",-0.37,"6.37",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2020-09-24,"377/86","0.85","5.15",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2020-10-28,"377/86","1.42","4.58",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2020-11-26,"377/86","1.98","4.02",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2021-01-22,"377/86","2.33","3.67",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2021-02-23,"377/86","3.58","2.42",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2021-03-26,"377/86","2.58","3.42",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2021-04-29,"377/86","2.43","3.57",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2021-05-26,"377/86","1.15","4.85",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2021-06-24,"377/86",-0.42,"6.42",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2021-07-22,"377/86",-1.16,"7.16",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2021-08-24,"377/86",-0.3,"6.3",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2021-09-24,"377/86","0.8","5.2",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2021-10-21,"377/86","1.18","4.82",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2021-12-23,"377/86","1.83","4.17",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2022-01-27,"377/86","2.03","3.97",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2022-02-25,"377/86","1.96","4.04",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2022-03-18,"377/86","1.95","4.05",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2022-04-22,"377/86","1.92","4.08",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2022-05-20,"377/86","0.92","5.08",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2022-06-27,"377/86",-0.48,"6.48",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2022-07-28,"377/86",-1.5,"7.5",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2022-08-26,"377/86",-0.35,"6.35",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2022-10-21,"377/86","1.15","4.85",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2022-11-30,"377/86","1.64","4.36",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2023-01-20,"377/86","2.54","3.46",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2023-02-17,"377/86","2.5","3.5",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2023-03-31,"377/86","2.12","3.88",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2023-04-19,"377/86","1.55","4.45",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2023-05-24,"377/86","0.6","5.4",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2023-06-28,"377/86",-0.75,"6.75",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2023-07-07,"377/86",-1.2,"7.2",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2023-08-16,"377/86",-0.46,"6.46",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2023-09-14,"377/86","0.54","5.46",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2023-10-19,"377/86","1.26","4.74",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2023-11-09,"377/86","1.61","4.39",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2023-11-23,"377/86","1.72","4.28",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2023-12-06,"377/86","1.92","4.08",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2024-01-19,"377/86","2.4","3.6",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2024-02-09,"377/86","2.54","3.46",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2024-03-07,"377/86","2.56","3.44",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2024-04-04,"377/86","2.73","3.27",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2024-05-02,"377/86","2.0","4.0",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2024-06-07,"377/86","0.52","5.48",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2024-07-04,"377/86","0.51","5.49",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2024-08-01,"377/86",-0.63,"6.63",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2024-09-10,"377/86","0.47","5.53",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
2024-10-03,"377/86","0.95","5.05",144320,234440,6,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA
