"data","codigo","nivel_piezometrico","profundidade_nivel_agua","coord_x_m","coord_y_m","altitude_m","sistema_aquifero","estado","freguesia"
1999-12-01,"330/183","13.18","7.82",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2000-01-01,"330/183","13.34","7.66",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2000-02-01,"330/183","13.4","7.6",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2000-03-01,"330/183","13.54","7.46",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2000-04-01,"330/183","13.71","7.29",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2000-05-01,"330/183","14.34","6.66",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2000-06-01,"330/183","13.5","7.5",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2000-07-01,"330/183","12.6","8.4",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2000-08-01,"330/183","11.59","9.41",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2000-09-01,"330/183","11.3","9.7",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2000-10-01,"330/183","11.77","9.23",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2000-11-01,"330/183","11.98","9.02",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2000-12-01,"330/183","19.07","1.93",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2001-03-21,"330/183","20.8","0.2",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2001-06-18,"330/183","16.9","4.1",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2002-04-19,"330/183","14.52","6.48",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2002-05-31,"330/183","13.41","7.59",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2002-06-14,"330/183","12.79","8.21",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2002-07-05,"330/183","11.62","9.38",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2003-07-24,"330/183","13.86","7.14",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2003-08-25,"330/183","12.85","8.15",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2003-09-27,"330/183","11.74","9.26",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2003-10-27,"330/183","21.0","0.0",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2003-11-25,"330/183","21.0","0.0",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2004-01-03,"330/183","20.1","0.9",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2005-02-03,"330/183","17.25","3.75",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2005-04-07,"330/183","20.03","0.97",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2005-05-12,"330/183","16.53","4.47",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2005-06-09,"330/183","15.56","5.44",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2005-07-08,"330/183","14.7","6.3",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2005-08-05,"330/183","13.77","7.23",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2005-09-08,"330/183","12.83","8.17",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2006-01-09,"330/183","18.17","2.83",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2006-02-06,"330/183","19.24","1.76",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2006-03-07,"330/183","19.99","1.01",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2006-04-06,"330/183","20.05","0.95",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2006-05-04,"330/183","19.92","1.08",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2006-06-05,"330/183","19.63","1.37",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2006-07-07,"330/183","19.43","1.57",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2006-08-04,"330/183","18.11","2.89",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2006-09-13,"330/183","20.0","1.0",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2006-10-12,"330/183","19.84","1.16",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2006-11-02,"330/183","20.0","1.0",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2006-12-12,"330/183","20.12","0.88",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2007-01-04,"330/183","20.1","0.9",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2007-02-05,"330/183","19.96","1.04",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2007-03-08,"330/183","20.16","0.84",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2007-04-12,"330/183","20.04","0.96",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2007-05-08,"330/183","20.06","0.94",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2007-06-06,"330/183","19.97","1.03",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2007-07-05,"330/183","19.95","1.05",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2007-08-09,"330/183","19.89","1.11",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2007-09-07,"330/183","19.92","1.08",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2007-10-04,"330/183","19.2","1.8",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2007-11-07,"330/183","20.06","0.94",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2007-12-06,"330/183","20.03","0.97",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2008-01-03,"330/183","20.36","0.64",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2008-02-07,"330/183","19.97","1.03",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2008-03-05,"330/183","19.9","1.1",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2008-04-07,"330/183","20.03","0.97",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2008-05-08,"330/183","19.94","1.06",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2008-06-05,"330/183","20.06","0.94",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2008-07-03,"330/183","19.95","1.05",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2008-08-06,"330/183","19.29","1.71",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2008-09-04,"330/183","18.04","2.96",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2008-10-06,"330/183","18.9","2.1",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2008-11-11,"330/183","17.46","3.54",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2008-12-03,"330/183","18.13","2.87",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2009-01-12,"330/183","12.58","8.42",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2009-02-05,"330/183","16.14","4.86",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2009-03-13,"330/183","11.94","9.06",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2009-04-08,"330/183","10.86","10.14",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2009-05-08,"330/183","12.57","8.43",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2009-06-12,"330/183","11.5","9.5",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2009-07-09,"330/183","11.11","9.89",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2009-08-10,"330/183","10.14","10.86",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2009-09-03,"330/183","9.57","11.43",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2009-10-09,"330/183","17.08","3.92",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2009-11-05,"330/183","15.44","5.56",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2009-12-03,"330/183","12.48","8.52",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2010-01-07,"330/183","19.95","1.05",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2010-02-04,"330/183","19.52","1.48",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2010-03-05,"330/183","19.88","1.12",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2010-04-08,"330/183","19.95","1.05",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2010-05-06,"330/183","19.84","1.16",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2010-06-07,"330/183","19.1","1.9",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2010-07-05,"330/183","18.72","2.28",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2010-08-10,"330/183","18.0","3.0",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2010-09-06,"330/183","17.44","3.56",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2010-10-04,"330/183","20.08","0.92",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2010-11-05,"330/183","19.88","1.12",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2010-12-07,"330/183","20.17","0.83",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2011-01-06,"330/183","20.12","0.88",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2011-02-21,"330/183","20.07","0.93",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2011-03-21,"330/183","19.96","1.04",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2011-04-30,"330/183","20.03","0.97",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2011-05-23,"330/183","19.88","1.12",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2011-06-27,"330/183","19.32","1.68",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2011-07-13,"330/183","19.02","1.98",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2011-08-23,"330/183","18.45","2.55",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2011-09-26,"330/183","19.56","1.44",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2011-10-27,"330/183","19.8","1.2",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2011-11-23,"330/183","20.03","0.97",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2011-12-22,"330/183","19.65","1.35",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2012-01-23,"330/183","19.07","1.93",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2012-02-27,"330/183","18.55","2.45",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2012-03-28,"330/183","18.2","2.8",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2012-04-24,"330/183","17.84","3.16",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2012-05-31,"330/183","19.52","1.48",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2012-07-20,"330/183","18.76","2.24",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2012-08-16,"330/183","18.28","2.72",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2012-09-28,"330/183","17.38","3.62",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2012-11-29,"330/183","19.82","1.18",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2012-12-21,"330/183","19.82","1.18",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2013-01-18,"330/183","19.53","1.47",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2013-02-27,"330/183","19.84","1.16",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2013-03-28,"330/183","20.12","0.88",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2013-04-30,"330/183","19.66","1.34",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2013-05-23,"330/183","19.4","1.6",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2013-06-28,"330/183","19.0","2.0",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2013-07-29,"330/183","18.54","2.46",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2013-08-27,"330/183","18.37","2.63",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2013-09-26,"330/183","17.23","3.77",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2013-10-24,"330/183","20.02","0.98",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2013-11-25,"330/183","19.4","1.6",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2013-12-17,"330/183","18.68","2.32",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2014-01-28,"330/183","19.89","1.11",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2014-02-24,"330/183","19.83","1.17",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2014-04-16,"330/183","19.15","1.85",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2014-05-16,"330/183","18.76","2.24",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2014-06-09,"330/183","19.01","1.99",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2014-07-18,"330/183","19.57","1.43",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2014-08-28,"330/183","19.02","1.98",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2014-10-24,"330/183","19.98","1.02",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2014-11-27,"330/183",(>)21.00,(<)0.00,170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2015-01-29,"330/183","19.86","1.14",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2015-02-26,"330/183","19.52","1.48",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2015-03-26,"330/183","19.31","1.69",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2015-04-27,"330/183","19.04","1.96",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2015-05-29,"330/183","18.79","2.21",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2015-06-25,"330/183","18.58","2.42",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2015-07-31,"330/183","18.24","2.76",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2015-08-28,"330/183","17.99","3.01",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2015-09-23,"330/183","17.76","3.24",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2015-10-16,"330/183","19.85","1.15",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2016-02-26,"330/183","19.75","1.25",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2016-04-29,"330/183","19.76","1.24",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2016-05-31,"330/183","19.69","1.31",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2016-06-29,"330/183","19.44","1.56",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2016-08-30,"330/183","18.83","2.17",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2016-10-27,"330/183","18.25","2.75",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2016-11-30,"330/183","19.81","1.19",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2016-12-29,"330/183","19.73","1.27",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2017-01-20,"330/183","19.48","1.52",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2017-02-22,"330/183","19.68","1.32",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2017-03-28,"330/183","19.64","1.36",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2017-04-27,"330/183","19.38","1.62",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2017-05-30,"330/183","19.73","1.27",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2017-06-28,"330/183","19.46","1.54",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2017-07-26,"330/183","19.18","1.82",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2017-08-29,"330/183","18.89","2.11",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2017-10-29,"330/183","18.33","2.67",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2017-11-29,"330/183","18.97","2.03",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2017-12-28,"330/183","19.68","1.32",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2018-01-30,"330/183","19.72","1.28",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2018-02-27,"330/183","19.41","1.59",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2018-04-27,"330/183","19.78","1.22",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2018-05-29,"330/183","19.54","1.46",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2018-06-28,"330/183","19.36","1.64",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2018-07-31,"330/183","19.15","1.85",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2018-08-30,"330/183","19.95","1.05",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2018-10-26,"330/183","19.96","1.04",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2019-01-04,"330/183","19.93","1.07",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2019-02-01,"330/183","19.22","1.78",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2019-03-28,"330/183","17.97","3.03",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2019-04-30,"330/183","19.82","1.18",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2019-05-28,"330/183","18.17","2.83",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2019-06-28,"330/183","15.81","5.19",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2019-07-26,"330/183","14.07","6.93",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2019-09-20,"330/183","11.34","9.66",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2020-01-30,"330/183","19.88","1.12",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2020-02-28,"330/183","19.17","1.83",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2020-04-29,"330/183","19.78","1.22",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2020-06-26,"330/183","19.25","1.75",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2020-08-28,"330/183","18.01","2.99",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2020-09-30,"330/183","19.56","1.44",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2020-10-29,"330/183","19.96","1.04",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2020-11-27,"330/183","19.97","1.03",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2021-01-26,"330/183","19.99","1.01",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2021-02-26,"330/183","19.99","1.01",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2021-03-30,"330/183","19.74","1.26",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2021-04-28,"330/183","19.88","1.12",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2021-05-27,"330/183","19.78","1.22",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2021-06-25,"330/183","19.6","1.4",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2021-07-30,"330/183","19.35","1.65",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2021-08-26,"330/183","19.17","1.83",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2021-09-30,"330/183","19.83","1.17",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2021-10-28,"330/183","19.58","1.42",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2021-12-29,"330/183","19.9","1.1",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2022-01-28,"330/183","19.63","1.37",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2022-02-28,"330/183","19.41","1.59",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2022-03-31,"330/183","19.87","1.13",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2022-04-28,"330/183","19.86","1.14",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2022-05-27,"330/183","19.66","1.34",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2022-06-30,"330/183","19.43","1.57",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2022-07-29,"330/183","19.24","1.76",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2022-08-30,"330/183","19.02","1.98",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2022-10-28,"330/183","19.94","1.06",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2022-11-29,"330/183","20.0","1.0",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2023-01-24,"330/183","20.05","0.95",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2023-02-23,"330/183","20.02","0.98",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2023-04-05,"330/183","20.02","0.98",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2023-04-24,"330/183","20.02","0.98",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2023-05-25,"330/183","19.94","1.06",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2023-06-29,"330/183","19.76","1.24",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2023-07-13,"330/183","19.64","1.36",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2023-08-17,"330/183","19.38","1.62",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2023-09-15,"330/183","19.17","1.83",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2023-10-20,"330/183","19.4","1.6",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2023-11-16,"330/183","19.76","1.24",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2023-11-29,"330/183","19.65","1.35",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2023-12-07,"330/183","19.84","1.16",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2024-01-25,"330/183","19.9","1.1",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2024-02-15,"330/183","19.86","1.14",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2024-03-08,"330/183","19.7","1.3",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2024-04-05,"330/183","19.87","1.13",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2024-05-03,"330/183","19.7","1.3",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2024-06-06,"330/183","19.49","1.51",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2024-07-11,"330/183","19.29","1.71",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2024-08-02,"330/183","19.18","1.82",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2024-09-09,"330/183","18.96","2.04",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2024-10-04,"330/183","18.8","2.2",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2024-11-07,"330/183","18.63","2.37",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2024-12-06,"330/183","19.82","1.18",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2025-01-10,"330/183","19.53","1.47",170980,270910,21,T7 - ALUVIÕES DO TEJO,,GOLEGÃ
2016-11-09,"331/15","60.31","14.69",193296,278102,75,T7 - ALUVIÕES DO TEJO,EM RESERVA,ABRANTES (SÃO VICENTE)
2016-12-20,"331/15","59.68","15.32",193296,278102,75,T7 - ALUVIÕES DO TEJO,EM RESERVA,ABRANTES (SÃO VICENTE)
2017-01-26,"331/15","59.71","15.29",193296,278102,75,T7 - ALUVIÕES DO TEJO,EM RESERVA,ABRANTES (SÃO VICENTE)
2017-02-17,"331/15","59.83","15.17",193296,278102,75,T7 - ALUVIÕES DO TEJO,EM RESERVA,ABRANTES (SÃO VICENTE)
2017-04-17,"331/15","59.98","15.02",193296,278102,75,T7 - ALUVIÕES DO TEJO,EM RESERVA,ABRANTES (SÃO VICENTE)
2017-05-17,"331/15","59.92","15.08",193296,278102,75,T7 - ALUVIÕES DO TEJO,EM RESERVA,ABRANTES (SÃO VICENTE)
2017-07-06,"331/15","59.53","15.47",193296,278102,75,T7 - ALUVIÕES DO TEJO,EM RESERVA,ABRANTES (SÃO VICENTE)
