,count,mean,std,min,25%,50%,75%,max
temp_max_c,555930.0,22.91195297241211,6.503143310546875,6.909999847412109,17.399999618530273,22.09000015258789,27.899999618530273,46.099998474121094
temp_min_c,555930.0,11.583539962768555,4.476110458374023,-4.420000076293945,8.389999389648438,11.769999504089355,15.089999198913574,28.68000030517578
temp_mean_c,555930.0,17.247751235961914,5.187849998474121,2.4499998092651367,13.084999084472656,16.924999237060547,21.375,35.00499725341797
