"data","localizacao","condutividade","condcamp20c"
2006-04-19 00:00:00.000,"406/98",,219.0
2006-10-30 00:00:00.000,"406/98",,229.0
2007-04-10 00:00:00.000,"406/98",,220.0
2008-10-14 00:00:00.000,"406/98",,220.0
2009-05-12 00:00:00.000,"406/98",,240.0
2012-10-22 11:17:00.000,"406/98",240.0,
2013-03-12 00:00:00.000,"407/36",172.0,
2013-09-10 00:00:00.000,"407/36",190.0,
2014-06-17 00:00:00.000,"407/36",175.0,
2014-10-30 00:00:00.000,"407/36",207.0,
2015-05-27 00:00:00.000,"407/36",195.0,
2016-05-27 00:00:00.000,"407/36",165.0,
2016-10-04 00:00:00.000,"407/36",177.0,
2000-04-03 00:00:00.000,"407/45",,231.0
2000-10-23 00:00:00.000,"407/45",,201.0
2001-03-27 00:00:00.000,"407/45",,197.0
2001-10-29 13:00:00.000,"407/45",,193.0
2002-03-18 00:00:00.000,"407/45",,219.0
2002-10-15 00:00:00.000,"407/45",,232.0
2003-03-31 00:00:00.000,"407/45",,209.0
2006-04-19 00:00:00.000,"407/45",,224.0
2006-10-30 00:00:00.000,"407/45",,234.0
2007-04-10 00:00:00.000,"407/45",,210.0
2008-10-14 00:00:00.000,"407/45",,240.0
2009-05-12 00:00:00.000,"407/45",,220.0
2013-10-08 00:00:00.000,"407/45",230.0,
2014-10-07 00:00:00.000,"407/45",234.0,
2015-05-27 00:00:00.000,"407/45",267.0,
2016-06-07 00:00:00.000,"407/45",254.0,
2016-10-04 00:00:00.000,"407/45",257.0,
2005-10-07 00:00:00.000,"408/AG78",,446.0
2006-04-17 00:00:00.000,"408/AG78",,357.0
2007-03-15 00:00:00.000,"408/AG78",,450.0
2007-10-25 00:00:00.000,"408/AG78",,350.0
2008-03-27 00:00:00.000,"408/AG78",,400.0
2008-10-23 00:00:00.000,"408/AG78",,320.0
2009-05-07 00:00:00.000,"408/AG78",,380.0
2009-09-24 00:00:00.000,"408/AG78",,300.0
2006-03-29 00:00:00.000,"420/105",,234.0
2007-03-13 00:00:00.000,"420/105",,230.0
2007-10-22 00:00:00.000,"420/105",,230.0
2008-03-31 00:00:00.000,"420/105",,230.0
2000-04-03 00:00:00.000,"420/77",,246.0
2000-10-23 00:00:00.000,"420/77",,162.0
2002-03-18 00:00:00.000,"420/77",,178.0
2002-10-15 00:00:00.000,"420/77",,193.0
2014-06-03 00:00:00.000,"420/77",217.0,
2016-06-07 00:00:00.000,"420/77",242.0,
2016-11-03 00:00:00.000,"420/77",230.0,
2005-10-07 00:00:00.000,"420/AG69",,137.0
2007-03-15 00:00:00.000,"420/AG69",,140.0
2007-10-25 00:00:00.000,"420/AG69",,140.0
2008-10-23 00:00:00.000,"420/AG69",,130.0
2009-05-07 00:00:00.000,"420/AG69",,140.0
2009-09-24 00:00:00.000,"420/AG69",,120.0
2000-04-03 00:00:00.000,"421/46",,157.0
2000-10-23 00:00:00.000,"421/46",,135.0
2001-03-27 00:00:00.000,"421/46",,133.0
2002-03-18 00:00:00.000,"421/46",,147.0
2002-10-15 00:00:00.000,"421/46",,150.0
2003-03-31 00:00:00.000,"421/46",,143.0
2004-10-26 00:00:00.000,"421/46",,190.0
2006-04-19 00:00:00.000,"421/46",,158.0
2006-10-30 00:00:00.000,"421/46",,164.0
2007-04-10 00:00:00.000,"421/46",,160.0
2008-10-14 00:00:00.000,"421/46",,160.0
2009-05-12 00:00:00.000,"421/46",,160.0
2012-10-22 10:40:00.000,"421/46",170.0,
2013-02-05 00:00:00.000,"421/46",169.0,
2014-05-06 00:00:00.000,"421/46",175.0,
2015-06-25 00:00:00.000,"421/46",202.0,
2016-07-05 00:00:00.000,"421/46",190.0,
2016-11-03 00:00:00.000,"421/46",180.0,
2017-07-04 00:00:00.000,"421/46",177.0,
2017-10-03 00:00:00.000,"421/46",182.0,
2018-06-12 00:00:00.000,"421/46",175.0,
2018-10-10 00:00:00.000,"421/46",187.0,
2019-09-18 00:00:00.000,"421/46",171.0,
2020-07-01 00:00:00.000,"421/46",186.0,
2020-11-19 00:00:00.000,"421/46",186.0,
2021-06-16 00:00:00.000,"421/46",189.0,
2021-10-21 00:00:00.000,"421/46",195.0,
2022-06-14 00:00:00.000,"421/46",197.0,
2022-10-20 00:00:00.000,"421/46",188.0,
2023-04-20 00:00:00.000,"421/46",190.0,
2000-03-08 00:00:00.000,"432/549",,406.0
2000-09-25 00:00:00.000,"432/549",,353.0
2001-02-19 00:00:00.000,"432/549",,274.0
2001-09-19 15:00:00.000,"432/549",,350.0
2002-02-25 14:30:00.000,"432/549",,355.0
2002-09-18 00:00:00.000,"432/549",,306.0
2003-03-24 00:00:00.000,"432/549",,185.0
2003-09-23 00:00:00.000,"432/549",,399.0
2004-02-17 00:00:00.000,"432/549",,310.0
2004-09-22 00:00:00.000,"432/549",,321.0
2006-03-20 00:00:00.000,"432/549",,372.0
2006-11-08 00:00:00.000,"432/549",,372.0
2007-03-01 00:00:00.000,"432/549",,370.0
2007-09-27 00:00:00.000,"432/549",,380.0
2008-03-03 00:00:00.000,"432/549",,370.0
2008-09-22 00:00:00.000,"432/549",,400.0
2017-09-27 00:00:00.000,"432/549",350.0,
2019-05-22 00:00:00.000,"432/549",360.0,
2019-09-25 00:00:00.000,"432/549",350.0,
2020-06-23 00:00:00.000,"432/549",540.0,
2020-09-30 00:00:00.000,"432/549",490.0,
2021-06-23 00:00:00.000,"432/549",466.0,
2021-09-29 00:00:00.000,"432/549",391.0,
2022-05-25 00:00:00.000,"432/549",365.0,
2022-08-31 00:00:00.000,"432/549",397.0,
2023-05-24 00:00:00.000,"432/549",428.0,
2023-08-30 00:00:00.000,"432/549",405.0,
2000-03-08 00:00:00.000,"432/724",,318.0
2000-09-25 00:00:00.000,"432/724",,350.0
2001-02-19 00:00:00.000,"432/724",,407.0
2001-09-19 14:30:00.000,"432/724",,369.0
2002-02-25 14:00:00.000,"432/724",,380.0
2003-03-24 00:00:00.000,"432/724",,334.0
2003-09-23 00:00:00.000,"432/724",,334.0
2004-02-17 00:00:00.000,"432/724",,350.0
2004-09-22 00:00:00.000,"432/724",,315.0
2006-03-20 00:00:00.000,"432/724",,338.0
2006-11-08 00:00:00.000,"432/724",,367.0
2007-03-01 00:00:00.000,"432/724",,340.0
2007-09-27 00:00:00.000,"432/724",,350.0
2008-09-22 00:00:00.000,"432/724",,360.0
2000-04-03 00:00:00.000,"432/740",,377.0
2000-10-23 00:00:00.000,"432/740",,345.0
2001-03-26 00:00:00.000,"432/740",,349.0
2001-10-22 11:10:00.000,"432/740",,388.0
2002-10-28 00:00:00.000,"432/740",,354.0
2003-03-24 00:00:00.000,"432/740",,347.0
2004-09-22 00:00:00.000,"432/740",,413.0
2006-03-29 00:00:00.000,"432/740",,462.0
2006-11-13 00:00:00.000,"432/740",,436.0
2007-03-13 00:00:00.000,"432/740",,400.0
2007-10-22 00:00:00.000,"432/740",,410.0
2008-03-27 00:00:00.000,"432/740",,410.0
2012-11-05 14:50:00.000,"432/740",440.0,
2004-09-22 00:00:00.000,"432/787",,651.0
2018-01-03 00:00:00.000,"432/963",980.0,
2019-04-23 00:00:00.000,"432/963",710.0,
2019-10-10 00:00:00.000,"432/963",900.0,
2020-05-27 00:00:00.000,"432/963",730.0,
2020-09-16 00:00:00.000,"432/963",720.0,
2021-05-26 00:00:00.000,"432/963",771.0,
2021-09-15 00:00:00.000,"432/963",555.0,
2022-06-08 00:00:00.000,"432/963",1215.0,
2022-09-14 00:00:00.000,"432/963",1027.0,
2023-06-21 00:00:00.000,"432/963",1306.0,
2023-09-13 00:00:00.000,"432/963",937.0,
2005-10-07 00:00:00.000,"433/AG50",,430.0
2006-04-19 00:00:00.000,"433/AG50",,664.0
2007-03-22 00:00:00.000,"433/AG50",,720.0
2007-11-15 00:00:00.000,"433/AG50",,470.0
2008-04-21 00:00:00.000,"433/AG50",,240.0
2005-10-07 00:00:00.000,"433/AG74",,219.0
2006-03-20 00:00:00.000,"433/AG74",,201.0
2007-09-27 00:00:00.000,"433/AG74",,200.0
2008-03-03 00:00:00.000,"433/AG74",,200.0
2008-09-22 00:00:00.000,"433/AG74",,210.0
2005-10-07 00:00:00.000,"433/AG76",,828.0
2006-04-19 00:00:00.000,"433/AG76",,1043.0
2007-03-22 00:00:00.000,"433/AG76",,620.0
2007-11-15 00:00:00.000,"433/AG76",,610.0
2008-04-21 00:00:00.000,"433/AG76",,670.0
2021-04-19 00:00:00.000,"434/2",383.0,
2021-10-04 00:00:00.000,"434/2",385.0,
2022-04-19 00:00:00.000,"434/2",400.0,
2022-10-24 00:00:00.000,"434/2",402.0,
2023-04-10 00:00:00.000,"434/2",408.0,
2021-04-19 00:00:00.000,"434/3",192.0,
2021-10-04 00:00:00.000,"434/3",302.0,
2022-04-19 00:00:00.000,"434/3",288.0,
2022-10-24 00:00:00.000,"434/3",262.1,
2023-04-10 00:00:00.000,"434/3",294.0,
2021-04-19 00:00:00.000,"434/307",289.0,
2021-10-04 00:00:00.000,"434/307",320.0,
2022-04-19 00:00:00.000,"434/307",322.0,
2022-10-24 00:00:00.000,"434/307",322.0,
2023-04-10 00:00:00.000,"434/307",324.0,
2021-04-19 00:00:00.000,"434/4",328.0,
2021-10-04 00:00:00.000,"434/4",411.0,
2022-04-19 00:00:00.000,"434/4",408.0,
2022-10-24 00:00:00.000,"434/4",419.0,
2023-04-10 00:00:00.000,"434/4",425.0,
2005-10-07 00:00:00.000,"434/AG54",,268.0
2006-03-29 00:00:00.000,"434/AG54",,147.0
2007-03-13 00:00:00.000,"434/AG54",,160.0
2007-10-22 00:00:00.000,"434/AG54",,170.0
2008-03-31 00:00:00.000,"434/AG54",,160.0
2021-04-19 00:00:00.000,"435/29",130.0,
2022-04-19 00:00:00.000,"435/29",129.9,
2022-10-24 00:00:00.000,"435/29",132.0,
2023-04-10 00:00:00.000,"435/29",135.4,
2021-10-04 00:00:00.000,"435/30",159.0,
2022-04-19 00:00:00.000,"435/30",156.6,
2022-10-24 00:00:00.000,"435/30",159.5,
2023-04-10 00:00:00.000,"435/30",159.6,
2021-04-19 00:00:00.000,"435/33",178.0,
2021-10-04 00:00:00.000,"435/33",212.0,
2022-04-19 00:00:00.000,"435/33",203.3,
2022-10-24 00:00:00.000,"435/33",219.0,
2023-04-10 00:00:00.000,"435/33",213.6,
2021-04-19 00:00:00.000,"435/34",166.0,
2021-10-04 00:00:00.000,"435/34",167.0,
2022-04-19 00:00:00.000,"435/34",164.2,
2022-10-24 00:00:00.000,"435/34",169.7,
2023-04-10 00:00:00.000,"435/34",169.6,
2000-03-15 00:00:00.000,"442/334",,323.0
2000-10-02 00:00:00.000,"442/334",,345.0
2001-09-25 12:10:00.000,"442/334",,354.0
2002-09-30 00:00:00.000,"442/334",,442.0
2003-09-29 00:00:00.000,"442/334",,417.0
2004-03-30 00:00:00.000,"442/334",,392.0
2004-09-27 00:00:00.000,"442/334",,405.0
2006-02-15 00:00:00.000,"442/334",,421.0
2006-09-12 00:00:00.000,"442/334",,429.0
2007-02-14 00:00:00.000,"442/334",,430.0
2007-10-08 00:00:00.000,"442/334",,430.0
2008-02-26 00:00:00.000,"442/334",,430.0
2000-03-01 00:00:00.000,"442/412",,270.0
2000-09-18 00:00:00.000,"442/412",,218.0
2001-02-12 00:00:00.000,"442/412",,215.0
2001-09-03 14:30:00.000,"442/412",,227.0
2002-09-02 00:00:00.000,"442/412",,206.0
2003-03-12 00:00:00.000,"442/412",,223.0
2003-09-01 00:00:00.000,"442/412",,298.0
2004-03-01 00:00:00.000,"442/412",,207.0
2004-09-06 00:00:00.000,"442/412",,247.0
2006-02-13 00:00:00.000,"442/412",,248.0
2007-02-12 00:00:00.000,"442/412",,210.0
2007-09-18 00:00:00.000,"442/412",,210.0
2008-02-20 00:00:00.000,"442/412",,220.0
2016-10-11 00:00:00.000,"442/412",173.0,
2017-04-26 00:00:00.000,"442/412",300.0,
2017-10-17 00:00:00.000,"442/412",280.0,
2018-02-15 00:00:00.000,"442/412",270.0,
2018-04-24 00:00:00.000,"442/412",260.0,
2018-08-28 00:00:00.000,"442/412",240.0,
2018-10-30 00:00:00.000,"442/412",270.0,
2018-12-18 00:00:00.000,"442/412",270.0,
2019-02-14 00:00:00.000,"442/412",260.0,
2019-04-23 00:00:00.000,"442/412",250.0,
2019-06-12 00:00:00.000,"442/412",260.0,
2019-09-10 00:00:00.000,"442/412",230.0,
2019-10-01 00:00:00.000,"442/412",260.0,
2019-12-27 00:00:00.000,"442/412",170.0,
2020-02-27 00:00:00.000,"442/412",240.0,
2020-04-14 00:00:00.000,"442/412",240.0,
2020-06-30 00:00:00.000,"442/412",150.0,
2020-08-12 00:00:00.000,"442/412",240.0,
2020-10-13 00:00:00.000,"442/412",290.0,
2021-01-12 00:00:00.000,"442/412",270.0,
2021-03-29 00:00:00.000,"442/412",160.0,
2021-11-30 00:00:00.000,"442/412",188.0,
2001-04-09 00:00:00.000,"442/453",,366.0
2001-10-15 00:00:00.000,"442/453",,365.0
2002-04-08 00:00:00.000,"442/453",,397.0
2002-10-21 00:00:00.000,"442/453",,366.0
2003-10-21 00:00:00.000,"442/453",,634.0
2004-03-08 00:00:00.000,"442/453",,419.0
2004-10-11 00:00:00.000,"442/453",,431.0
2006-03-27 00:00:00.000,"442/453",,438.0
2006-10-11 00:00:00.000,"442/453",,468.0
2007-04-10 00:00:00.000,"442/453",,500.0
2007-10-09 00:00:00.000,"442/453",,450.0
2008-03-10 00:00:00.000,"442/453",,490.0
2002-04-08 00:00:00.000,"442/483",,250.0
2003-10-21 00:00:00.000,"442/483",,269.0
2000-03-27 00:00:00.000,"442/484",,285.0
2000-10-16 00:00:00.000,"442/484",,242.0
2001-04-09 11:30:00.000,"442/484",,240.0
2001-10-15 11:45:00.000,"442/484",,243.0
2002-04-08 00:00:00.000,"442/484",,272.0
2002-10-21 00:00:00.000,"442/484",,241.0
2003-10-21 00:00:00.000,"442/484",,290.0
2004-03-08 00:00:00.000,"442/484",,265.0
2004-10-11 00:00:00.000,"442/484",,259.0
2006-03-27 00:00:00.000,"442/484",,261.0
2006-10-11 00:00:00.000,"442/484",,255.0
2007-04-10 00:00:00.000,"442/484",,260.0
2007-10-09 00:00:00.000,"442/484",,250.0
2000-03-27 00:00:00.000,"442/485",,433.0
2000-10-16 00:00:00.000,"442/485",,372.0
2000-11-16 00:00:00.000,"442/485",,412.0
2001-04-09 11:45:00.000,"442/485",,370.0
2001-05-17 11:00:00.000,"442/485",,372.0
2001-10-15 12:50:00.000,"442/485",,366.0
2002-04-08 00:00:00.000,"442/485",,388.0
2003-10-21 00:00:00.000,"442/485",,427.0
2004-03-08 00:00:00.000,"442/485",,381.0
2004-10-11 00:00:00.000,"442/485",,382.0
2006-03-27 00:00:00.000,"442/485",,378.0
2006-10-11 00:00:00.000,"442/485",,379.0
2000-03-15 00:00:00.000,"442/487",,531.0
2000-10-02 00:00:00.000,"442/487",,465.0
2001-03-19 00:00:00.000,"442/487",,510.0
2001-09-25 11:50:00.000,"442/487",,455.0
2002-09-30 00:00:00.000,"442/487",,558.0
2003-03-17 00:00:00.000,"442/487",,464.0
2003-09-29 00:00:00.000,"442/487",,522.0
2004-03-30 00:00:00.000,"442/487",,495.0
2004-09-27 00:00:00.000,"442/487",,505.0
2006-02-15 00:00:00.000,"442/487",,514.0
2006-09-12 00:00:00.000,"442/487",,516.0
2000-03-15 00:00:00.000,"442/489",,660.0
2000-10-02 00:00:00.000,"442/489",,581.0
2001-03-19 00:00:00.000,"442/489",,599.0
2001-09-25 12:30:00.000,"442/489",,612.0
2002-09-30 00:00:00.000,"442/489",,750.0
2003-03-17 00:00:00.000,"442/489",,628.0
2003-09-29 00:00:00.000,"442/489",,541.0
2004-03-30 00:00:00.000,"442/489",,698.0
2004-09-27 00:00:00.000,"442/489",,711.0
2006-02-15 00:00:00.000,"442/489",,719.0
2006-09-12 00:00:00.000,"442/489",,725.0
2007-02-14 00:00:00.000,"442/489",,720.0
2007-10-08 00:00:00.000,"442/489",,720.0
2008-02-26 00:00:00.000,"442/489",,720.0
2000-03-15 00:00:00.000,"442/510",,571.0
2000-10-02 00:00:00.000,"442/510",,481.0
2001-03-19 00:00:00.000,"442/510",,375.0
2001-09-25 11:30:00.000,"442/510",,340.0
2002-09-30 00:00:00.000,"442/510",,499.0
2003-03-17 00:00:00.000,"442/510",,379.0
2003-09-29 00:00:00.000,"442/510",,552.0
2004-03-30 00:00:00.000,"442/510",,512.0
2004-09-27 00:00:00.000,"442/510",,517.0
2006-02-15 00:00:00.000,"442/510",,505.0
2006-09-12 00:00:00.000,"442/510",,503.0
2007-02-14 00:00:00.000,"442/510",,480.0
2007-10-08 00:00:00.000,"442/510",,560.0
2008-02-26 00:00:00.000,"442/510",,530.0
2000-03-27 00:00:00.000,"442/517",,298.0
2000-10-16 00:00:00.000,"442/517",,266.0
2001-04-09 10:30:00.000,"442/517",,267.0
2001-10-15 10:30:00.000,"442/517",,272.0
2002-04-08 00:00:00.000,"442/517",,294.0
2002-10-28 00:00:00.000,"442/517",,261.0
2003-10-21 00:00:00.000,"442/517",,320.0
2004-03-08 00:00:00.000,"442/517",,294.0
2004-10-11 00:00:00.000,"442/517",,377.0
2006-10-11 00:00:00.000,"442/517",,300.0
2007-04-10 00:00:00.000,"442/517",,290.0
2007-10-09 00:00:00.000,"442/517",,310.0
2008-03-10 00:00:00.000,"442/517",,290.0
2000-03-01 00:00:00.000,"442/536",,389.0
2000-09-18 00:00:00.000,"442/536",,336.0
2001-02-12 00:00:00.000,"442/536",,336.0
2001-09-03 14:15:00.000,"442/536",,339.0
2002-09-02 00:00:00.000,"442/536",,448.0
2003-03-12 00:00:00.000,"442/536",,336.0
2003-09-01 00:00:00.000,"442/536",,388.0
2004-03-01 00:00:00.000,"442/536",,358.0
2004-09-06 00:00:00.000,"442/536",,362.0
2006-02-13 00:00:00.000,"442/536",,360.0
2007-02-12 00:00:00.000,"442/536",,360.0
2007-09-18 00:00:00.000,"442/536",,370.0
2008-02-20 00:00:00.000,"442/536",,360.0
2016-04-12 00:00:00.000,"442/536",241.0,
2016-10-25 00:00:00.000,"442/536",258.0,
2017-04-13 00:00:00.000,"442/536",420.0,
2017-10-03 00:00:00.000,"442/536",320.0,
2018-04-12 00:00:00.000,"442/536",350.0,
2018-08-21 00:00:00.000,"442/536",320.0,
2018-10-23 00:00:00.000,"442/536",360.0,
2018-12-26 00:00:00.000,"442/536",370.0,
2019-02-26 00:00:00.000,"442/536",380.0,
2019-05-10 00:00:00.000,"442/536",360.0,
2019-06-12 00:00:00.000,"442/536",360.0,
2019-08-13 00:00:00.000,"442/536",360.0,
2019-10-29 00:00:00.000,"442/536",380.0,
2019-12-30 00:00:00.000,"442/536",370.0,
2020-02-12 00:00:00.000,"442/536",390.0,
2020-04-28 00:00:00.000,"442/536",390.0,
2020-06-30 00:00:00.000,"442/536",380.0,
2020-08-25 00:00:00.000,"442/536",420.0,
2020-10-13 00:00:00.000,"442/536",430.0,
2021-01-26 00:00:00.000,"442/536",410.0,
2021-03-16 00:00:00.000,"442/536",410.0,
2021-05-25 00:00:00.000,"442/536",393.0,
2021-07-27 00:00:00.000,"442/536",408.0,
2021-09-28 00:00:00.000,"442/536",413.0,
2021-11-16 00:00:00.000,"442/536",402.0,
2000-03-27 00:00:00.000,"442/84",,464.0
2000-10-16 00:00:00.000,"442/84",,386.0
2001-04-09 12:00:00.000,"442/84",,405.0
2002-04-08 00:00:00.000,"442/84",,399.0
2002-10-21 00:00:00.000,"442/84",,375.0
2003-10-21 00:00:00.000,"442/84",,454.0
2004-10-11 00:00:00.000,"442/84",,416.0
2006-03-27 00:00:00.000,"442/84",,448.0
2006-10-11 00:00:00.000,"442/84",,485.0
2006-02-22 00:00:00.000,"443/1118",,129.0
2007-02-26 00:00:00.000,"443/1118",,120.0
2008-02-25 00:00:00.000,"443/1118",,120.0
2008-09-30 00:00:00.000,"443/1118",,120.0
2000-03-20 00:00:00.000,"443/263",,174.0
2000-10-09 00:00:00.000,"443/263",,152.0
2001-03-21 00:00:00.000,"443/263",,178.0
2001-10-08 10:10:00.000,"443/263",,163.0
2002-03-25 00:00:00.000,"443/263",,175.0
2002-10-07 00:00:00.000,"443/263",,159.0
2003-03-31 00:00:00.000,"443/263",,173.0
2003-10-13 00:00:00.000,"443/263",,188.0
2004-04-26 00:00:00.000,"443/263",,173.0
2004-10-18 00:00:00.000,"443/263",,173.0
2006-04-10 00:00:00.000,"443/263",,218.0
2006-10-23 00:00:00.000,"443/263",,222.0
2007-11-14 00:00:00.000,"443/263",,180.0
2008-04-08 00:00:00.000,"443/263",,180.0
2000-03-01 00:00:00.000,"443/38",,785.0
2000-09-18 00:00:00.000,"443/38",,680.0
2001-02-12 00:00:00.000,"443/38",,452.0
2001-09-03 13:45:00.000,"443/38",,759.0
2002-09-02 00:00:00.000,"443/38",,341.0
2003-03-12 00:00:00.000,"443/38",,777.0
2003-09-01 00:00:00.000,"443/38",,634.0
2004-03-01 00:00:00.000,"443/38",,867.0
2004-09-06 00:00:00.000,"443/38",,740.0
2006-02-13 00:00:00.000,"443/38",,427.0
2000-03-20 00:00:00.000,"443/46",,628.0
2000-10-09 00:00:00.000,"443/46",,535.0
2001-03-21 00:00:00.000,"443/46",,542.0
2001-10-08 10:35:00.000,"443/46",,509.0
2002-10-07 00:00:00.000,"443/46",,539.0
2003-03-31 00:00:00.000,"443/46",,542.0
2003-10-13 00:00:00.000,"443/46",,621.0
2004-04-26 00:00:00.000,"443/46",,358.0
2004-10-18 00:00:00.000,"443/46",,577.0
2006-04-10 00:00:00.000,"443/46",,593.0
2006-10-23 00:00:00.000,"443/46",,490.0
2007-03-19 00:00:00.000,"443/46",,570.0
2008-04-08 00:00:00.000,"443/46",,580.0
2001-09-03 11:50:00.000,"443/48",,129.0
2002-02-18 12:05:00.000,"443/48",,126.0
2002-09-02 00:00:00.000,"443/48",,135.0
2003-09-09 00:00:00.000,"443/48",,147.0
2004-02-16 00:00:00.000,"443/48",,142.0
2004-09-20 00:00:00.000,"443/48",,143.0
2006-02-22 00:00:00.000,"443/48",,139.0
2007-02-26 00:00:00.000,"443/48",,150.0
2008-02-25 00:00:00.000,"443/48",,140.0
2008-09-30 00:00:00.000,"443/48",,150.0
2001-09-03 10:50:00.000,"443/733",,104.0
2002-02-18 10:00:00.000,"443/733",,123.0
2002-09-02 00:00:00.000,"443/733",,105.0
2003-09-09 00:00:00.000,"443/733",,122.0
2004-02-16 00:00:00.000,"443/733",,111.0
2004-09-20 00:00:00.000,"443/733",,111.0
2000-03-20 00:00:00.000,"443/734",,233.0
2000-10-09 00:00:00.000,"443/734",,206.0
2001-03-21 00:00:00.000,"443/734",,96.3
2001-10-08 11:05:00.000,"443/734",,97.0
2002-03-25 00:00:00.000,"443/734",,238.0
2002-10-07 00:00:00.000,"443/734",,216.0
2003-03-31 00:00:00.000,"443/734",,99.0
2003-10-13 00:00:00.000,"443/734",,271.0
2004-04-26 00:00:00.000,"443/734",,226.0
2004-10-18 00:00:00.000,"443/734",,120.0
2006-04-10 00:00:00.000,"443/734",,174.0
2006-10-23 00:00:00.000,"443/734",,115.0
2000-03-01 00:00:00.000,"443/920",,209.0
2000-09-18 00:00:00.000,"443/920",,170.0
2001-02-12 00:00:00.000,"443/920",,170.0
2001-09-03 09:30:00.000,"443/920",,178.0
2002-02-18 11:35:00.000,"443/920",,173.0
2002-09-02 00:00:00.000,"443/920",,174.0
2003-09-09 00:00:00.000,"443/920",,204.0
2006-02-22 00:00:00.000,"443/920",,316.0
2007-02-26 00:00:00.000,"443/920",,550.0
2007-10-15 00:00:00.000,"443/920",,310.0
2008-02-25 00:00:00.000,"443/920",,300.0
2008-09-30 00:00:00.000,"443/920",,320.0
2000-03-01 00:00:00.000,"443/922",,273.0
2000-09-18 00:00:00.000,"443/922",,246.0
2001-02-12 00:00:00.000,"443/922",,233.0
2001-09-03 09:55:00.000,"443/922",,252.0
2002-02-18 11:00:00.000,"443/922",,238.0
2002-09-02 00:00:00.000,"443/922",,246.0
2003-09-09 00:00:00.000,"443/922",,328.0
2004-09-20 00:00:00.000,"443/922",,365.0
2006-02-22 00:00:00.000,"443/922",,361.0
2007-02-26 00:00:00.000,"443/922",,370.0
2007-10-15 00:00:00.000,"443/922",,360.0
2008-02-25 00:00:00.000,"443/922",,360.0
2008-09-30 00:00:00.000,"443/922",,360.0
2000-03-01 00:00:00.000,"443/940",,191.0
2000-09-18 00:00:00.000,"443/940",,220.0
2001-02-12 00:00:00.000,"443/940",,208.0
2001-09-03 00:00:00.000,"443/940",,623.0
2002-02-18 00:00:00.000,"443/940",,217.0
2002-09-02 00:00:00.000,"443/940",,215.0
2003-09-09 00:00:00.000,"443/940",,316.0
2004-02-16 00:00:00.000,"443/940",,245.0
2004-09-20 00:00:00.000,"443/940",,233.0
2000-03-20 00:00:00.000,"444/10",,186.0
2000-10-09 00:00:00.000,"444/10",,145.0
2002-03-25 00:00:00.000,"444/10",,175.0
2002-10-07 00:00:00.000,"444/10",,151.0
2003-03-31 00:00:00.000,"444/10",,145.0
2003-10-13 00:00:00.000,"444/10",,180.0
2004-04-26 00:00:00.000,"444/10",,167.0
2004-10-18 00:00:00.000,"444/10",,148.0
2006-04-10 00:00:00.000,"444/10",,174.0
2006-10-23 00:00:00.000,"444/10",,164.0
2007-03-19 00:00:00.000,"444/10",,170.0
2007-11-14 00:00:00.000,"444/10",,170.0
2008-04-08 00:00:00.000,"444/10",,150.0
2005-10-07 00:00:00.000,"444/AG71",,211.0
2007-03-22 00:00:00.000,"444/AG71",,300.0
2007-11-15 00:00:00.000,"444/AG71",,290.0
2001-10-22 10:40:00.000,"445/63",,302.0
2002-10-28 00:00:00.000,"445/63",,273.0
2003-03-24 00:00:00.000,"445/63",,299.0
2003-09-23 00:00:00.000,"445/63",,340.0
2004-02-17 00:00:00.000,"445/63",,289.0
2004-09-22 00:00:00.000,"445/63",,311.0
2006-03-29 00:00:00.000,"445/63",,295.0
2006-11-13 00:00:00.000,"445/63",,272.0
2007-03-13 00:00:00.000,"445/63",,290.0
2007-10-22 00:00:00.000,"445/63",,300.0
2008-03-27 00:00:00.000,"445/63",,320.0
2012-11-05 14:35:00.000,"445/63",320.0,
2019-04-03 00:00:00.000,"445/63",320.0,
2020-04-03 00:00:00.000,"445/63",354.0,
2020-09-02 00:00:00.000,"445/63",350.0,
2021-04-07 00:00:00.000,"445/63",346.0,
2021-09-01 00:00:00.000,"445/63",369.0,
2022-04-27 00:00:00.000,"445/63",364.0,
2022-09-07 00:00:00.000,"445/63",359.0,
2023-04-05 00:00:00.000,"445/63",359.0,
2000-03-15 00:00:00.000,"453/117",,618.0
2000-10-02 00:00:00.000,"453/117",,502.0
2001-09-25 10:00:00.000,"453/117",,516.0
2002-10-28 00:00:00.000,"453/117",,508.0
2000-03-27 00:00:00.000,"453/372",,149.0
2000-10-16 00:00:00.000,"453/372",,126.0
2001-04-09 10:55:00.000,"453/372",,158.0
2001-10-15 11:10:00.000,"453/372",,126.0
2002-04-08 00:00:00.000,"453/372",,288.0
2002-10-21 00:00:00.000,"453/372",,125.0
2003-10-21 00:00:00.000,"453/372",,151.0
2004-03-08 00:00:00.000,"453/372",,137.0
2004-10-11 00:00:00.000,"453/372",,136.0
2006-03-27 00:00:00.000,"453/372",,239.0
2006-10-11 00:00:00.000,"453/372",,225.0
2007-04-10 00:00:00.000,"453/372",,160.0
2007-10-09 00:00:00.000,"453/372",,180.0
2008-03-10 00:00:00.000,"453/372",,190.0
2003-11-03 00:00:00.000,"453/393",,208.0
2004-10-25 00:00:00.000,"453/393",,207.0
2008-03-18 00:00:00.000,"453/393",,230.0
2012-11-12 10:30:00.000,"453/393",210.0,
