"data","localizacao","condutividade","condcamp20c"
2016-06-23 00:00:00.000,"342/133",176.0,
2016-10-26 00:00:00.000,"342/133",176.0,
2017-06-29 00:00:00.000,"342/133",173.0,
2017-10-16 00:00:00.000,"342/133",142.0,
2018-11-21 00:00:00.000,"342/133",133.0,
2019-06-11 00:00:00.000,"342/133",150.0,
2019-10-10 00:00:00.000,"342/133",138.0,
2020-07-29 00:00:00.000,"342/133",131.0,
2020-11-04 00:00:00.000,"342/133",137.0,
2021-05-27 00:00:00.000,"342/133",138.0,
2021-10-12 00:00:00.000,"342/133",154.0,
2022-04-28 00:00:00.000,"342/133",167.0,
2022-09-29 00:00:00.000,"342/133",138.0,
2023-04-27 00:00:00.000,"342/133",155.0,
2014-05-15 00:00:00.000,"342/81",131.0,
2005-10-06 00:00:00.000,"342/AG65",,502.0
2000-03-02 00:00:00.000,"343/18",,165.0
2000-09-18 00:00:00.000,"343/18",,109.0
2001-02-12 00:00:00.000,"343/18",,128.0
2001-09-10 10:05:00.000,"343/18",,120.0
2002-02-18 00:00:00.000,"343/18",,145.0
2002-09-09 00:00:00.000,"343/18",,157.0
2004-02-17 00:00:00.000,"343/18",,145.0
2004-09-15 00:00:00.000,"343/18",,127.0
2006-09-18 00:00:00.000,"343/18",,129.0
2007-02-14 00:00:00.000,"343/18",,120.0
2007-10-22 00:00:00.000,"343/18",,120.0
2008-02-25 00:00:00.000,"343/18",,130.0
2009-05-18 00:00:00.000,"343/18",,140.0
2012-11-05 10:10:00.000,"343/18",140.0,
2023-04-19 00:00:00.000,"343/18",,239.0
2000-03-02 00:00:00.000,"343/19",,112.0
2000-09-18 00:00:00.000,"343/19",,91.9
2001-02-12 00:00:00.000,"343/19",,92.0
2001-09-10 10:30:00.000,"343/19",,92.7
2002-02-18 12:26:00.000,"343/19",,104.0
2002-09-09 00:00:00.000,"343/19",,115.0
2004-02-17 00:00:00.000,"343/19",,110.0
2004-09-15 00:00:00.000,"343/19",,105.0
2006-09-18 00:00:00.000,"343/19",,109.0
2007-02-14 00:00:00.000,"343/19",,100.0
2007-10-22 00:00:00.000,"343/19",,100.0
2008-02-25 00:00:00.000,"343/19",,100.0
2009-05-18 00:00:00.000,"343/19",,100.0
2016-09-20 00:00:00.000,"343/19",113.0,
2017-03-21 00:00:00.000,"343/19",108.0,
2017-09-19 00:00:00.000,"343/19",113.0,
2018-03-20 00:00:00.000,"343/19",116.0,
2019-03-26 00:00:00.000,"343/19",111.0,
2019-09-24 00:00:00.000,"343/19",112.0,
2020-03-24 00:00:00.000,"343/19",110.0,
2020-09-23 00:00:00.000,"343/19",109.0,
2021-03-25 00:00:00.000,"343/19",120.0,
2021-09-28 00:00:00.000,"343/19",110.0,
2022-03-22 00:00:00.000,"343/19",90.0,
2022-09-21 00:00:00.000,"343/19",120.0,
2023-03-21 00:00:00.000,"343/19",110.0,
2023-09-20 00:00:00.000,"343/19",109.0,
2000-04-17 00:00:00.000,"343/29",,129.0
2000-09-25 00:00:00.000,"343/29",,108.0
2001-02-19 00:00:00.000,"343/29",,109.0
2001-10-11 11:25:00.000,"343/29",,110.0
2002-02-25 11:15:00.000,"343/29",,108.0
2002-10-02 00:00:00.000,"343/29",,131.0
2003-09-29 00:00:00.000,"343/29",,109.0
2004-03-30 00:00:00.000,"343/29",,112.0
2004-09-27 00:00:00.000,"343/29",,197.0
2006-10-02 00:00:00.000,"343/29",,128.0
2013-01-31 00:00:00.000,"343/29",201.0,
2005-10-06 00:00:00.000,"343/AG36",,303.0
2007-02-14 00:00:00.000,"343/AG36",,130.0
2007-10-22 00:00:00.000,"343/AG36",,140.0
2008-02-25 00:00:00.000,"343/AG36",,120.0
2023-04-19 00:00:00.000,"343/AG36",,132.0
2000-03-02 00:00:00.000,"344/7",,93.3
2000-09-18 00:00:00.000,"344/7",,79.2
2001-02-12 00:00:00.000,"344/7",,80.0
2001-09-10 10:50:00.000,"344/7",,78.3
2002-02-18 13:30:00.000,"344/7",,89.5
2002-09-09 00:00:00.000,"344/7",,98.2
2004-02-17 00:00:00.000,"344/7",,94.0
2004-09-15 00:00:00.000,"344/7",,95.6
2006-09-18 00:00:00.000,"344/7",,96.0
2007-02-14 00:00:00.000,"344/7",,90.0
2007-10-22 00:00:00.000,"344/7",,89.0
2008-02-25 00:00:00.000,"344/7",,89.0
2009-05-18 00:00:00.000,"344/7",,91.0
2005-10-06 00:00:00.000,"345/AG39",,227.0
2009-04-22 00:00:00.000,"345/AG39",,160.0
2009-09-29 00:00:00.000,"345/AG39",,250.0
2000-04-17 00:00:00.000,"353/26",,163.0
2000-09-25 00:00:00.000,"353/26",,131.0
2001-02-19 00:00:00.000,"353/26",,131.0
2001-10-11 13:00:00.000,"353/26",,138.0
2002-02-25 12:30:00.000,"353/26",,133.0
2002-10-02 00:00:00.000,"353/26",,164.0
2003-09-29 00:00:00.000,"353/26",,135.0
2004-03-30 00:00:00.000,"353/26",,140.0
2004-09-27 00:00:00.000,"353/26",,238.0
2007-03-13 00:00:00.000,"353/341",,150.0
2008-03-31 00:00:00.000,"353/341",,160.0
2008-10-13 00:00:00.000,"353/341",,150.0
2009-05-27 00:00:00.000,"353/341",,170.0
2009-10-27 00:00:00.000,"353/341",,170.0
2014-06-12 00:00:00.000,"353/341",145.0,
2013-01-31 00:00:00.000,"353/687",283.0,
2000-04-17 00:00:00.000,"354/38",,101.0
2000-09-25 00:00:00.000,"354/38",,86.0
2001-02-19 00:00:00.000,"354/38",,85.1
2001-10-11 12:05:00.000,"354/38",,89.7
2002-02-25 11:45:00.000,"354/38",,85.5
2002-10-02 00:00:00.000,"354/38",,116.0
2004-03-30 00:00:00.000,"354/38",,93.1
2004-09-27 00:00:00.000,"354/38",,206.0
2006-10-02 00:00:00.000,"354/38",,103.0
2007-03-13 00:00:00.000,"354/38",,97.0
2008-03-31 00:00:00.000,"354/38",,95.0
2009-05-27 00:00:00.000,"354/38",,96.0
2012-12-18 12:30:00.000,"354/38",110.0,
2000-04-17 00:00:00.000,"354/54",,83.8
2000-09-25 00:00:00.000,"354/54",,72.0
2001-02-19 00:00:00.000,"354/54",,70.7
2001-10-11 11:49:00.000,"354/54",,70.4
2002-10-02 00:00:00.000,"354/54",,88.1
2003-09-29 00:00:00.000,"354/54",,71.4
2004-03-30 00:00:00.000,"354/54",,71.2
2004-09-27 00:00:00.000,"354/54",,188.0
2006-10-02 00:00:00.000,"354/54",,81.7
2013-09-26 00:00:00.000,"354/54",96.0,
2000-07-20 00:00:00.000,"356/31",,117.0
2000-11-08 00:00:00.000,"356/31",,112.6
2001-05-23 00:00:00.000,"356/31",,114.5
2001-10-17 00:00:00.000,"356/31",,109.1
2002-05-09 00:00:00.000,"356/31",,111.6
2002-10-23 00:00:00.000,"356/31",,109.6
2009-05-11 00:00:00.000,"356/31",,280.0
2009-10-12 00:00:00.000,"356/31",,320.0
2012-11-19 10:30:00.000,"356/31",130.0,
2000-03-27 00:00:00.000,"365/18",,202.0
2000-10-16 00:00:00.000,"365/18",,208.0
2001-04-16 11:25:00.000,"365/18",,234.0
2000-03-27 00:00:00.000,"365/27",,200.0
2000-10-16 00:00:00.000,"365/27",,207.0
2001-04-16 10:10:00.000,"365/27",,242.0
2001-10-10 11:05:00.000,"365/27",,239.0
2002-04-10 00:00:00.000,"365/27",,234.0
2002-10-22 00:00:00.000,"365/27",,242.0
2003-04-15 00:00:00.000,"365/27",,222.0
2003-11-10 00:00:00.000,"365/27",,240.0
2004-04-06 00:00:00.000,"365/27",,247.0
2004-10-11 00:00:00.000,"365/27",,228.0
2006-10-23 00:00:00.000,"365/27",,226.0
2007-03-27 00:00:00.000,"365/27",,230.0
2007-11-14 00:00:00.000,"365/27",,240.0
2008-04-07 00:00:00.000,"365/27",,220.0
2009-10-26 00:00:00.000,"365/27",,220.0
2012-11-12 10:15:00.000,"365/27",240.0,
2014-05-07 00:00:00.000,"365/27",242.0,
2017-06-14 00:00:00.000,"365/27",244.0,
2017-09-28 00:00:00.000,"365/27",241.0,
2018-05-24 00:00:00.000,"365/27",225.0,
2018-10-31 00:00:00.000,"365/27",242.0,
2019-05-14 00:00:00.000,"365/27",266.0,
2019-09-10 00:00:00.000,"365/27",243.0,
2020-06-18 00:00:00.000,"365/27",249.0,
2020-10-14 00:00:00.000,"365/27",238.0,
2021-04-29 00:00:00.000,"365/27",248.0,
2021-09-22 00:00:00.000,"365/27",235.0,
2022-04-06 00:00:00.000,"365/27",263.0,
2022-09-07 00:00:00.000,"365/27",362.0,
2023-05-10 00:00:00.000,"365/27",260.0,
2005-10-06 00:00:00.000,"365/AG18",,536.0
2007-03-27 00:00:00.000,"365/AG18",,770.0
2007-11-14 00:00:00.000,"365/AG18",,870.0
2008-04-07 00:00:00.000,"365/AG18",,720.0
2005-10-06 00:00:00.000,"365/AG19",,383.0
2007-03-27 00:00:00.000,"365/AG19",,330.0
2007-11-14 00:00:00.000,"365/AG19",,380.0
2008-04-07 00:00:00.000,"365/AG19",,370.0
2005-10-06 00:00:00.000,"365/AG25",,1515.0
2007-03-27 00:00:00.000,"365/AG25",,310.0
2007-11-14 00:00:00.000,"365/AG25",,530.0
2008-04-07 00:00:00.000,"365/AG25",,490.0
2009-10-26 00:00:00.000,"365/AG25",,320.0
2005-10-07 00:00:00.000,"367/AG33",,443.0
2009-05-11 00:00:00.000,"367/AG33",,140.0
2009-10-12 00:00:00.000,"367/AG33",,200.0
2013-10-08 00:00:00.000,"368/20",167.0,
2014-03-11 00:00:00.000,"368/20",218.0,
2014-10-07 00:00:00.000,"368/20",336.0,
2015-10-07 00:00:00.000,"368/20",201.0,
2016-10-11 00:00:00.000,"368/20",191.3,
2017-03-07 00:00:00.000,"368/20",195.2,
2017-10-03 00:00:00.000,"368/20",190.0,
2018-03-06 00:00:00.000,"368/20",191.7,
2018-10-29 00:00:00.000,"368/20",189.0,
2019-03-28 00:00:00.000,"368/20",191.3,
2019-10-10 00:00:00.000,"368/20",192.5,
2020-06-23 00:00:00.000,"368/20",194.0,
2020-11-03 00:00:00.000,"368/20",189.6,
2021-04-27 00:00:00.000,"368/20",190.5,
2021-10-26 00:00:00.000,"368/20",192.7,
2022-03-22 00:00:00.000,"368/20",193.0,
2022-09-27 00:00:00.000,"368/20",194.6,
2000-03-27 00:00:00.000,"377/236",,477.0
2001-04-16 12:30:00.000,"377/236",,362.0
2001-10-10 14:45:00.000,"377/236",,401.0
2002-04-08 00:00:00.000,"377/236",,362.0
2002-10-22 00:00:00.000,"377/236",,363.0
2003-11-10 00:00:00.000,"377/236",,402.0
2006-04-10 00:00:00.000,"377/236",,388.0
2006-10-24 00:00:00.000,"377/236",,387.0
2007-03-20 00:00:00.000,"377/236",,210.0
2007-11-15 00:00:00.000,"377/236",,380.0
2008-04-14 00:00:00.000,"377/236",,330.0
2009-04-27 00:00:00.000,"377/236",,340.0
2009-09-23 00:00:00.000,"377/236",,340.0
2012-03-01 00:00:00.000,"378/167",272.0,
2012-09-27 00:00:00.000,"378/167",306.0,
2013-01-23 00:00:00.000,"378/167",267.0,
2014-06-04 00:00:00.000,"378/167",298.0,
2014-10-08 00:00:00.000,"378/167",307.0,
2015-07-01 00:00:00.000,"378/167",302.0,
2016-06-16 00:00:00.000,"378/167",285.0,
2016-09-20 00:00:00.000,"378/167",319.0,
2017-05-31 00:00:00.000,"378/167",287.0,
2017-11-02 00:00:00.000,"378/167",291.0,
2019-05-28 00:00:00.000,"378/167",290.0,
2000-03-27 00:00:00.000,"378/57",,261.0
2000-10-16 00:00:00.000,"378/57",,194.0
2001-04-16 11:30:00.000,"378/57",,221.0
2001-10-10 15:20:00.000,"378/57",,251.0
2002-04-08 00:00:00.000,"378/57",,206.0
2002-10-22 00:00:00.000,"378/57",,248.0
2003-04-09 00:00:00.000,"378/57",,269.0
2004-10-11 00:00:00.000,"378/57",,218.0
2006-04-10 00:00:00.000,"378/57",,218.0
2006-10-24 00:00:00.000,"378/57",,234.0
2007-03-20 00:00:00.000,"378/57",,260.0
2007-11-15 00:00:00.000,"378/57",,210.0
2008-04-14 00:00:00.000,"378/57",,240.0
2009-04-27 00:00:00.000,"378/57",,250.0
2009-09-23 00:00:00.000,"378/57",,240.0
2012-12-05 10:45:00.000,"378/57",240.0,
2001-10-29 12:00:00.000,"378/60",,149.0
2002-03-18 00:00:00.000,"378/60",,150.0
2004-04-26 00:00:00.000,"378/60",,181.0
2004-10-26 00:00:00.000,"378/60",,171.0
2006-11-06 00:00:00.000,"378/60",,167.0
2013-02-06 00:00:00.000,"378/60",177.0,
2000-03-27 00:00:00.000,"378/63",,105.0
2000-10-16 00:00:00.000,"378/63",,116.0
2001-04-16 10:45:00.000,"378/63",,130.0
2001-10-10 11:45:00.000,"378/63",,165.0
2002-04-10 00:00:00.000,"378/63",,113.0
2002-10-22 00:00:00.000,"378/63",,125.0
2003-04-15 00:00:00.000,"378/63",,125.0
2003-11-10 00:00:00.000,"378/63",,140.0
2004-04-06 00:00:00.000,"378/63",,141.0
2004-10-11 00:00:00.000,"378/63",,130.0
2006-10-23 00:00:00.000,"378/63",,129.0
2007-03-27 00:00:00.000,"378/63",,130.0
2007-11-14 00:00:00.000,"378/63",,130.0
2008-04-07 00:00:00.000,"378/63",,120.0
2009-10-26 00:00:00.000,"378/63",,130.0
2000-03-27 00:00:00.000,"378/99",,234.0
2001-04-16 12:00:00.000,"378/99",,204.0
2002-04-08 00:00:00.000,"378/99",,193.0
2002-10-14 00:00:00.000,"378/99",,235.0
2003-04-09 00:00:00.000,"378/99",,231.0
2006-04-10 00:00:00.000,"378/99",,227.0
2006-10-24 00:00:00.000,"378/99",,218.0
2007-03-20 00:00:00.000,"378/99",,250.0
2007-11-15 00:00:00.000,"378/99",,260.0
2008-04-14 00:00:00.000,"378/99",,250.0
2009-04-27 00:00:00.000,"378/99",,290.0
2009-09-23 00:00:00.000,"378/99",,210.0
2005-10-06 00:00:00.000,"378/AG16",,275.0
2006-04-17 00:00:00.000,"378/AG16",,237.0
2007-03-15 00:00:00.000,"378/AG16",,71.0
2007-10-25 00:00:00.000,"378/AG16",,240.0
2008-03-27 00:00:00.000,"378/AG16",,220.0
2008-10-23 00:00:00.000,"378/AG16",,250.0
2009-05-07 00:00:00.000,"378/AG16",,260.0
2009-09-24 00:00:00.000,"378/AG16",,250.0
2000-04-03 00:00:00.000,"379/51",,194.0
2000-10-23 00:00:00.000,"379/51",,165.0
2001-10-29 11:00:00.000,"379/51",,168.0
2002-03-18 00:00:00.000,"379/51",,169.0
2004-04-26 00:00:00.000,"379/51",,200.0
2004-10-26 00:00:00.000,"379/51",,194.0
2006-11-06 00:00:00.000,"379/51",,183.0
2007-04-03 00:00:00.000,"379/51",,190.0
2007-10-30 00:00:00.000,"379/51",,190.0
2008-03-26 00:00:00.000,"379/51",,190.0
2008-10-15 00:00:00.000,"379/51",,190.0
2001-10-29 11:30:00.000,"379/52",,123.0
2002-03-18 00:00:00.000,"379/52",,121.0
2004-04-26 00:00:00.000,"379/52",,149.0
2004-10-26 00:00:00.000,"379/52",,145.0
2006-11-06 00:00:00.000,"379/52",,137.0
2007-04-03 00:00:00.000,"379/52",,140.0
2007-10-30 00:00:00.000,"379/52",,140.0
2008-03-26 00:00:00.000,"379/52",,140.0
2008-10-15 00:00:00.000,"379/52",,140.0
2009-10-12 00:00:00.000,"379/52",,120.0
2013-02-26 00:00:00.000,"379/52",136.0,
2014-06-24 00:00:00.000,"379/52",147.0,
2014-10-21 00:00:00.000,"379/52",153.0,
2013-01-22 00:00:00.000,"379/58",134.0,
2014-05-20 00:00:00.000,"379/58",134.0,
2015-06-24 00:00:00.000,"379/58",157.0,
2016-06-01 00:00:00.000,"379/58",140.0,
2016-10-12 00:00:00.000,"379/58",151.0,
2017-06-28 00:00:00.000,"379/58",153.0,
2017-09-28 00:00:00.000,"379/58",186.0,
2018-05-24 00:00:00.000,"379/58",134.0,
2018-10-04 00:00:00.000,"379/58",140.0,
2019-05-14 00:00:00.000,"379/58",197.0,
2019-10-17 00:00:00.000,"379/58",139.0,
2020-07-15 00:00:00.000,"379/58",128.0,
2020-11-26 00:00:00.000,"379/58",125.0,
2021-05-20 00:00:00.000,"379/58",132.0,
2021-10-07 00:00:00.000,"379/58",131.0,
2022-05-06 00:00:00.000,"379/58",144.0,
2022-10-06 00:00:00.000,"379/58",138.0,
2023-06-13 00:00:00.000,"379/58",148.0,
2005-10-07 00:00:00.000,"380/AG59",,154.0
2009-05-11 00:00:00.000,"380/AG59",,170.0
2009-10-12 00:00:00.000,"380/AG59",,230.0
2016-01-27 00:00:00.000,"390/106",476.0,
2016-06-30 00:00:00.000,"390/106",417.0,
2017-04-26 00:00:00.000,"390/106",461.0,
2017-10-25 00:00:00.000,"390/106",566.0,
2018-01-24 00:00:00.000,"390/106",507.0,
2018-04-12 00:00:00.000,"390/106",472.0,
2018-10-24 00:00:00.000,"390/106",555.0,
2019-02-27 00:00:00.000,"390/106",413.0,
2019-04-24 00:00:00.000,"390/106",416.0,
2019-10-23 00:00:00.000,"390/106",569.0,
2020-06-17 00:00:00.000,"390/106",430.0,
2020-09-16 00:00:00.000,"390/106",618.0,
2022-04-28 00:00:00.000,"390/106",466.0,
2022-10-26 00:00:00.000,"390/106",658.0,
2023-04-26 00:00:00.000,"390/106",441.0,
2016-04-13 00:00:00.000,"390/116",692.0,
2017-10-11 00:00:00.000,"390/116",596.0,
2018-04-11 00:00:00.000,"390/116",543.0,
2018-10-17 00:00:00.000,"390/116",559.0,
2019-02-13 00:00:00.000,"390/116",569.0,
2019-10-09 00:00:00.000,"390/116",605.0,
2020-06-17 00:00:00.000,"390/116",542.0,
2020-09-28 00:00:00.000,"390/116",571.0,
2022-04-21 00:00:00.000,"390/116",665.0,
2022-10-12 00:00:00.000,"390/116",608.0,
2023-04-12 00:00:00.000,"390/116",713.0,
2016-03-16 00:00:00.000,"390/125",565.0,
2016-10-12 00:00:00.000,"390/125",589.0,
2017-04-19 00:00:00.000,"390/125",618.0,
2017-10-18 00:00:00.000,"390/125",570.0,
2018-01-17 00:00:00.000,"390/125",648.0,
2018-04-18 00:00:00.000,"390/125",669.0,
2018-10-10 00:00:00.000,"390/125",665.0,
2019-04-17 00:00:00.000,"390/125",608.0,
2019-10-09 00:00:00.000,"390/125",667.0,
2020-06-02 00:00:00.000,"390/125",690.0,
2020-09-24 00:00:00.000,"390/125",667.0,
2022-04-20 00:00:00.000,"390/125",701.0,
2022-10-19 00:00:00.000,"390/125",571.0,
2023-04-17 00:00:00.000,"390/125",709.0,
2016-03-09 00:00:00.000,"390/95",1131.0,
2016-09-14 00:00:00.000,"390/95",967.0,
2017-04-12 00:00:00.000,"390/95",768.0,
2017-10-11 00:00:00.000,"390/95",993.0,
2018-04-11 00:00:00.000,"390/95",720.0,
2018-10-17 00:00:00.000,"390/95",982.0,
2019-02-13 00:00:00.000,"390/95",777.0,
2022-04-21 00:00:00.000,"390/95",650.0,
2022-10-12 00:00:00.000,"390/95",1051.0,
2000-03-27 00:00:00.000,"391/266",,378.0
2000-10-16 00:00:00.000,"391/266",,325.0
2001-04-16 10:50:00.000,"391/266",,339.0
2002-04-08 00:00:00.000,"391/266",,341.0
2002-10-22 00:00:00.000,"391/266",,354.0
2003-04-09 00:00:00.000,"391/266",,409.0
2003-11-10 00:00:00.000,"391/266",,397.0
2004-10-11 00:00:00.000,"391/266",,327.0
2006-10-24 00:00:00.000,"391/266",,367.0
2007-11-15 00:00:00.000,"391/266",,360.0
2008-04-14 00:00:00.000,"391/266",,360.0
2009-04-27 00:00:00.000,"391/266",,380.0
2009-09-23 00:00:00.000,"391/266",,350.0
2000-03-13 00:00:00.000,"391/280",,508.0
2000-10-02 00:00:00.000,"391/280",,489.0
2001-03-05 00:00:00.000,"391/280",,494.0
2001-10-22 09:44:00.000,"391/280",,478.0
2002-03-04 00:00:00.000,"391/280",,464.0
2002-10-28 00:00:00.000,"391/280",,501.0
2003-03-10 00:00:00.000,"391/280",,529.0
2004-03-01 00:00:00.000,"391/280",,458.0
2004-10-06 00:00:00.000,"391/280",,687.0
2006-10-11 00:00:00.000,"391/280",,711.0
2007-03-28 00:00:00.000,"391/280",,560.0
2012-05-31 00:00:00.000,"391/312",240.0,
2013-02-20 00:00:00.000,"391/312",265.0,
2014-06-05 00:00:00.000,"391/477",780.0,
2017-06-01 00:00:00.000,"391/477",850.0,
2017-10-26 00:00:00.000,"391/477",792.0,
2018-06-21 00:00:00.000,"391/477",811.0,
2018-11-08 00:00:00.000,"391/477",799.0,
2019-05-23 00:00:00.000,"391/477",838.0,
2019-09-17 00:00:00.000,"391/477",797.0,
2020-06-04 00:00:00.000,"391/477",775.0,
2020-10-08 00:00:00.000,"391/477",767.0,
2021-05-04 00:00:00.000,"391/477",773.0,
2021-10-06 00:00:00.000,"391/477",778.0,
2022-10-18 00:00:00.000,"391/477",790.0,
2023-05-09 00:00:00.000,"391/477",796.0,
2013-02-26 00:00:00.000,"392/106",179.0,
2014-06-24 00:00:00.000,"392/106",188.0,
2014-10-21 00:00:00.000,"392/106",201.0,
2015-07-01 00:00:00.000,"392/106",229.0,
2016-06-02 00:00:00.000,"392/106",205.0,
2016-09-20 00:00:00.000,"392/106",220.0,
2000-04-03 00:00:00.000,"392/22",,258.0
2000-10-23 00:00:00.000,"392/22",,219.0
2001-03-27 00:00:00.000,"392/22",,213.0
2001-10-29 10:00:00.000,"392/22",,217.0
2002-03-18 00:00:00.000,"392/22",,217.0
2004-04-26 00:00:00.000,"392/22",,260.0
2004-10-26 00:00:00.000,"392/22",,277.0
2006-11-06 00:00:00.000,"392/22",,244.0
2007-04-03 00:00:00.000,"392/22",,250.0
2007-10-30 00:00:00.000,"392/22",,240.0
2008-03-26 00:00:00.000,"392/22",,260.0
2013-02-05 00:00:00.000,"393/107",194.0,
2014-06-24 00:00:00.000,"393/107",181.0,
2015-06-24 00:00:00.000,"393/107",223.0,
2016-06-15 00:00:00.000,"393/107",205.0,
2016-10-12 00:00:00.000,"393/107",217.0,
2001-10-29 10:25:00.000,"393/93",,225.0
2002-03-18 00:00:00.000,"393/93",,202.0
2004-04-26 00:00:00.000,"393/93",,266.0
2004-10-26 00:00:00.000,"393/93",,265.0
2006-11-06 00:00:00.000,"393/93",,247.0
2007-04-03 00:00:00.000,"393/93",,260.0
2007-10-30 00:00:00.000,"393/93",,250.0
2008-03-26 00:00:00.000,"393/93",,250.0
2008-10-15 00:00:00.000,"393/93",,240.0
2009-10-12 00:00:00.000,"393/93",,220.0
2012-10-22 09:25:00.000,"393/93",270.0,
2013-02-19 00:00:00.000,"393/98",182.0,
2014-06-17 00:00:00.000,"393/98",203.0,
2014-10-14 00:00:00.000,"393/98",216.0,
2015-05-27 00:00:00.000,"393/98",246.0,
2016-05-27 00:00:00.000,"393/98",187.0,
2016-10-27 00:00:00.000,"393/98",213.0,
2005-10-06 00:00:00.000,"393/AG11",,207.0
2006-04-17 00:00:00.000,"393/AG11",,193.0
2007-03-15 00:00:00.000,"393/AG11",,250.0
2007-10-25 00:00:00.000,"393/AG11",,210.0
2008-03-27 00:00:00.000,"393/AG11",,220.0
2008-10-23 00:00:00.000,"393/AG11",,210.0
2009-05-07 00:00:00.000,"393/AG11",,670.0
2009-09-24 00:00:00.000,"393/AG11",,240.0
2005-10-06 00:00:00.000,"393/AG12",,594.0
2006-04-17 00:00:00.000,"393/AG12",,403.0
2007-03-15 00:00:00.000,"393/AG12",,350.0
2007-10-25 00:00:00.000,"393/AG12",,420.0
2008-03-27 00:00:00.000,"393/AG12",,350.0
2008-10-23 00:00:00.000,"393/AG12",,390.0
2009-05-07 00:00:00.000,"393/AG12",,360.0
2009-09-24 00:00:00.000,"393/AG12",,210.0
2013-02-19 00:00:00.000,"394/49",325.0,
2014-05-13 00:00:00.000,"394/49",355.0,
2015-05-27 00:00:00.000,"394/49",438.0,
2016-12-06 00:00:00.000,"394/49",355.0,
2000-04-03 00:00:00.000,"394/54",,282.0
2000-10-23 00:00:00.000,"394/54",,268.0
2001-03-27 00:00:00.000,"394/54",,220.0
2002-03-18 00:00:00.000,"394/54",,252.0
2002-10-15 00:00:00.000,"394/54",,256.0
2003-03-31 00:00:00.000,"394/54",,225.0
2004-10-26 00:00:00.000,"394/54",,277.0
2006-04-19 00:00:00.000,"394/54",,252.0
2006-10-30 00:00:00.000,"394/54",,229.0
2007-04-10 00:00:00.000,"394/54",,260.0
2008-10-14 00:00:00.000,"394/54",,270.0
2009-05-12 00:00:00.000,"394/54",,220.0
2012-10-22 10:00:00.000,"394/54",280.0,
2000-04-10 00:00:00.000,"404/73",,640.0
2000-10-23 00:00:00.000,"404/73",,760.0
2001-03-26 00:00:00.000,"404/73",,784.0
2001-09-18 10:15:00.000,"404/73",,785.0
2002-03-04 00:00:00.000,"404/73",,775.0
2016-02-24 00:00:00.000,"404/73",1082.0,
2016-08-24 00:00:00.000,"404/73",1063.0,
2017-04-26 00:00:00.000,"404/73",814.0,
2017-10-25 00:00:00.000,"404/73",1082.0,
2018-04-12 00:00:00.000,"404/73",960.0,
2018-10-24 00:00:00.000,"404/73",1076.0,
2019-02-27 00:00:00.000,"404/73",1076.0,
2019-04-24 00:00:00.000,"404/73",1082.0,
2019-10-16 00:00:00.000,"404/73",1067.0,
2020-06-17 00:00:00.000,"404/73",790.0,
2020-09-16 00:00:00.000,"404/73",1012.0,
2022-10-26 00:00:00.000,"404/73",1089.0,
2023-04-26 00:00:00.000,"404/73",1066.0,
2013-02-21 00:00:00.000,"405/166",283.0,
2014-05-22 00:00:00.000,"405/166",306.0,
2016-12-22 00:00:00.000,"405/166",305.0,
2017-06-01 00:00:00.000,"405/166",330.0,
2017-10-26 00:00:00.000,"405/166",312.0,
2018-06-27 00:00:00.000,"405/166",312.0,
2018-10-18 00:00:00.000,"405/166",318.0,
2019-05-21 00:00:00.000,"405/166",324.0,
2019-10-15 00:00:00.000,"405/166",420.0,
2020-07-16 00:00:00.000,"405/166",452.0,
2020-11-12 00:00:00.000,"405/166",321.0,
2021-04-06 00:00:00.000,"405/166",315.0,
2021-09-07 00:00:00.000,"405/166",351.0,
2022-04-19 00:00:00.000,"405/166",332.0,
2022-09-20 00:00:00.000,"405/166",331.0,
2023-05-23 00:00:00.000,"405/166",329.0,
2000-03-13 00:00:00.000,"405/86",,282.0
2000-10-02 00:00:00.000,"405/86",,220.0
2001-03-05 00:00:00.000,"405/86",,205.0
2001-10-22 12:14:00.000,"405/86",,285.0
2002-03-04 00:00:00.000,"405/86",,220.0
2002-10-28 00:00:00.000,"405/86",,241.0
2003-03-10 00:00:00.000,"405/86",,313.0
2004-03-01 00:00:00.000,"405/86",,222.0
2004-10-06 00:00:00.000,"405/86",,270.0
2006-03-20 00:00:00.000,"405/86",,245.0
2006-10-11 00:00:00.000,"405/86",,242.0
2007-03-28 00:00:00.000,"405/86",,250.0
2008-04-03 00:00:00.000,"405/86",,250.0
2008-10-20 00:00:00.000,"405/86",,260.0
2012-11-26 10:20:00.000,"405/86",270.0,
2014-05-22 00:00:00.000,"405/86",259.0,
2015-06-04 00:00:00.000,"405/86",312.0,
2016-06-21 00:00:00.000,"405/86",277.0,
2016-09-29 00:00:00.000,"405/86",290.0,
2017-06-01 00:00:00.000,"405/86",274.0,
2017-10-26 00:00:00.000,"405/86",299.0,
2018-06-27 00:00:00.000,"405/86",261.0,
2018-10-18 00:00:00.000,"405/86",281.0,
2000-04-03 00:00:00.000,"406/98",,251.0
2000-10-23 00:00:00.000,"406/98",,194.0
2001-03-27 00:00:00.000,"406/98",,206.0
2002-03-18 00:00:00.000,"406/98",,235.0
2002-10-15 00:00:00.000,"406/98",,226.0
2003-03-31 00:00:00.000,"406/98",,224.0
2004-10-26 00:00:00.000,"406/98",,245.0
