site_id,site_label,y_m,x_m,n_obs,first_date,last_date,mean_nitrate,p95_nitrate,freq_label,missing_count,missing_first_5
223500.0_145970.0,391/244 | 223500.0_145970.0,223500.0,145970.0,21,2000-03-13 00:00:00+00:00,2011-03-29 11:00:00+00:00,15.589952,25.209999084472656,irregular,0,
223620.0_141270.0,391/280 | 223620.0_141270.0,223620.0,141270.0,15,2000-03-13 00:00:00+00:00,2011-03-29 14:30:00+00:00,0.70306665,1.6542000293731685,irregular,0,
223636.05_141296.94,391/477 | 223636.05_141296.94,223636.03,141296.94,31,2013-04-01 09:20:00+00:00,2023-09-18 10:30:00+00:00,0.97193545,1.0,irregular,0,
224099.0_144440.0,391/AG14 | 224099.0_144440.0,224099.0,144440.0,29,2006-03-20 00:00:00+00:00,2023-09-18 11:00:00+00:00,45.70414,85.19999999999993,irregular,0,
224433.0_151239.0,391/312 | 224433.0_151239.0,224433.0,151239.0,2,2012-05-31 00:00:00+00:00,2013-02-20 00:00:00+00:00,11.0,13.7,irregular,0,
225430.0_147560.0,391/266 | 225430.0_147560.0,225430.0,147560.0,18,2000-03-27 00:00:00+00:00,2012-12-05 09:45:00+00:00,1.1356666,3.9660000324249265,irregular,0,
226240.0_146740.0,391/33 | 226240.0_146740.0,226240.0,146740.0,31,2000-03-27 00:00:00+00:00,2019-10-03 11:15:00+00:00,39.470646,82.65499877929688,irregular,0,
231100.0_152550.0,378/57 | 231100.0_152550.0,231100.0,152550.0,21,2000-03-27 00:00:00+00:00,2012-12-05 10:45:00+00:00,2.1426666,3.940000057220459,irregular,0,
234273.0_148399.0,377/94 | 234273.0_148399.0,234273.0,148399.0,39,2000-03-27 00:00:00+00:00,2023-09-25 10:50:00+00:00,45.696667,148.0000000000001,irregular,0,
234550.0_144300.0,377/262 | 234550.0_144300.0,234550.0,144300.0,29,2002-11-12 00:00:00+00:00,2018-10-03 11:30:00+00:00,1.1089655,2.059999942779541,irregular,0,
237050.0_150150.0,377/236 | 237050.0_150150.0,237050.0,150150.0,17,2000-03-27 00:00:00+00:00,2010-07-12 09:45:00+00:00,2.385294,4.799999999999995,irregular,0,
237470.0_147040.0,377/264 | 237470.0_147040.0,237470.0,147040.0,25,2002-11-12 00:00:00+00:00,2023-10-23 11:05:00+00:00,1.09824,1.9200000047683705,irregular,0,
238350.0_161400.0,378/63 | 238350.0_161400.0,238350.0,161400.0,44,2000-03-27 00:00:00+00:00,2023-10-02 09:30:00+00:00,9.273318,20.85,irregular,0,
239000.0_147600.0,377/263 | 239000.0_147600.0,239000.0,147600.0,4,2002-11-18 00:00:00+00:00,2006-09-05 00:00:00+00:00,0.75,0.8399999737739563,irregular,0,
239462.0_146752.0,377/287 | 239462.0_146752.0,239462.0,146752.0,1,2010-07-12 12:55:00+00:00,2010-07-12 12:55:00+00:00,2.0,2.0,unknown,0,
241900.0_147360.0,364/259 | 241900.0_147360.0,241900.0,147360.0,32,2002-11-12 00:00:00+00:00,2021-03-01 12:50:00+00:00,2.3458438,8.21499991416931,irregular,0,
241950.0_152850.0,365/15 | 241950.0_152850.0,241950.0,152850.0,39,2002-10-29 00:00:00+00:00,2023-10-02 09:10:00+00:00,11.777846,37.000000000000014,irregular,0,
242603.0_166194.0,365/AG25 | 242603.0_166194.0,242603.0,166194.0,31,2006-11-09 00:00:00+00:00,2023-10-02 09:55:00+00:00,162.58775,330.0,irregular,0,
243744.0_167341.0,365/AG18 | 243744.0_167341.0,243744.0,167341.0,5,2006-04-10 00:00:00+00:00,2008-04-07 00:00:00+00:00,356.0,390.0,irregular,0,
244000.0_149570.0,364/260 | 244000.0_149570.0,244000.0,149570.0,7,2002-11-11 00:00:00+00:00,2005-09-06 00:00:00+00:00,3.8165715,7.893199920654295,irregular,0,
244005.0_149575.0,364/297 | 244005.0_149575.0,244005.0,149575.0,25,2006-03-07 00:00:00+00:00,2022-09-26 11:45:00+00:00,1.0142399,1.8980000019073473,irregular,0,
244383.0_167982.0,365/AG19 | 244383.0_167982.0,244383.0,167982.0,5,2006-04-10 00:00:00+00:00,2008-10-22 00:00:00+00:00,100.6,118.0,irregular,0,
244710.0_161520.0,365/27 | 244710.0_161520.0,244710.0,161520.0,45,2000-03-27 00:00:00+00:00,2023-05-10 00:00:00+00:00,1.1088444,1.9599999904632563,irregular,0,
245140.0_154350.0,365/470 | 245140.0_154350.0,245140.0,154350.0,37,2002-10-29 00:00:00+00:00,2023-10-02 08:45:00+00:00,69.21506,93.96999969482418,irregular,0,
247540.0_156160.0,365/471 | 247540.0_156160.0,247540.0,156160.0,6,2002-10-29 00:00:00+00:00,2005-04-04 00:00:00+00:00,73.83833,87.75,irregular,0,
248280.0_156920.0,365/18 | 248280.0_156920.0,248280.0,156920.0,3,2000-03-27 00:00:00+00:00,2001-04-16 00:00:00+00:00,0.18,0.18000000715255737,irregular,0,
250290.0_153770.0,353/363 | 250290.0_153770.0,250290.0,153770.0,34,2003-10-07 00:00:00+00:00,2023-10-02 08:20:00+00:00,1.161647,1.278499990701673,irregular,0,
250300.0_158460.0,353/22 | 250300.0_158460.0,250300.0,158460.0,31,2002-11-11 00:00:00+00:00,2020-03-03 11:15:00+00:00,91.398254,108.13999938964844,irregular,0,
250302.5_158622.2,353/691 | 250302.5_158622.2,250302.5,158622.2,2,2023-03-08 10:50:00+00:00,2023-10-02 10:50:00+00:00,130.0,130.0,irregular,0,
252892.0_163432.0,353/687 | 252892.0_163432.0,252892.0,163432.0,1,2013-01-31 00:00:00+00:00,2013-01-31 00:00:00+00:00,18.0,18.0,unknown,0,
253010.0_153980.0,353/30 | 253010.0_153980.0,253010.0,153980.0,30,2000-03-20 00:00:00+00:00,2023-09-04 00:00:00+00:00,4.3306665,11.0,irregular,0,
253600.0_162940.0,353/353 | 253600.0_162940.0,253600.0,162940.0,2,2000-03-27 00:00:00+00:00,2000-10-16 00:00:00+00:00,8.97,12.984000301361084,irregular,0,
253650.0_155460.0,353/362 | 253650.0_155460.0,253650.0,155460.0,13,2002-11-18 00:00:00+00:00,2011-03-31 12:30:00+00:00,6.4573846,28.599999999999973,irregular,0,
256040.0_161750.0,353/87 | 256040.0_161750.0,256040.0,161750.0,38,2002-11-11 00:00:00+00:00,2023-10-02 11:30:00+00:00,82.84437,110.0,irregular,0,
258000.0_165001.0,353/373 | 258000.0_165001.0,258000.0,165001.0,35,2003-04-07 00:00:00+00:00,2023-09-20 12:30:00+00:00,10.078,31.19999999999999,irregular,0,
258300.0_166310.0,353/26 | 258300.0_166310.0,258300.0,166310.0,11,2000-04-17 00:00:00+00:00,2005-05-10 00:00:00+00:00,0.4749091,0.8399999737739563,irregular,0,
260910.0_166960.0,341/251 | 260910.0_166960.0,260910.0,166960.0,13,2002-11-06 00:00:00+00:00,2010-06-25 10:45:00+00:00,1.7326154,6.0400001287460165,irregular,0,
262470.0_161780.0,341/252 | 262470.0_161780.0,262470.0,161780.0,16,2002-11-05 00:00:00+00:00,2011-03-31 11:36:00+00:00,27.047,47.34500026702881,irregular,0,
263000.0_163850.0,341/242 | 263000.0_163850.0,263000.0,163850.0,19,2000-03-20 00:00:00+00:00,2010-07-13 12:20:00+00:00,0.74557894,0.9973999857902504,irregular,0,
264600.0_164000.0,341/253 | 264600.0_164000.0,264600.0,164000.0,32,2002-11-26 00:00:00+00:00,2023-10-16 09:00:00+00:00,125.041565,163.18500137329102,irregular,0,
264987.0_165584.0,341/240 | 264987.0_165584.0,264987.0,165584.0,16,2000-04-12 00:00:00+00:00,2008-10-01 00:00:00+00:00,1.6183751,4.717500030994415,irregular,0,
265050.0_165540.0,341/17 | 265050.0_165540.0,265050.0,165540.0,36,2003-04-14 00:00:00+00:00,2023-03-07 09:40:00+00:00,16.284222,71.12999725341797,irregular,0,
265270.0_167050.0,341/254 | 265270.0_167050.0,265270.0,167050.0,22,2002-11-05 00:00:00+00:00,2017-10-25 09:50:00+00:00,2.705091,10.599999999999994,irregular,0,
266170.0_165643.0,341/241 | 266170.0_165643.0,266170.0,165643.0,43,2000-04-12 00:00:00+00:00,2023-10-16 09:20:00+00:00,0.94186044,2.0,irregular,0,
267550.0_168420.0,342/115 | 267550.0_168420.0,267550.0,168420.0,39,2002-11-06 00:00:00+00:00,2023-10-16 09:50:00+00:00,91.18667,120.0,irregular,0,
