id,data,codigo,condutividade,condcamp20c,coord_x_m,coord_y_m,altitude_m,sistema_aquifero,estado,freguesia,created_at
1333,2007-11-14 00:00:00+00,365/27,,240.00,161520.00,244710.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1334,2008-04-07 00:00:00+00,365/27,,220.00,161520.00,244710.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1335,2009-10-26 00:00:00+00,365/27,,220.00,161520.00,244710.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1336,2012-11-12 10:15:00+00,365/27,240.00,,161520.00,244710.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1337,2014-05-07 00:00:00+00,365/27,242.00,,161520.00,244710.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1338,2017-06-14 00:00:00+00,365/27,244.00,,161520.00,244710.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1339,2017-09-28 00:00:00+00,365/27,241.00,,161520.00,244710.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1340,2018-05-24 00:00:00+00,365/27,225.00,,161520.00,244710.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1341,2018-10-31 00:00:00+00,365/27,242.00,,161520.00,244710.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1342,2019-05-14 00:00:00+00,365/27,266.00,,161520.00,244710.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1343,2019-09-10 00:00:00+00,365/27,243.00,,161520.00,244710.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1344,2020-06-18 00:00:00+00,365/27,249.00,,161520.00,244710.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1345,2020-10-14 00:00:00+00,365/27,238.00,,161520.00,244710.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1346,2021-04-29 00:00:00+00,365/27,248.00,,161520.00,244710.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1347,2021-09-22 00:00:00+00,365/27,235.00,,161520.00,244710.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1348,2022-04-06 00:00:00+00,365/27,263.00,,161520.00,244710.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1349,2022-09-07 00:00:00+00,365/27,362.00,,161520.00,244710.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1350,2023-05-10 00:00:00+00,365/27,260.00,,161520.00,244710.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1351,2005-10-06 00:00:00+00,365/AG18,,536.00,167341.00,243744.00,52,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1352,2007-03-27 00:00:00+00,365/AG18,,770.00,167341.00,243744.00,52,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1353,2007-11-14 00:00:00+00,365/AG18,,870.00,167341.00,243744.00,52,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1354,2008-04-07 00:00:00+00,365/AG18,,720.00,167341.00,243744.00,52,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1355,2005-10-06 00:00:00+00,365/AG19,,383.00,167982.00,244383.00,51,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1356,2007-03-27 00:00:00+00,365/AG19,,330.00,167982.00,244383.00,51,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1357,2007-11-14 00:00:00+00,365/AG19,,380.00,167982.00,244383.00,51,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1358,2008-04-07 00:00:00+00,365/AG19,,370.00,167982.00,244383.00,51,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1359,2005-10-06 00:00:00+00,365/AG25,,1515.00,166194.00,242603.00,50,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1360,2007-03-27 00:00:00+00,365/AG25,,310.00,166194.00,242603.00,50,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1361,2007-11-14 00:00:00+00,365/AG25,,530.00,166194.00,242603.00,50,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1362,2008-04-07 00:00:00+00,365/AG25,,490.00,166194.00,242603.00,50,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1363,2008-03-06 00:00:00+00,330/230,,320.00,174000.00,271850.00,,T7 - ALUVIÕES DO TEJO,,,2025-07-17 14:16:16.360211+00
1364,2009-10-26 00:00:00+00,365/AG25,,320.00,166194.00,242603.00,50,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FAZENDAS DE ALMEIRIM,2025-07-17 14:16:16.360211+00
1385,2000-03-27 00:00:00+00,377/236,,477.00,150150.00,237050.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MUGE,2025-07-17 14:16:16.360211+00
1386,2001-04-16 12:30:00+00,377/236,,362.00,150150.00,237050.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MUGE,2025-07-17 14:16:16.360211+00
1387,2001-10-10 14:45:00+00,377/236,,401.00,150150.00,237050.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MUGE,2025-07-17 14:16:16.360211+00
1388,2002-04-08 00:00:00+00,377/236,,362.00,150150.00,237050.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MUGE,2025-07-17 14:16:16.360211+00
1389,2002-10-22 00:00:00+00,377/236,,363.00,150150.00,237050.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MUGE,2025-07-17 14:16:16.360211+00
1390,2003-11-10 00:00:00+00,377/236,,402.00,150150.00,237050.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MUGE,2025-07-17 14:16:16.360211+00
1391,2006-04-10 00:00:00+00,377/236,,388.00,150150.00,237050.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MUGE,2025-07-17 14:16:16.360211+00
1392,2006-10-24 00:00:00+00,377/236,,387.00,150150.00,237050.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MUGE,2025-07-17 14:16:16.360211+00
1393,2007-03-20 00:00:00+00,377/236,,210.00,150150.00,237050.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MUGE,2025-07-17 14:16:16.360211+00
1394,2007-11-15 00:00:00+00,377/236,,380.00,150150.00,237050.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MUGE,2025-07-17 14:16:16.360211+00
1395,2008-04-14 00:00:00+00,377/236,,330.00,150150.00,237050.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MUGE,2025-07-17 14:16:16.360211+00
1396,2009-04-27 00:00:00+00,377/236,,340.00,150150.00,237050.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MUGE,2025-07-17 14:16:16.360211+00
1397,2009-09-23 00:00:00+00,377/236,,340.00,150150.00,237050.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MUGE,2025-07-17 14:16:16.360211+00
1409,2000-03-27 00:00:00+00,378/57,,261.00,152550.00,231100.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MARINHAIS,2025-07-17 14:16:16.360211+00
1410,2000-10-16 00:00:00+00,378/57,,194.00,152550.00,231100.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MARINHAIS,2025-07-17 14:16:16.360211+00
1411,2001-04-16 11:30:00+00,378/57,,221.00,152550.00,231100.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MARINHAIS,2025-07-17 14:16:16.360211+00
1412,2001-10-10 15:20:00+00,378/57,,251.00,152550.00,231100.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MARINHAIS,2025-07-17 14:16:16.360211+00
1413,2002-04-08 00:00:00+00,378/57,,206.00,152550.00,231100.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MARINHAIS,2025-07-17 14:16:16.360211+00
1414,2002-10-22 00:00:00+00,378/57,,248.00,152550.00,231100.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MARINHAIS,2025-07-17 14:16:16.360211+00
1415,2003-04-09 00:00:00+00,378/57,,269.00,152550.00,231100.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MARINHAIS,2025-07-17 14:16:16.360211+00
1416,2004-10-11 00:00:00+00,378/57,,218.00,152550.00,231100.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MARINHAIS,2025-07-17 14:16:16.360211+00
1417,2006-04-10 00:00:00+00,378/57,,218.00,152550.00,231100.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MARINHAIS,2025-07-17 14:16:16.360211+00
1418,2006-10-24 00:00:00+00,378/57,,234.00,152550.00,231100.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MARINHAIS,2025-07-17 14:16:16.360211+00
1419,2007-03-20 00:00:00+00,378/57,,260.00,152550.00,231100.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MARINHAIS,2025-07-17 14:16:16.360211+00
1420,2007-11-15 00:00:00+00,378/57,,210.00,152550.00,231100.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MARINHAIS,2025-07-17 14:16:16.360211+00
1421,2008-04-14 00:00:00+00,378/57,,240.00,152550.00,231100.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MARINHAIS,2025-07-17 14:16:16.360211+00
1422,2009-04-27 00:00:00+00,378/57,,250.00,152550.00,231100.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MARINHAIS,2025-07-17 14:16:16.360211+00
1423,2009-09-23 00:00:00+00,378/57,,240.00,152550.00,231100.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MARINHAIS,2025-07-17 14:16:16.360211+00
1424,2012-12-05 10:45:00+00,378/57,240.00,,152550.00,231100.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MARINHAIS,2025-07-17 14:16:16.360211+00
1428,2008-10-06 00:00:00+00,330/230,,200.00,174000.00,271850.00,,T7 - ALUVIÕES DO TEJO,,,2025-07-17 14:16:16.360211+00
1432,2000-03-27 00:00:00+00,378/63,,105.00,161400.00,238350.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,RAPOSA,2025-07-17 14:16:16.360211+00
1433,2000-10-16 00:00:00+00,378/63,,116.00,161400.00,238350.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,RAPOSA,2025-07-17 14:16:16.360211+00
1434,2001-04-16 10:45:00+00,378/63,,130.00,161400.00,238350.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,RAPOSA,2025-07-17 14:16:16.360211+00
1435,2001-10-10 11:45:00+00,378/63,,165.00,161400.00,238350.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,RAPOSA,2025-07-17 14:16:16.360211+00
1436,2002-04-10 00:00:00+00,378/63,,113.00,161400.00,238350.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,RAPOSA,2025-07-17 14:16:16.360211+00
1437,2002-10-22 00:00:00+00,378/63,,125.00,161400.00,238350.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,RAPOSA,2025-07-17 14:16:16.360211+00
1438,2003-04-15 00:00:00+00,378/63,,125.00,161400.00,238350.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,RAPOSA,2025-07-17 14:16:16.360211+00
1439,2003-11-10 00:00:00+00,378/63,,140.00,161400.00,238350.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,RAPOSA,2025-07-17 14:16:16.360211+00
1440,2004-04-06 00:00:00+00,378/63,,141.00,161400.00,238350.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,RAPOSA,2025-07-17 14:16:16.360211+00
1441,2004-10-11 00:00:00+00,378/63,,130.00,161400.00,238350.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,RAPOSA,2025-07-17 14:16:16.360211+00
1442,2006-10-23 00:00:00+00,378/63,,129.00,161400.00,238350.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,RAPOSA,2025-07-17 14:16:16.360211+00
1443,2007-03-27 00:00:00+00,378/63,,130.00,161400.00,238350.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,RAPOSA,2025-07-17 14:16:16.360211+00
1444,2007-11-14 00:00:00+00,378/63,,130.00,161400.00,238350.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,RAPOSA,2025-07-17 14:16:16.360211+00
1445,2008-04-07 00:00:00+00,378/63,,120.00,161400.00,238350.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,RAPOSA,2025-07-17 14:16:16.360211+00
1446,2009-10-26 00:00:00+00,378/63,,130.00,161400.00,238350.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,RAPOSA,2025-07-17 14:16:16.360211+00
1512,2016-01-27 00:00:00+00,390/106,476.00,,133919.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1513,2016-06-30 00:00:00+00,390/106,417.00,,133919.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1514,2017-04-26 00:00:00+00,390/106,461.00,,133919.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1515,2017-10-25 00:00:00+00,390/106,566.00,,133919.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1516,2018-01-24 00:00:00+00,390/106,507.00,,133919.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1517,2018-04-12 00:00:00+00,390/106,472.00,,133919.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1518,2018-10-24 00:00:00+00,390/106,555.00,,133919.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1519,2019-02-27 00:00:00+00,390/106,413.00,,133919.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1520,2019-04-24 00:00:00+00,390/106,416.00,,133919.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1521,2019-10-23 00:00:00+00,390/106,569.00,,133919.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1522,2020-06-17 00:00:00+00,390/106,430.00,,133919.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1523,2020-09-16 00:00:00+00,390/106,618.00,,133919.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1524,2022-04-28 00:00:00+00,390/106,466.00,,133919.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1525,2022-10-26 00:00:00+00,390/106,658.00,,133919.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1526,2023-04-26 00:00:00+00,390/106,441.00,,133919.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1527,2016-04-13 00:00:00+00,390/116,692.00,,133220.00,222600.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1528,2017-10-11 00:00:00+00,390/116,596.00,,133220.00,222600.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1529,2018-04-11 00:00:00+00,390/116,543.00,,133220.00,222600.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1530,2018-10-17 00:00:00+00,390/116,559.00,,133220.00,222600.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1531,2019-02-13 00:00:00+00,390/116,569.00,,133220.00,222600.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1532,2019-10-09 00:00:00+00,390/116,605.00,,133220.00,222600.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1533,2020-06-17 00:00:00+00,390/116,542.00,,133220.00,222600.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1534,2020-09-28 00:00:00+00,390/116,571.00,,133220.00,222600.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1535,2022-04-21 00:00:00+00,390/116,665.00,,133220.00,222600.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1536,2022-10-12 00:00:00+00,390/116,608.00,,133220.00,222600.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1537,2023-04-12 00:00:00+00,390/116,713.00,,133220.00,222600.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1538,2016-03-16 00:00:00+00,390/125,565.00,,132573.00,222106.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1539,2016-10-12 00:00:00+00,390/125,589.00,,132573.00,222106.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1540,2017-04-19 00:00:00+00,390/125,618.00,,132573.00,222106.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1541,2017-10-18 00:00:00+00,390/125,570.00,,132573.00,222106.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1542,2018-01-17 00:00:00+00,390/125,648.00,,132573.00,222106.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1543,2018-04-18 00:00:00+00,390/125,669.00,,132573.00,222106.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1544,2018-10-10 00:00:00+00,390/125,665.00,,132573.00,222106.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1545,2019-04-17 00:00:00+00,390/125,608.00,,132573.00,222106.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1546,2019-10-09 00:00:00+00,390/125,667.00,,132573.00,222106.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1547,2020-06-02 00:00:00+00,390/125,690.00,,132573.00,222106.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1548,2020-09-24 00:00:00+00,390/125,667.00,,132573.00,222106.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1549,2022-04-20 00:00:00+00,390/125,701.00,,132573.00,222106.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1550,2022-10-19 00:00:00+00,390/125,571.00,,132573.00,222106.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1551,2023-04-17 00:00:00+00,390/125,709.00,,132573.00,222106.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1552,2016-03-09 00:00:00+00,390/95,1131.00,,133310.00,222676.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1553,2016-09-14 00:00:00+00,390/95,967.00,,133310.00,222676.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1554,2017-04-12 00:00:00+00,390/95,768.00,,133310.00,222676.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1555,2017-10-11 00:00:00+00,390/95,993.00,,133310.00,222676.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1556,2018-04-11 00:00:00+00,390/95,720.00,,133310.00,222676.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1557,2018-10-17 00:00:00+00,390/95,982.00,,133310.00,222676.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1558,2019-02-13 00:00:00+00,390/95,777.00,,133310.00,222676.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1559,2022-04-21 00:00:00+00,390/95,650.00,,133310.00,222676.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1560,2022-10-12 00:00:00+00,390/95,1051.00,,133310.00,222676.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:16:16.360211+00
1561,2000-03-27 00:00:00+00,391/266,,378.00,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:16:16.360211+00
1562,2000-10-16 00:00:00+00,391/266,,325.00,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:16:16.360211+00
1563,2001-04-16 10:50:00+00,391/266,,339.00,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:16:16.360211+00
1564,2002-04-08 00:00:00+00,391/266,,341.00,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:16:16.360211+00
1565,2002-10-22 00:00:00+00,391/266,,354.00,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:16:16.360211+00
1566,2003-04-09 00:00:00+00,391/266,,409.00,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:16:16.360211+00
1567,2003-11-10 00:00:00+00,391/266,,397.00,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:16:16.360211+00
1568,2004-10-11 00:00:00+00,391/266,,327.00,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:16:16.360211+00
1569,2006-10-24 00:00:00+00,391/266,,367.00,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:16:16.360211+00
1570,2007-11-15 00:00:00+00,391/266,,360.00,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:16:16.360211+00
