id,data,codigo,nitrato,coord_x_m,coord_y_m,altitude_m,sistema_aquifero,estado,freguesia,created_at
3203,2004-02-16 00:00:00+00,443/733,2.6,124410.00,182730.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALHOS VEDROS,2025-07-17 14:15:54.170254+00
3204,2004-09-20 00:00:00+00,443/733,2.215,124410.00,182730.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALHOS VEDROS,2025-07-17 14:15:54.170254+00
3205,2005-03-14 00:00:00+00,443/733,2.9,124410.00,182730.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALHOS VEDROS,2025-07-17 14:15:54.170254+00
3206,2000-03-20 00:00:00+00,443/734,9.66,128950.00,180150.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,QUINTA DO ANJO,2025-07-17 14:15:54.170254+00
3207,2000-09-18 00:00:00+00,443/734,33.55,128950.00,180150.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,QUINTA DO ANJO,2025-07-17 14:15:54.170254+00
3208,2000-10-09 00:00:00+00,443/734,8.99,128950.00,180150.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,QUINTA DO ANJO,2025-07-17 14:15:54.170254+00
3209,2001-02-12 00:00:00+00,443/734,29.72,128950.00,180150.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,QUINTA DO ANJO,2025-07-17 14:15:54.170254+00
3210,2001-03-21 00:00:00+00,443/734,9.82,128950.00,180150.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,QUINTA DO ANJO,2025-07-17 14:15:54.170254+00
3211,2001-10-08 00:00:00+00,443/734,9.13,128950.00,180150.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,QUINTA DO ANJO,2025-07-17 14:15:54.170254+00
3212,2002-03-25 00:00:00+00,443/734,7.44,128950.00,180150.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,QUINTA DO ANJO,2025-07-17 14:15:54.170254+00
3213,2002-10-07 00:00:00+00,443/734,8.99,128950.00,180150.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,QUINTA DO ANJO,2025-07-17 14:15:54.170254+00
3214,2003-03-31 00:00:00+00,443/734,8.77,128950.00,180150.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,QUINTA DO ANJO,2025-07-17 14:15:54.170254+00
3215,2003-10-13 00:00:00+00,443/734,9.2,128950.00,180150.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,QUINTA DO ANJO,2025-07-17 14:15:54.170254+00
3216,2004-04-26 00:00:00+00,443/734,7.49,128950.00,180150.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,QUINTA DO ANJO,2025-07-17 14:15:54.170254+00
3217,2004-10-18 00:00:00+00,443/734,8.373,128950.00,180150.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,QUINTA DO ANJO,2025-07-17 14:15:54.170254+00
3218,2005-04-19 00:00:00+00,443/734,13.25,128950.00,180150.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,QUINTA DO ANJO,2025-07-17 14:15:54.170254+00
3219,2006-04-10 00:00:00+00,443/734,9.7,128950.00,180150.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,QUINTA DO ANJO,2025-07-17 14:15:54.170254+00
3220,2006-10-23 00:00:00+00,443/734,8.82,128950.00,180150.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,QUINTA DO ANJO,2025-07-17 14:15:54.170254+00
3221,2000-03-01 00:00:00+00,443/920,2.84,126050.00,188020.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3222,2000-09-18 00:00:00+00,443/920,2.92,126050.00,188020.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3223,2001-02-12 00:00:00+00,443/920,2.04,126050.00,188020.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3224,2001-09-03 09:30:00+00,443/920,3.36,126050.00,188020.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3225,2002-02-18 00:00:00+00,443/920,3.1,126050.00,188020.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3226,2002-09-02 00:00:00+00,443/920,3.19,126050.00,188020.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3227,2003-02-17 00:00:00+00,443/920,2.66,126050.00,188020.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3228,2003-09-09 00:00:00+00,443/920,2.75,126050.00,188020.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3229,2005-03-14 00:00:00+00,443/920,12.0,126050.00,188020.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3230,2005-10-03 00:00:00+00,443/920,3.94,126050.00,188020.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3231,2006-02-22 00:00:00+00,443/920,8.0,126050.00,188020.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3232,2006-10-02 00:00:00+00,443/920,7.04,126050.00,188020.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3233,2007-02-26 00:00:00+00,443/920,8.82,126050.00,188020.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3234,2008-02-25 00:00:00+00,443/920,5.72,126050.00,188020.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3235,2008-09-30 00:00:00+00,443/920,4.83,126050.00,188020.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3236,2009-05-12 00:00:00+00,443/920,7.531,126050.00,188020.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3237,2009-09-28 00:00:00+00,443/920,6.202,126050.00,188020.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3238,2010-06-21 12:00:00+00,443/920,13.0,126050.00,188020.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3239,2000-03-01 00:00:00+00,443/922,19.8,128410.00,186140.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3240,2000-09-18 00:00:00+00,443/922,17.9,128410.00,186140.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3241,2001-02-12 00:00:00+00,443/922,21.18,128410.00,186140.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3242,2001-09-03 00:00:00+00,443/922,27.82,128410.00,186140.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3243,2002-02-18 00:00:00+00,443/922,19.54,128410.00,186140.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3244,2002-09-02 00:00:00+00,443/922,19.23,128410.00,186140.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3245,2003-02-17 00:00:00+00,443/922,19.58,128410.00,186140.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3246,2003-09-09 00:00:00+00,443/922,19.45,128410.00,186140.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3247,2004-09-20 00:00:00+00,443/922,2.348,128410.00,186140.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3248,2005-03-14 00:00:00+00,443/922,5.7,128410.00,186140.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3249,2005-10-03 00:00:00+00,443/922,8.82,128410.00,186140.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3250,2006-02-22 00:00:00+00,443/922,3.1,128410.00,186140.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3251,2006-10-02 00:00:00+00,443/922,3.1,128410.00,186140.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3252,2007-02-26 00:00:00+00,443/922,3.28,128410.00,186140.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3253,2008-02-25 00:00:00+00,443/922,2.39,128410.00,186140.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3254,2008-09-30 00:00:00+00,443/922,2.88,128410.00,186140.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3255,2009-05-12 00:00:00+00,443/922,2.924,128410.00,186140.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3256,2009-09-28 00:00:00+00,443/922,2.702,128410.00,186140.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3257,2010-06-21 11:40:00+00,443/922,3.0,128410.00,186140.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3258,2011-02-17 12:14:00+00,443/922,5.0,128410.00,186140.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3259,2000-03-01 00:00:00+00,443/940,32.95,125750.00,183870.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3260,2000-09-18 00:00:00+00,443/940,33.55,125750.00,183870.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3261,2001-02-12 00:00:00+00,443/940,29.72,125750.00,183870.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3262,2001-09-03 00:00:00+00,443/940,35.34,125750.00,183870.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3263,2002-02-18 00:00:00+00,443/940,42.31,125750.00,183870.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3264,2002-09-02 00:00:00+00,443/940,39.91,125750.00,183870.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3265,2003-02-17 00:00:00+00,443/940,39.41,125750.00,183870.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3266,2003-09-09 00:00:00+00,443/940,53.12,125750.00,183870.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3267,2004-02-16 00:00:00+00,443/940,39.0,125750.00,183870.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3268,2004-09-20 00:00:00+00,443/940,30.523,125750.00,183870.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3269,2005-03-14 00:00:00+00,443/940,48.0,125750.00,183870.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3270,2005-10-03 00:00:00+00,443/940,24.76,125750.00,183870.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,MOITA,2025-07-17 14:15:54.170254+00
3271,2000-03-20 00:00:00+00,444/10,7.03,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3272,2000-10-09 00:00:00+00,444/10,7.53,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3273,2000-10-23 00:00:00+00,444/10,1.01,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3274,2002-03-25 00:00:00+00,444/10,6.6,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3275,2002-10-07 00:00:00+00,444/10,6.69,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3276,2003-03-31 00:00:00+00,444/10,5.66,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3277,2003-10-13 00:00:00+00,444/10,7.7,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3278,2004-04-26 00:00:00+00,444/10,5.71,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3279,2004-10-18 00:00:00+00,444/10,5.715,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3280,2005-04-19 00:00:00+00,444/10,7.49,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3281,2006-04-10 00:00:00+00,444/10,8.2,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3282,2006-10-23 00:00:00+00,444/10,6.6,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3283,2006-10-25 00:00:00+00,444/10,6.63,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3284,2007-03-19 00:00:00+00,444/10,6.8,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3285,2007-11-14 00:00:00+00,444/10,6.6,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3286,2008-04-08 00:00:00+00,444/10,5.72,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3287,2009-04-21 00:00:00+00,444/10,5.759,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3288,2009-09-29 00:00:00+00,444/10,9.746,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3289,2010-06-25 14:25:00+00,444/10,9.0,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3290,2011-02-17 15:00:00+00,444/10,6.0,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3291,2012-11-08 11:00:00+00,444/10,7.4,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3292,2013-03-07 10:35:00+00,444/10,7.8,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3293,2014-02-27 10:50:00+00,444/10,7.1,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3294,2014-09-23 10:40:00+00,444/10,7.0,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3295,2015-02-24 11:25:00+00,444/10,7.8,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3296,2015-09-28 11:30:00+00,444/10,8.2,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3297,2016-02-23 11:20:00+00,444/10,7.4,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3298,2016-09-19 11:00:00+00,444/10,8.0,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3299,2017-03-13 11:00:00+00,444/10,7.8,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3300,2019-04-16 11:25:00+00,444/10,9.0,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3301,2020-05-05 11:15:00+00,444/10,9.1,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3302,2020-10-27 11:15:00+00,444/10,10.0,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3303,2021-03-02 11:15:00+00,444/10,9.0,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3304,2021-11-23 11:40:00+00,444/10,9.2,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3305,2022-09-20 11:10:00+00,444/10,9.7,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3306,2023-04-04 10:50:00+00,444/10,10.0,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3307,2023-10-18 11:15:00+00,444/10,10.0,146650.00,185060.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3308,2013-03-07 11:38:00+00,444/456,12.0,147305.99,188463.89,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,,2025-07-17 14:15:54.170254+00
3309,2013-11-14 10:00:00+00,444/456,3.0,147305.99,188463.89,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,,2025-07-17 14:15:54.170254+00
3310,2014-02-27 11:10:00+00,444/456,6.3,147305.99,188463.89,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,,2025-07-17 14:15:54.170254+00
3311,2014-09-23 10:50:00+00,444/456,8.5,147305.99,188463.89,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,,2025-07-17 14:15:54.170254+00
3312,2015-02-24 11:40:00+00,444/456,9.1,147305.99,188463.89,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,,2025-07-17 14:15:54.170254+00
3313,2015-09-28 11:45:00+00,444/456,10.0,147305.99,188463.89,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,,2025-07-17 14:15:54.170254+00
3314,2016-02-23 11:35:00+00,444/456,8.7,147305.99,188463.89,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,,2025-07-17 14:15:54.170254+00
3315,2016-09-19 11:15:00+00,444/456,8.9,147305.99,188463.89,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,,2025-07-17 14:15:54.170254+00
3316,2017-03-13 11:10:00+00,444/456,18.0,147305.99,188463.89,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,,2025-07-17 14:15:54.170254+00
3317,2017-11-13 11:10:00+00,444/456,39.0,147305.99,188463.89,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,,2025-07-17 14:15:54.170254+00
3318,2019-04-16 11:50:00+00,444/456,12.0,147305.99,188463.89,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,,2025-07-17 14:15:54.170254+00
3319,2020-03-11 10:00:00+00,444/456,2.4,147305.99,188463.89,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,,2025-07-17 14:15:54.170254+00
3320,2020-05-05 11:30:00+00,444/456,14.0,147305.99,188463.89,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,,2025-07-17 14:15:54.170254+00
3321,2020-10-27 11:35:00+00,444/456,13.0,147305.99,188463.89,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,,2025-07-17 14:15:54.170254+00
3322,2021-03-02 11:30:00+00,444/456,11.0,147305.99,188463.89,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,,2025-07-17 14:15:54.170254+00
3323,2009-10-28 00:00:00+00,342/114,87.0,168360.00,268980.00,,T7 - ALUVIÕES DO TEJO,,,2025-07-17 14:15:54.170254+00
3324,2021-11-23 12:05:00+00,444/456,14.0,147305.99,188463.89,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,,2025-07-17 14:15:54.170254+00
3325,2022-09-20 11:30:00+00,444/456,19.0,147305.99,188463.89,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,,2025-07-17 14:15:54.170254+00
3326,2023-04-04 11:05:00+00,444/456,12.0,147305.99,188463.89,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,,2025-07-17 14:15:54.170254+00
3327,2023-10-18 11:45:00+00,444/456,18.0,147305.99,188463.89,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,,2025-07-17 14:15:54.170254+00
3328,2007-03-22 00:00:00+00,444/AG71,75.27,147761.00,187667.00,49,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3329,2007-11-15 00:00:00+00,444/AG71,70.84,147761.00,187667.00,49,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3330,2010-06-25 13:10:00+00,444/AG71,2.000,147761.00,187667.00,49,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3331,2011-02-17 13:35:00+00,444/AG71,2.000,147761.00,187667.00,49,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:15:54.170254+00
3332,2001-03-26 00:00:00+00,445/63,0.44,158200.00,189450.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,PEGÕES,2025-07-17 14:15:54.170254+00
3333,2001-10-22 00:00:00+00,445/63,0.62,158200.00,189450.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,PEGÕES,2025-07-17 14:15:54.170254+00
3334,2002-10-28 00:00:00+00,445/63,1.95,158200.00,189450.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,PEGÕES,2025-07-17 14:15:54.170254+00
3335,2003-03-24 00:00:00+00,445/63,0.97,158200.00,189450.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,PEGÕES,2025-07-17 14:15:54.170254+00
3336,2003-09-23 00:00:00+00,445/63,0.66,158200.00,189450.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,PEGÕES,2025-07-17 14:15:54.170254+00
3337,2004-02-17 00:00:00+00,445/63,0.98,158200.00,189450.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,PEGÕES,2025-07-17 14:15:54.170254+00
3338,2004-09-22 00:00:00+00,445/63,0.664,158200.00,189450.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,PEGÕES,2025-07-17 14:15:54.170254+00
3339,2005-03-21 00:00:00+00,445/63,0.97,158200.00,189450.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,PEGÕES,2025-07-17 14:15:54.170254+00
3340,2005-11-07 00:00:00+00,445/63,2.17,158200.00,189450.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,PEGÕES,2025-07-17 14:15:54.170254+00
3341,2006-03-29 00:00:00+00,445/63,1.68,158200.00,189450.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,PEGÕES,2025-07-17 14:15:54.170254+00
3342,2006-11-13 00:00:00+00,445/63,2.84,158200.00,189450.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,PEGÕES,2025-07-17 14:15:54.170254+00
3343,2007-03-13 00:00:00+00,445/63,2.17,158200.00,189450.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,PEGÕES,2025-07-17 14:15:54.170254+00
3344,2008-03-27 00:00:00+00,445/63,2.61,158200.00,189450.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,PEGÕES,2025-07-17 14:15:54.170254+00
3345,2009-04-13 00:00:00+00,445/63,1.152,158200.00,189450.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,PEGÕES,2025-07-17 14:15:54.170254+00
3346,2009-09-22 00:00:00+00,445/63,2.215,158200.00,189450.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,PEGÕES,2025-07-17 14:15:54.170254+00
3347,2010-07-26 17:50:00+00,445/63,5.0,158200.00,189450.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,PEGÕES,2025-07-17 14:15:54.170254+00
