id,data,codigo,nitrato,coord_x_m,coord_y_m,altitude_m,sistema_aquifero,estado,freguesia,created_at
2058,2017-10-25 00:00:00+00,390/106,1.000,133919.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2059,2018-01-24 00:00:00+00,390/106,1.000,133919.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2060,2018-04-12 00:00:00+00,390/106,1.000,133919.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2061,2018-10-24 00:00:00+00,390/106,1.000,133919.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2062,2019-02-27 00:00:00+00,390/106,1.000,133919.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2063,2019-04-24 00:00:00+00,390/106,1.000,133919.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2064,2019-10-23 00:00:00+00,390/106,1.000,133919.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2065,2020-06-17 00:00:00+00,390/106,1.000,133919.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2066,2020-09-16 00:00:00+00,390/106,1.000,133919.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2067,2022-04-28 00:00:00+00,390/106,1.000,133919.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2068,2022-10-26 00:00:00+00,390/106,1.000,133919.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2069,2023-04-26 00:00:00+00,390/106,1.000,133919.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2070,2016-04-13 00:00:00+00,390/116,1.000,133220.00,222600.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2071,2017-10-11 00:00:00+00,390/116,1.000,133220.00,222600.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2072,2018-04-11 00:00:00+00,390/116,1.000,133220.00,222600.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2073,2018-10-17 00:00:00+00,390/116,1.000,133220.00,222600.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2074,2019-02-13 00:00:00+00,390/116,1.000,133220.00,222600.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2075,2019-10-09 00:00:00+00,390/116,1.000,133220.00,222600.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2076,2020-06-17 00:00:00+00,390/116,1.000,133220.00,222600.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2077,2020-09-28 00:00:00+00,390/116,1.000,133220.00,222600.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2078,2022-04-21 00:00:00+00,390/116,1.000,133220.00,222600.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2079,2022-10-12 00:00:00+00,390/116,1.000,133220.00,222600.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2080,2023-04-12 00:00:00+00,390/116,1.000,133220.00,222600.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2081,2016-03-16 00:00:00+00,390/125,1.000,132573.00,222106.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2082,2016-10-12 00:00:00+00,390/125,1.000,132573.00,222106.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2083,2017-04-19 00:00:00+00,390/125,1.000,132573.00,222106.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2084,2017-10-18 00:00:00+00,390/125,1.000,132573.00,222106.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2085,2018-01-17 00:00:00+00,390/125,1.000,132573.00,222106.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2086,2018-04-18 00:00:00+00,390/125,1.000,132573.00,222106.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2087,2018-10-10 00:00:00+00,390/125,1.000,132573.00,222106.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2088,2019-04-17 00:00:00+00,390/125,1.000,132573.00,222106.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2089,2019-10-09 00:00:00+00,390/125,1.000,132573.00,222106.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2090,2020-06-02 00:00:00+00,390/125,1.000,132573.00,222106.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2091,2020-09-24 00:00:00+00,390/125,1.000,132573.00,222106.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2092,2022-04-20 00:00:00+00,390/125,1.000,132573.00,222106.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2093,2022-10-19 00:00:00+00,390/125,1.000,132573.00,222106.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2094,2023-04-17 00:00:00+00,390/125,1.000,132573.00,222106.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2095,2016-03-09 00:00:00+00,390/95,1.000,133310.00,222676.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2096,2016-09-14 00:00:00+00,390/95,1.000,133310.00,222676.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2097,2017-04-12 00:00:00+00,390/95,1.000,133310.00,222676.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2098,2017-10-11 00:00:00+00,390/95,1.000,133310.00,222676.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2099,2018-04-11 00:00:00+00,390/95,1.000,133310.00,222676.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2100,2018-10-17 00:00:00+00,390/95,1.000,133310.00,222676.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2101,2019-02-13 00:00:00+00,390/95,1.000,133310.00,222676.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2102,2022-04-21 00:00:00+00,390/95,1.000,133310.00,222676.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2103,2022-10-12 00:00:00+00,390/95,1.000,133310.00,222676.00,2,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2104,2000-03-27 00:00:00+00,391/266,0.18,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:15:53.832522+00
2105,2000-10-16 00:00:00+00,391/266,0.18,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:15:53.832522+00
2106,2001-04-16 00:00:00+00,391/266,0.18,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:15:53.832522+00
2107,2002-04-08 00:00:00+00,391/266,0.22,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:15:53.832522+00
2108,2002-10-22 00:00:00+00,391/266,3.96,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:15:53.832522+00
2109,2003-04-09 00:00:00+00,391/266,0.84,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:15:53.832522+00
2110,2003-11-10 00:00:00+00,391/266,0.66,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:15:53.832522+00
2111,2004-10-11 00:00:00+00,391/266,1.55,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:15:53.832522+00
2112,2005-05-03 00:00:00+00,391/266,0.66,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:15:53.832522+00
2113,2006-10-24 00:00:00+00,391/266,0.84,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:15:53.832522+00
2114,2007-11-15 00:00:00+00,391/266,0.84,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:15:53.832522+00
2115,2008-04-14 00:00:00+00,391/266,0.83,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:15:53.832522+00
2116,2008-10-29 00:00:00+00,391/266,0.84,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:15:53.832522+00
2117,2009-04-27 00:00:00+00,391/266,0.886,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:15:53.832522+00
2118,2009-09-23 00:00:00+00,391/266,0.886,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:15:53.832522+00
2119,2010-07-12 10:50:00+00,391/266,4.0,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:15:53.832522+00
2120,2011-03-29 10:45:00+00,391/266,2.000,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:15:53.832522+00
2121,2012-12-05 09:45:00+00,391/266,0.890,147560.00,225430.00,34,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:15:53.832522+00
2122,2000-03-13 00:00:00+00,391/280,0.22,141270.00,223620.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:15:53.832522+00
2123,2000-10-02 00:00:00+00,391/280,0.18,141270.00,223620.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:15:53.832522+00
2124,2001-03-05 00:00:00+00,391/280,0.18,141270.00,223620.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:15:53.832522+00
2125,2001-10-22 00:00:00+00,391/280,0.18,141270.00,223620.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:15:53.832522+00
2126,2002-03-04 00:00:00+00,391/280,0.18,141270.00,223620.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:15:53.832522+00
2127,2002-10-28 00:00:00+00,391/280,0.84,141270.00,223620.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:15:53.832522+00
2128,2003-03-10 00:00:00+00,391/280,0.84,141270.00,223620.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:15:53.832522+00
2129,2004-03-01 00:00:00+00,391/280,0.58,141270.00,223620.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:15:53.832522+00
2130,2004-10-06 00:00:00+00,391/280,1.506,141270.00,223620.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:15:53.832522+00
2131,2005-04-06 00:00:00+00,391/280,0.66,141270.00,223620.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:15:53.832522+00
2132,2005-10-11 00:00:00+00,391/280,0.66,141270.00,223620.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:15:53.832522+00
2133,2006-10-11 00:00:00+00,391/280,0.84,141270.00,223620.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:15:53.832522+00
2134,2007-03-28 00:00:00+00,391/280,0.84,141270.00,223620.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:15:53.832522+00
2135,2007-11-05 00:00:00+00,391/280,0.84,141270.00,223620.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:15:53.832522+00
2136,2011-03-29 14:30:00+00,391/280,2.000,141270.00,223620.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:15:53.832522+00
2137,2006-09-12 00:00:00+00,342/114,130.0,168360.00,268980.00,,T7 - ALUVIÕES DO TEJO,,,2025-07-17 14:15:53.832522+00
2138,2012-05-31 00:00:00+00,391/312,14.0,151239.00,224433.00,41,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:15:53.832522+00
2139,2013-02-20 00:00:00+00,391/312,8.0,151239.00,224433.00,41,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,FOROS DE SALVATERRA,2025-07-17 14:15:53.832522+00
2140,2013-04-01 09:20:00+00,391/477,0.890,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2141,2013-11-19 14:10:00+00,391/477,2.000,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2142,2014-03-24 09:15:00+00,391/477,0.890,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2143,2014-06-05 00:00:00+00,391/477,1.000,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2144,2014-10-13 08:50:00+00,391/477,0.890,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2145,2015-03-16 11:30:00+00,391/477,0.890,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2146,2015-10-13 11:30:00+00,391/477,0.890,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2147,2016-03-15 11:20:00+00,391/477,0.890,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2148,2016-10-11 00:00:00+00,391/477,0.890,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2149,2017-03-22 11:10:00+00,391/477,0.890,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2150,2017-06-01 00:00:00+00,391/477,1.000,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2151,2017-09-25 00:00:00+00,391/477,0.890,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2152,2017-10-26 00:00:00+00,391/477,1.000,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2153,2018-06-21 00:00:00+00,391/477,1.000,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2154,2018-09-24 10:40:00+00,391/477,0.890,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2155,2018-11-08 00:00:00+00,391/477,1.000,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2156,2019-03-18 10:50:00+00,391/477,0.890,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2157,2019-05-23 00:00:00+00,391/477,1.000,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2158,2019-09-17 00:00:00+00,391/477,1.000,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2159,2019-10-08 10:45:00+00,391/477,0.890,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2160,2020-06-04 00:00:00+00,391/477,1.000,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2161,2020-10-08 00:00:00+00,391/477,1.000,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2162,2021-02-23 10:40:00+00,391/477,0.890,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2163,2021-05-04 00:00:00+00,391/477,1.000,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2164,2021-09-28 10:45:00+00,391/477,0.890,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2165,2021-10-06 00:00:00+00,391/477,1.000,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2166,2022-03-15 10:30:00+00,391/477,0.890,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2167,2022-10-18 00:00:00+00,391/477,1.000,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2168,2023-04-11 00:00:00+00,391/477,0.890,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2169,2023-05-09 00:00:00+00,391/477,1.000,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2170,2023-09-18 10:30:00+00,391/477,0.890,141296.94,223636.03,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,BENAVENTE,2025-07-17 14:15:53.832522+00
2171,2013-02-26 00:00:00+00,392/106,5.0,159869.50,222574.20,37,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,,2025-07-17 14:15:53.832522+00
2172,2014-06-24 00:00:00+00,392/106,4.7,159869.50,222574.20,37,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,,2025-07-17 14:15:53.832522+00
2173,2014-10-21 00:00:00+00,392/106,5.0,159869.50,222574.20,37,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,,2025-07-17 14:15:53.832522+00
2174,2015-07-01 00:00:00+00,392/106,3.5,159869.50,222574.20,37,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,,2025-07-17 14:15:53.832522+00
2175,2016-06-02 00:00:00+00,392/106,5.2,159869.50,222574.20,37,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,,2025-07-17 14:15:53.832522+00
2176,2016-09-20 00:00:00+00,392/106,4.3,159869.50,222574.20,37,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,,2025-07-17 14:15:53.832522+00
2218,2008-03-31 00:00:00+00,330/187,0.98,176820.00,275630.00,,T7 - ALUVIÕES DO TEJO,,CARREGUEIRA,2025-07-17 14:15:53.832522+00
2308,2000-04-10 00:00:00+00,404/73,0.18,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2309,2000-10-23 00:00:00+00,404/73,0.18,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2310,2001-03-26 00:00:00+00,404/73,0.18,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2311,2001-09-18 00:00:00+00,404/73,0.18,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2312,2002-03-04 00:00:00+00,404/73,0.18,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2313,2016-02-24 00:00:00+00,404/73,1.000,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2314,2016-08-24 00:00:00+00,404/73,1.000,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2315,2017-04-26 00:00:00+00,404/73,1.000,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2316,2017-10-25 00:00:00+00,404/73,1.000,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2317,2018-04-12 00:00:00+00,404/73,1.000,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2318,2018-10-24 00:00:00+00,404/73,1.000,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2319,2019-02-27 00:00:00+00,404/73,1.000,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2320,2019-04-24 00:00:00+00,404/73,1.000,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2321,2019-10-16 00:00:00+00,404/73,1.000,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2322,2020-06-17 00:00:00+00,404/73,1.000,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
2323,2020-09-16 00:00:00+00,404/73,1.000,133900.00,217770.00,,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,VILA FRANCA DE XIRA,2025-07-17 14:15:53.832522+00
