id,data,codigo,nivel_piezometrico,profundidade_nivel_agua,coord_x_m,coord_y_m,altitude_m,sistema_aquifero,estado,freguesia,created_at
6064,2006-05-21 00:00:00+00,434/306,31.45,46.55,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6065,2006-05-22 00:00:00+00,434/306,31.42,46.58,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6072,2006-05-23 00:00:00+00,434/306,31.35,46.65,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6074,2006-05-24 00:00:00+00,434/306,31.3,46.70,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6078,2006-05-25 00:00:00+00,434/306,31.32,46.68,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6086,2006-05-26 00:00:00+00,432/855,8.52,21.48,133281.50,190187.40,30.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,ALCOCHETE,2025-07-17 14:16:39.659521+00
6087,2006-05-26 00:00:00+00,433/297,13.4,14.60,140560.50,192932.00,28.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,POCEIRÃO,2025-07-17 14:16:39.659521+00
6088,2006-05-26 00:00:00+00,434/306,31.35,46.65,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6090,2006-05-27 00:00:00+00,434/306,31.34,46.66,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6091,2006-05-28 00:00:00+00,434/306,31.35,46.65,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6094,2006-05-29 00:00:00+00,432/68,-1.25,10.25,127596.60,197803.00,9.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:39.659521+00
6095,2006-05-29 00:00:00+00,432/800,8.89,2.11,135603.20,194088.80,11.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:39.659521+00
6096,2006-05-29 00:00:00+00,433/297,13.99,14.01,140560.50,192932.00,28.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,POCEIRÃO,2025-07-17 14:16:39.659521+00
6097,2006-05-29 00:00:00+00,434/306,31.37,46.63,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6099,2006-05-29 00:00:00+00,443/924,5.33,53.67,127393.10,181651.80,59.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,QUINTA DO ANJO,2025-07-17 14:16:39.659521+00
6100,2006-05-30 00:00:00+00,434/306,31.37,46.63,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6101,2006-05-30 00:00:00+00,444/85,28.0,9.00,140865.00,182086.30,37.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,PALMELA,2025-07-17 14:16:39.659521+00
6102,2006-05-30 00:00:00+00,444/318,20.85,23.15,146440.00,183830.00,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:16:39.659521+00
6103,2006-05-30 00:00:00+00,444/317,18.91,25.09,146361.60,183790.20,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:16:39.659521+00
6104,2006-05-30 00:00:00+00,434/280,38.28,35.72,152684.00,199241.80,74.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6106,2006-05-30 00:00:00+00,420/8,16.42,27.58,152403.40,204253.40,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6107,2006-05-30 00:00:00+00,420/12,53.09,6.91,156971.40,199930.20,60.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6108,2006-05-30 00:00:00+00,420/105,29.05,0.95,154278.70,204500.40,30.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6109,2006-05-30 00:00:00+00,420/9,17.65,26.35,152404.10,204254.60,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6111,2006-05-31 00:00:00+00,434/306,31.36,46.63,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6114,2006-06-01 00:00:00+00,434/306,31.32,46.67,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6120,2006-06-02 00:00:00+00,434/306,31.28,46.72,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6123,2006-06-03 00:00:00+00,434/306,31.27,46.73,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6125,2006-06-04 00:00:00+00,434/306,31.28,46.72,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6127,2006-06-05 00:00:00+00,434/306,31.31,46.69,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6129,2006-06-06 00:00:00+00,434/306,31.27,46.73,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6130,2006-06-07 00:00:00+00,434/306,31.22,46.78,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6133,2006-06-08 00:00:00+00,434/306,31.22,46.78,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6135,2006-06-09 00:00:00+00,434/306,31.25,46.75,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6137,2006-06-10 00:00:00+00,434/306,31.24,46.76,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6138,2006-06-11 00:00:00+00,434/306,31.24,46.76,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6140,2006-06-12 00:00:00+00,434/306,31.24,46.76,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6142,2006-06-12 00:00:00+00,365/428,-16.83,36.83,158510.00,249470.00,20.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALMEIRIM,2025-07-17 14:16:39.659521+00
6144,2006-06-13 00:00:00+00,434/306,31.25,46.75,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6146,2006-06-14 00:00:00+00,434/306,31.26,46.74,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6148,2006-06-15 00:00:00+00,434/306,31.25,46.75,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6150,2006-06-16 00:00:00+00,434/306,31.24,46.76,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6151,2006-06-17 00:00:00+00,434/306,31.24,46.76,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6154,2006-06-18 00:00:00+00,434/306,31.25,46.75,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6156,2006-06-19 00:00:00+00,434/306,31.25,46.74,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6157,2006-06-20 00:00:00+00,406/97,33.89,25.11,152450.00,212500.00,59.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:39.659521+00
6158,2006-06-20 00:00:00+00,434/306,31.25,46.75,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6159,2006-06-20 00:00:00+00,406/27,36.78,23.22,153550.00,216200.00,60.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:16:39.659521+00
6160,2006-06-20 00:00:00+00,405/67,-0.89,14.89,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:39.659521+00
6161,2006-06-20 00:00:00+00,405/15,8.1,1.90,147100.00,210180.00,10.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:39.659521+00
6162,2006-06-20 00:00:00+00,405/167,4.04,19.96,147550.00,210725.00,24.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:39.659521+00
6164,2006-06-20 00:00:00+00,405/52,27.53,2.47,148760.00,218110.00,30.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:16:39.659521+00
6166,2006-06-21 00:00:00+00,434/306,31.24,46.76,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6168,2006-06-22 00:00:00+00,434/306,31.24,46.76,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6169,2006-06-22 00:00:00+00,443/924,5.41,53.59,127393.10,181651.80,59.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,QUINTA DO ANJO,2025-07-17 14:16:39.659521+00
6171,2006-06-23 00:00:00+00,434/306,31.22,46.78,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6173,2006-06-24 00:00:00+00,434/306,31.18,46.82,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6174,2006-06-25 00:00:00+00,434/306,31.17,46.83,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6177,2006-06-26 00:00:00+00,432/800,8.38,2.62,135603.20,194088.80,11.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:39.659521+00
6178,2006-06-26 00:00:00+00,432/855,8.78,21.22,133281.50,190187.40,30.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,ALCOCHETE,2025-07-17 14:16:39.659521+00
6179,2006-06-26 00:00:00+00,433/297,14.02,13.98,140560.50,192932.00,28.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,POCEIRÃO,2025-07-17 14:16:39.659521+00
6180,2006-06-26 00:00:00+00,434/306,31.19,46.81,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6182,2006-06-27 00:00:00+00,434/306,31.18,46.82,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6196,2006-06-28 00:00:00+00,434/306,31.17,46.83,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6199,2006-06-29 00:00:00+00,432/68,-1.12,10.12,127596.60,197803.00,9.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:39.659521+00
6200,2006-06-29 00:00:00+00,444/85,28.16,8.84,140865.00,182086.30,37.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,PALMELA,2025-07-17 14:16:39.659521+00
6201,2006-06-29 00:00:00+00,444/318,20.84,23.16,146440.00,183830.00,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:16:39.659521+00
6202,2006-06-29 00:00:00+00,444/317,18.64,25.36,146361.60,183790.20,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:16:39.659521+00
6204,2006-06-29 00:00:00+00,434/306,31.16,46.84,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6205,2006-06-29 00:00:00+00,434/280,38.02,35.98,152684.00,199241.80,74.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6206,2006-06-29 00:00:00+00,420/9,16.6,27.40,152404.10,204254.60,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6208,2006-06-29 00:00:00+00,420/12,52.97,7.03,156971.40,199930.20,60.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6209,2006-06-29 00:00:00+00,420/105,29.05,0.95,154278.70,204500.40,30.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6214,2006-06-29 00:00:00+00,420/8,15.32,28.68,152403.40,204253.40,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6216,2006-06-30 00:00:00+00,434/306,31.15,46.85,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6218,2006-07-01 00:00:00+00,434/306,31.13,46.87,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6220,2006-07-02 00:00:00+00,434/306,31.13,46.87,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6221,2006-07-03 00:00:00+00,434/306,31.11,46.89,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6224,2006-07-04 00:00:00+00,434/306,31.09,46.91,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6226,2006-07-05 00:00:00+00,434/306,31.07,46.93,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6228,2006-07-06 00:00:00+00,434/306,31.07,46.93,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6230,2006-07-07 00:00:00+00,434/306,31.09,46.91,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6232,2006-07-08 00:00:00+00,434/306,31.04,46.96,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6234,2006-07-09 00:00:00+00,434/306,31.02,46.98,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6236,2006-07-10 00:00:00+00,434/306,31.01,46.99,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6237,2006-07-11 00:00:00+00,434/306,30.99,47.01,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6240,2006-07-12 00:00:00+00,434/306,31.02,46.98,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6241,2006-07-13 00:00:00+00,365/428,-18.94,38.94,158510.00,249470.00,20.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALMEIRIM,2025-07-17 14:16:39.659521+00
6243,2006-07-13 00:00:00+00,434/306,30.98,47.02,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6245,2006-07-14 00:00:00+00,434/306,30.97,47.03,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6246,2006-07-15 00:00:00+00,434/306,30.98,47.02,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6249,2006-07-16 00:00:00+00,434/306,30.99,47.01,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6251,2006-07-17 00:00:00+00,434/306,30.98,47.02,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6253,2006-07-18 00:00:00+00,434/306,30.97,47.03,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6255,2006-07-19 00:00:00+00,434/306,30.93,47.07,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6264,2006-07-20 00:00:00+00,434/306,30.89,47.11,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6266,2006-07-21 00:00:00+00,434/306,30.84,47.16,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6267,2006-07-22 00:00:00+00,434/306,30.81,47.19,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6270,2006-07-23 00:00:00+00,434/306,30.87,47.13,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6272,2006-07-24 00:00:00+00,434/306,30.89,47.11,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6273,2006-07-24 00:00:00+00,443/924,3.39,55.61,127393.10,181651.80,59.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,QUINTA DO ANJO,2025-07-17 14:16:39.659521+00
6274,2006-07-25 00:00:00+00,432/855,8.42,21.58,133281.50,190187.40,30.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,ALCOCHETE,2025-07-17 14:16:39.659521+00
6276,2006-07-25 00:00:00+00,434/306,30.86,47.14,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6277,2006-07-25 00:00:00+00,433/297,13.42,14.58,140560.50,192932.00,28.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,EM SERVIÇO,POCEIRÃO,2025-07-17 14:16:39.659521+00
6278,2006-07-25 00:00:00+00,432/800,7.51,3.49,135603.20,194088.80,11.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALCOCHETE,2025-07-17 14:16:39.659521+00
6279,2006-07-25 00:00:00+00,405/67,-1.63,15.63,137569.90,218952.40,14.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SAMORA CORREIA,2025-07-17 14:16:39.659521+00
6280,2006-07-25 00:00:00+00,406/27,35.9,24.10,153550.00,216200.00,60.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,BENAVENTE,2025-07-17 14:16:39.659521+00
6282,2006-07-25 00:00:00+00,405/15,0.37,9.63,147100.00,210180.00,10.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:39.659521+00
6283,2006-07-25 00:00:00+00,406/97,32.97,26.03,152450.00,212500.00,59.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:39.659521+00
6284,2006-07-25 00:00:00+00,405/167,2.21,21.79,147550.00,210725.00,24.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,SANTO ESTÊVÃO,2025-07-17 14:16:39.659521+00
6289,2006-07-26 00:00:00+00,434/306,30.82,47.18,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6292,2006-07-27 00:00:00+00,434/306,30.77,47.23,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6293,2006-07-28 00:00:00+00,444/85,28.15,8.85,140865.00,182086.30,37.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,PALMELA,2025-07-17 14:16:39.659521+00
6294,2006-07-28 00:00:00+00,434/306,30.79,47.21,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6295,2006-07-28 00:00:00+00,444/318,20.4,23.60,146440.00,183830.00,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:16:39.659521+00
6296,2006-07-28 00:00:00+00,444/317,18.05,25.95,146361.60,183790.20,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,POCEIRÃO,2025-07-17 14:16:39.659521+00
6297,2006-07-28 00:00:00+00,434/280,37.29,36.71,152684.00,199241.80,74.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6298,2006-07-28 00:00:00+00,420/8,13.67,30.33,152403.40,204253.40,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6299,2006-07-28 00:00:00+00,420/12,52.87,7.13,156971.40,199930.20,60.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6300,2006-07-28 00:00:00+00,420/105,29.05,0.95,154278.70,204500.40,30.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6302,2006-07-28 00:00:00+00,420/9,15.05,28.95,152404.10,204254.60,44.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6304,2006-07-29 00:00:00+00,434/306,30.82,47.18,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6306,2006-07-30 00:00:00+00,434/306,30.75,47.25,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6313,2006-07-31 00:00:00+00,434/306,30.74,47.26,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6315,2006-08-01 00:00:00+00,434/306,30.76,47.24,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6317,2006-08-02 00:00:00+00,434/306,30.81,47.19,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6319,2006-08-03 00:00:00+00,365/428,-21.95,41.95,158510.00,249470.00,20.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,ALMEIRIM,2025-07-17 14:16:39.659521+00
6321,2006-08-03 00:00:00+00,434/306,30.82,47.18,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6323,2006-08-04 00:00:00+00,434/306,30.8,47.20,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6325,2006-08-05 00:00:00+00,434/306,30.77,47.23,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6326,2006-08-06 00:00:00+00,434/306,30.76,47.24,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6329,2006-08-07 00:00:00+00,434/306,30.79,47.21,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6331,2006-08-08 00:00:00+00,434/306,30.81,47.19,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6333,2006-08-09 00:00:00+00,434/306,30.79,47.21,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6334,2006-08-10 00:00:00+00,434/306,30.78,47.22,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
6336,2006-08-11 00:00:00+00,434/306,30.78,47.22,164378.10,192605.40,78.00,T3 - BACIA DO TEJO-SADO / MARGEM ESQUERDA,,CANHA,2025-07-17 14:16:39.659521+00
