id,data,codigo,nivel_piezometrico,profundidade_nivel_agua,coord_x_m,coord_y_m,altitude_m,sistema_aquifero,estado,freguesia,created_at
24102,2021-04-29 00:00:00+00,377/86,2.43,3.57,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24103,2021-05-26 00:00:00+00,377/86,1.15,4.85,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24104,2021-06-24 00:00:00+00,377/86,-0.42,6.42,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24105,2021-07-22 00:00:00+00,377/86,-1.16,7.16,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24106,2021-08-24 00:00:00+00,377/86,-0.3,6.30,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24107,2021-09-24 00:00:00+00,377/86,0.8,5.20,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24108,2021-10-21 00:00:00+00,377/86,1.18,4.82,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24109,2021-12-23 00:00:00+00,377/86,1.83,4.17,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24110,2022-01-27 00:00:00+00,377/86,2.03,3.97,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24111,2022-02-25 00:00:00+00,377/86,1.96,4.04,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24112,2022-03-18 00:00:00+00,377/86,1.95,4.05,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24113,2022-04-22 00:00:00+00,377/86,1.92,4.08,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24114,2022-05-20 00:00:00+00,377/86,0.92,5.08,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24115,2022-06-27 00:00:00+00,377/86,-0.48,6.48,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24116,2022-07-28 00:00:00+00,377/86,-1.5,7.50,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24117,2022-08-26 00:00:00+00,377/86,-0.35,6.35,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24118,2022-10-21 00:00:00+00,377/86,1.15,4.85,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24119,2022-11-30 00:00:00+00,377/86,1.64,4.36,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24120,2023-01-20 00:00:00+00,377/86,2.54,3.46,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24121,2023-02-17 00:00:00+00,377/86,2.5,3.50,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24122,2023-03-31 00:00:00+00,377/86,2.12,3.88,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24123,2023-04-19 00:00:00+00,377/86,1.55,4.45,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24124,2023-05-24 00:00:00+00,377/86,0.6,5.40,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24125,2023-06-28 00:00:00+00,377/86,-0.75,6.75,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24126,2023-07-07 00:00:00+00,377/86,-1.2,7.20,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24127,2023-08-16 00:00:00+00,377/86,-0.46,6.46,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24128,2023-09-14 00:00:00+00,377/86,0.54,5.46,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24129,2023-10-19 00:00:00+00,377/86,1.26,4.74,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24130,2023-11-09 00:00:00+00,377/86,1.61,4.39,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24131,2023-11-23 00:00:00+00,377/86,1.72,4.28,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24132,2023-12-06 00:00:00+00,377/86,1.92,4.08,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24133,2024-01-19 00:00:00+00,377/86,2.4,3.60,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24134,2024-02-09 00:00:00+00,377/86,2.54,3.46,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24135,2024-03-07 00:00:00+00,377/86,2.56,3.44,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24136,2024-04-04 00:00:00+00,377/86,2.73,3.27,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24137,2024-05-02 00:00:00+00,377/86,2.0,4.00,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24138,2024-06-07 00:00:00+00,377/86,0.52,5.48,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24139,2024-07-04 00:00:00+00,377/86,0.51,5.49,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24140,2024-08-01 00:00:00+00,377/86,-0.63,6.63,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24141,2024-09-10 00:00:00+00,377/86,0.47,5.53,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24142,2024-10-03 00:00:00+00,377/86,0.95,5.05,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24143,2024-11-11 00:00:00+00,377/86,1.56,4.44,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24144,2024-12-05 00:00:00+00,377/86,1.93,4.07,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24145,2025-01-09 00:00:00+00,377/86,2.01,3.99,144320.00,234440.00,6.00,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,2025-07-17 14:17:04.81488+00
24146,1979-03-01 00:00:00+00,377/94,19.92,3.08,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24147,1979-05-01 00:00:00+00,377/94,20.1,2.90,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24148,1979-08-01 00:00:00+00,377/94,19.4,3.60,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24149,1979-09-01 00:00:00+00,377/94,19.1,3.90,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24150,1979-10-01 00:00:00+00,377/94,18.9,4.10,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24151,1979-12-01 00:00:00+00,377/94,19.09,3.91,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24152,1980-01-01 00:00:00+00,377/94,19.06,3.94,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24153,1980-02-01 00:00:00+00,377/94,18.98,4.02,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24154,1980-04-01 00:00:00+00,377/94,18.98,4.02,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24155,1980-05-01 00:00:00+00,377/94,18.92,4.08,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24156,1980-07-01 00:00:00+00,377/94,18.73,4.27,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24157,1980-08-01 00:00:00+00,377/94,18.64,4.36,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24158,1980-10-01 00:00:00+00,377/94,18.35,4.65,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24159,1981-02-01 00:00:00+00,377/94,18.14,4.86,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24160,1981-04-01 00:00:00+00,377/94,18.04,4.96,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24161,1981-05-01 00:00:00+00,377/94,17.92,5.08,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24162,1981-07-01 00:00:00+00,377/94,17.83,5.17,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24163,1981-09-01 00:00:00+00,377/94,17.64,5.36,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24164,1981-11-01 00:00:00+00,377/94,17.55,5.45,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24165,1982-01-01 00:00:00+00,377/94,17.75,5.25,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24166,1982-04-01 00:00:00+00,377/94,18.08,4.92,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24167,1982-05-01 00:00:00+00,377/94,17.15,5.85,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24168,1982-09-01 00:00:00+00,377/94,17.71,5.29,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24169,1982-10-01 00:00:00+00,377/94,17.57,5.43,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24170,1982-11-01 00:00:00+00,377/94,17.41,5.59,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24171,1983-12-01 00:00:00+00,377/94,17.63,5.37,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24172,1984-01-01 00:00:00+00,377/94,17.83,5.17,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24173,1984-02-01 00:00:00+00,377/94,17.98,5.02,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24174,1984-03-01 00:00:00+00,377/94,18.12,4.88,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24175,1984-04-01 00:00:00+00,377/94,18.08,4.92,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24176,1984-05-01 00:00:00+00,377/94,18.0,5.00,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24177,1984-06-01 00:00:00+00,377/94,17.75,5.25,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24178,1984-07-01 00:00:00+00,377/94,17.7,5.30,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24179,1984-10-01 00:00:00+00,377/94,17.58,5.42,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24180,1984-11-01 00:00:00+00,377/94,17.65,5.35,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24181,1984-12-01 00:00:00+00,377/94,17.43,5.57,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24182,1985-01-01 00:00:00+00,377/94,17.61,5.39,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24183,1985-02-01 00:00:00+00,377/94,17.95,5.05,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24184,1985-04-01 00:00:00+00,377/94,18.53,4.47,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24185,1985-05-01 00:00:00+00,377/94,18.83,4.17,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24186,1985-07-01 00:00:00+00,377/94,18.6,4.40,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24187,1985-09-01 00:00:00+00,377/94,18.52,4.48,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24188,1985-10-01 00:00:00+00,377/94,18.45,4.55,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24189,1985-11-01 00:00:00+00,377/94,18.5,4.50,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24190,1986-01-01 00:00:00+00,377/94,18.47,4.53,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24191,1986-02-01 00:00:00+00,377/94,18.68,4.32,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24192,1986-03-01 00:00:00+00,377/94,18.96,4.04,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24193,1986-04-01 00:00:00+00,377/94,18.95,4.05,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24194,1986-05-01 00:00:00+00,377/94,18.83,4.17,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24195,1986-06-01 00:00:00+00,377/94,18.66,4.34,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24196,1986-07-01 00:00:00+00,377/94,18.58,4.42,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24197,1986-09-01 00:00:00+00,377/94,18.06,4.94,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24198,1986-10-01 00:00:00+00,377/94,18.0,5.00,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24199,1986-12-01 00:00:00+00,377/94,18.07,4.93,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24200,1987-01-01 00:00:00+00,377/94,18.0,5.00,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24201,1987-03-01 00:00:00+00,377/94,18.34,4.66,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24202,1987-05-01 00:00:00+00,377/94,18.39,4.61,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24203,1987-06-01 00:00:00+00,377/94,18.2,4.80,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24204,1987-07-01 00:00:00+00,377/94,17.45,5.55,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24205,1987-08-01 00:00:00+00,377/94,17.9,5.10,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24206,1987-09-01 00:00:00+00,377/94,17.94,5.06,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24207,1987-10-01 00:00:00+00,377/94,18.1,4.90,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24208,1987-11-01 00:00:00+00,377/94,18.15,4.85,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24209,1987-12-01 00:00:00+00,377/94,18.15,4.85,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24210,1988-01-01 00:00:00+00,377/94,18.75,4.25,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24211,1988-02-01 00:00:00+00,377/94,18.95,4.05,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24212,1988-03-01 00:00:00+00,377/94,19.08,3.92,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24213,1988-05-01 00:00:00+00,377/94,19.03,3.97,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24214,1988-06-01 00:00:00+00,377/94,18.96,4.04,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24215,1988-07-01 00:00:00+00,377/94,18.73,4.27,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24216,1988-08-01 00:00:00+00,377/94,18.7,4.30,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24217,1988-09-01 00:00:00+00,377/94,18.2,4.80,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24218,1988-10-01 00:00:00+00,377/94,18.21,4.79,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24219,1988-11-01 00:00:00+00,377/94,17.3,5.70,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24220,1989-01-01 00:00:00+00,377/94,18.28,4.72,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24221,1989-03-01 00:00:00+00,377/94,17.5,5.50,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24222,1989-04-01 00:00:00+00,377/94,18.0,5.00,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24223,1989-05-01 00:00:00+00,377/94,18.06,4.94,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24224,1989-06-01 00:00:00+00,377/94,17.9,5.10,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24225,1989-07-01 00:00:00+00,377/94,17.89,5.11,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24226,1989-08-01 00:00:00+00,377/94,17.87,5.13,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24227,1989-10-01 00:00:00+00,377/94,17.6,5.40,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24228,1989-11-01 00:00:00+00,377/94,17.6,5.40,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24229,1989-12-01 00:00:00+00,377/94,17.9,5.10,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24230,1990-01-01 00:00:00+00,377/94,18.8,4.20,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24231,1990-02-01 00:00:00+00,377/94,18.8,4.20,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24232,1990-03-01 00:00:00+00,377/94,18.9,4.10,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24233,1990-04-01 00:00:00+00,377/94,18.82,4.18,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24234,1990-06-01 00:00:00+00,377/94,18.59,4.41,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24235,1990-08-01 00:00:00+00,377/94,18.28,4.72,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24236,1990-10-01 00:00:00+00,377/94,18.1,4.90,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24237,1990-11-01 00:00:00+00,377/94,18.14,4.86,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24238,1991-01-01 00:00:00+00,377/94,18.06,4.94,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24239,1991-02-01 00:00:00+00,377/94,18.1,4.90,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24240,1991-03-01 00:00:00+00,377/94,18.26,4.74,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24241,1991-04-01 00:00:00+00,377/94,18.48,4.52,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24242,1991-05-01 00:00:00+00,377/94,18.5,4.50,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24243,1991-06-01 00:00:00+00,377/94,18.41,4.59,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24244,1991-07-01 00:00:00+00,377/94,18.25,4.75,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24245,1991-09-01 00:00:00+00,377/94,18.0,5.00,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24246,1991-12-01 00:00:00+00,377/94,17.8,5.20,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24247,1992-01-01 00:00:00+00,377/94,17.8,5.20,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24248,1992-02-01 00:00:00+00,377/94,17.7,5.30,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24249,1992-03-01 00:00:00+00,377/94,17.55,5.45,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24250,1992-05-01 00:00:00+00,377/94,17.38,5.62,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24251,1992-06-01 00:00:00+00,377/94,17.36,5.64,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24252,1992-07-01 00:00:00+00,377/94,17.45,5.55,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24253,1993-01-01 00:00:00+00,377/94,17.15,5.85,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24254,1993-02-01 00:00:00+00,377/94,17.15,5.85,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24255,1993-08-01 00:00:00+00,377/94,17.01,5.99,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24256,1993-10-01 00:00:00+00,377/94,16.8,6.20,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
24257,1993-11-01 00:00:00+00,377/94,16.81,6.19,148399.00,234273.00,23.00,T7 - ALUVIÕES DO TEJO,,MUGE,2025-07-17 14:17:04.81488+00
