date,data,codigo,nivel_piezometrico,profundidade_nivel_agua,coord_x_m,coord_y_m,altitude_m,sistema_aquifero,estado,freguesia,nivel
1979-10-01,1979-10-01,418/15,7.39,1.61,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.61
1979-12-01,1979-12-01,418/15,7.3,1.7,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.7
1980-01-01,1980-01-01,418/15,7.33,1.67,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.67
1980-02-01,1980-02-01,418/15,7.42,1.58,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.58
1980-03-01,1980-03-01,418/15,7.33,1.67,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.67
1980-04-01,1980-04-01,418/15,7.26,1.74,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.74
1980-05-01,1980-05-01,418/15,7.21,1.79,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.79
1980-06-01,1980-06-01,418/15,7.09,1.91,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.91
1980-07-01,1980-07-01,418/15,6.63,2.37,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-2.37
1980-09-01,1980-09-01,418/15,5.2,3.8,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-3.8
1980-11-01,1980-11-01,418/15,5.69,3.31,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-3.31
1980-12-01,1980-12-01,418/15,6.58,2.42,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-2.42
1981-01-01,1981-01-01,418/15,6.47,2.53,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-2.53
1981-03-01,1981-03-01,418/15,6.98,2.02,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-2.02
1981-05-01,1981-05-01,418/15,7.3,1.7,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.7
1981-06-01,1981-06-01,418/15,7.13,1.87,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.87
1981-07-01,1981-07-01,418/15,7.06,1.94,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.94
1981-09-01,1981-09-01,418/15,7.06,1.94,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.94
1981-10-01,1981-10-01,418/15,7.22,1.78,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.78
1981-12-01,1981-12-01,418/15,7.17,1.83,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.83
1982-01-01,1982-01-01,418/15,7.98,1.02,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.02
1982-03-01,1982-03-01,418/15,7.94,1.06,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.06
1982-04-01,1982-04-01,418/15,8.1,0.9,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-0.9
1982-05-01,1982-05-01,418/15,7.7,1.3,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.3
1982-09-01,1982-09-01,418/15,7.27,1.73,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.73
1982-10-01,1982-10-01,418/15,7.26,1.74,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.74
1982-11-01,1982-11-01,418/15,7.17,1.83,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.83
1982-12-01,1982-12-01,418/15,7.39,1.61,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.61
1983-02-01,1983-02-01,418/15,7.3,1.7,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.7
1983-03-01,1983-03-01,418/15,7.25,1.75,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.75
1983-07-01,1983-07-01,418/15,7.24,1.76,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.76
1983-11-01,1983-11-01,418/15,7.31,1.69,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.69
1983-12-01,1983-12-01,418/15,7.89,1.11,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.11
1984-01-01,1984-01-01,418/15,8.07,0.93,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-0.93
1984-02-01,1984-02-01,418/15,7.59,1.41,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.41
1984-03-01,1984-03-01,418/15,7.88,1.12,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.12
1984-04-01,1984-04-01,418/15,7.83,1.17,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.17
1984-05-01,1984-05-01,418/15,7.68,1.32,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.32
1984-06-01,1984-06-01,418/15,7.61,1.39,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.39
1984-07-01,1984-07-01,418/15,7.4,1.6,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.6
1984-10-01,1984-10-01,418/15,7.06,1.94,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.94
1984-11-01,1984-11-01,418/15,7.64,1.36,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.36
1984-12-01,1984-12-01,418/15,7.54,1.46,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.46
1985-02-01,1985-02-01,418/15,8.04,0.96,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-0.96
1985-03-01,1985-03-01,418/15,8.19,0.81,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-0.81
1985-04-01,1985-04-01,418/15,8.08,0.92,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-0.92
1985-05-01,1985-05-01,418/15,8.05,0.95,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-0.95
1985-07-01,1985-07-01,418/15,7.61,1.39,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.39
1985-09-01,1985-09-01,418/15,7.23,1.77,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.77
1985-10-01,1985-10-01,418/15,7.19,1.81,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.81
1985-11-01,1985-11-01,418/15,7.3,1.7,132260.0,207520.0,9.0,T7 - ALUVIÕES DO TEJO,EM SERVIÇO,SAMORA CORREIA,-1.7
