date,data,codigo,nivel_piezometrico,profundidade_nivel_agua,coord_x_m,coord_y_m,altitude_m,sistema_aquifero,estado,freguesia,nivel
2002-06-14,2002-06-14,377/86,0.1,5.9,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-5.9
2002-07-23,2002-07-23,377/86,-3.06,9.06,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-9.06
2003-05-30,2003-05-30,377/86,0.73,5.27,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-5.27
2003-06-26,2003-06-26,377/86,-0.87,6.87,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-6.87
2003-07-23,2003-07-23,377/86,-1.51,7.51,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-7.51
2003-08-26,2003-08-26,377/86,-2.6,8.6,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-8.6
2003-09-29,2003-09-29,377/86,-0.66,6.66,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-6.66
2003-10-29,2003-10-29,377/86,0.0,6.0,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-6.0
2003-11-26,2003-11-26,377/86,0.2,5.8,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-5.8
2003-12-30,2003-12-30,377/86,0.66,5.34,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-5.34
2005-04-12,2005-04-12,377/86,5.1,0.9,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-0.9
2005-05-09,2005-05-09,377/86,2.36,3.64,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-3.64
2005-06-06,2005-06-06,377/86,-2.04,8.04,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-8.04
2005-07-04,2005-07-04,377/86,-1.5,7.5,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-7.5
2005-08-11,2005-08-11,377/86,-1.2,7.2,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-7.2
2005-09-12,2005-09-12,377/86,0.2,5.8,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-5.8
2006-06-12,2006-06-12,377/86,-0.38,6.38,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-6.38
2006-07-13,2006-07-13,377/86,-0.69,6.69,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-6.69
2006-08-03,2006-08-03,377/86,-0.82,6.82,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-6.82
2006-09-07,2006-09-07,377/86,0.55,5.45,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-5.45
2006-10-04,2006-10-04,377/86,1.11,4.89,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-4.89
2006-11-23,2006-11-23,377/86,2.26,3.74,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-3.74
2006-12-21,2006-12-21,377/86,2.74,3.26,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-3.26
2007-01-18,2007-01-18,377/86,2.37,3.63,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-3.63
2007-02-23,2007-02-23,377/86,2.88,3.12,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-3.12
2007-03-22,2007-03-22,377/86,2.47,3.53,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-3.53
2007-04-26,2007-04-26,377/86,1.72,4.28,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-4.28
2007-05-24,2007-05-24,377/86,1.07,4.93,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-4.93
2007-06-27,2007-06-27,377/86,0.1,5.9,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-5.9
2007-07-27,2007-07-27,377/86,-0.79,6.79,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-6.79
2007-08-30,2007-08-30,377/86,0.4,5.6,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-5.6
2007-09-20,2007-09-20,377/86,1.01,4.99,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-4.99
2007-10-26,2007-10-26,377/86,1.53,4.47,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-4.47
2007-11-22,2007-11-22,377/86,1.75,4.25,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-4.25
2007-12-20,2007-12-20,377/86,1.99,4.01,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-4.01
2008-01-24,2008-01-24,377/86,2.02,3.98,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-3.98
2008-02-21,2008-02-21,377/86,2.18,3.82,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-3.82
2008-03-26,2008-03-26,377/86,2.1,3.9,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-3.9
2008-04-24,2008-04-24,377/86,2.13,3.87,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-3.87
2008-05-21,2008-05-21,377/86,1.6,4.4,144320.0,234440.0,6.0,T7 - ALUVIÕES DO TEJO,EM RESERVA,VALADA,-4.4
