date,data,codigo,nivel_piezometrico,profundidade_nivel_agua,coord_x_m,coord_y_m,altitude_m,sistema_aquifero,estado,freguesia,nivel
1999-12-01,1999-12-01,342/78,13.11,4.89,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-4.89
2000-01-01,2000-01-01,342/78,13.14,4.86,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-4.86
2000-02-01,2000-02-01,342/78,13.1,4.9,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-4.9
2000-03-01,2000-03-01,342/78,12.78,5.22,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-5.22
2000-04-01,2000-04-01,342/78,12.97,5.03,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-5.03
2000-05-01,2000-05-01,342/78,13.37,4.63,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-4.63
2000-06-01,2000-06-01,342/78,11.92,6.08,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-6.08
2000-07-01,2000-07-01,342/78,9.95,8.05,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-8.05
2000-08-01,2000-08-01,342/78,10.45,7.55,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-7.55
2000-09-01,2000-09-01,342/78,11.66,6.34,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-6.34
2000-10-01,2000-10-01,342/78,12.44,5.56,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-5.56
2000-11-01,2000-11-01,342/78,12.65,5.35,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-5.35
2000-12-01,2000-12-01,342/78,13.35,4.65,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-4.65
2001-03-22,2001-03-22,342/78,16.02,1.98,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-1.98
2001-05-11,2001-05-11,342/78,14.65,3.35,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-3.35
2001-06-20,2001-06-20,342/78,12.32,5.68,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-5.68
2001-07-13,2001-07-13,342/78,11.17,6.83,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-6.83
2001-08-14,2001-08-14,342/78,10.1,7.9,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-7.9
2002-04-09,2002-04-09,342/78,16.13,1.87,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-1.87
2002-05-15,2002-05-15,342/78,15.52,2.48,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-2.48
2002-06-19,2002-06-19,342/78,14.26,3.74,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-3.74
2003-06-03,2003-06-03,342/78,17.58,0.42,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-0.42
2003-06-24,2003-06-24,342/78,15.45,2.55,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-2.55
2003-07-28,2003-07-28,342/78,14.03,3.97,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-3.97
2003-08-20,2003-08-20,342/78,13.49,4.51,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-4.51
2003-09-28,2003-09-28,342/78,13.76,4.24,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-4.24
2003-10-27,2003-10-27,342/78,16.36,1.64,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-1.64
2003-11-25,2003-11-25,342/78,17.09,0.91,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-0.91
2004-01-03,2004-01-03,342/78,17.55,0.45,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-0.45
2005-04-27,2005-04-27,342/78,14.12,3.88,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-3.88
2006-01-23,2006-01-23,342/78,14.32,3.68,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-3.68
2006-02-21,2006-02-21,342/78,14.45,3.55,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-3.55
2006-03-23,2006-03-23,342/78,14.63,3.37,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-3.37
2006-04-26,2006-04-26,342/78,13.87,4.13,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-4.13
2006-05-23,2006-05-23,342/78,14.16,3.84,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-3.84
2006-06-29,2006-06-29,342/78,12.66,5.34,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-5.34
2006-07-26,2006-07-26,342/78,20.12,-2.12,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,2.12
2006-08-29,2006-08-29,342/78,20.12,-2.12,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,2.12
2006-09-26,2006-09-26,342/78,13.67,4.33,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-4.33
2006-10-26,2006-10-26,342/78,14.14,3.86,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-3.86
2006-11-30,2006-11-30,342/78,18.09,-0.09,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,0.09
2006-12-21,2006-12-21,342/78,17.63,0.37,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-0.37
2007-01-25,2007-01-25,342/78,16.62,1.38,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-1.38
2007-02-28,2007-02-28,342/78,16.37,1.63,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-1.63
2007-03-27,2007-03-27,342/78,16.09,1.91,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-1.91
2007-04-26,2007-04-26,342/78,15.4,2.6,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-2.6
2007-05-29,2007-05-29,342/78,14.46,3.54,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-3.54
2007-06-26,2007-06-26,342/78,13.84,4.16,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-4.16
2007-07-25,2007-07-25,342/78,11.55,6.45,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-6.45
2007-08-24,2007-08-24,342/78,18.02,-0.02,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,0.02
2007-09-25,2007-09-25,342/78,13.79,4.21,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-4.21
2007-10-26,2007-10-26,342/78,14.16,3.84,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-3.84
2007-11-22,2007-11-22,342/78,14.34,3.66,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-3.66
2007-12-13,2007-12-13,342/78,14.28,3.72,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-3.72
2008-01-17,2008-01-17,342/78,14.3,3.7,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-3.7
2008-02-26,2008-02-26,342/78,14.34,3.66,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-3.66
2008-03-18,2008-03-18,342/78,15.05,2.95,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-2.95
2008-04-24,2008-04-24,342/78,14.27,3.73,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-3.73
2008-05-21,2008-05-21,342/78,14.46,3.54,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-3.54
2008-06-24,2008-06-24,342/78,12.6,5.4,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-5.4
2008-07-24,2008-07-24,342/78,11.04,6.96,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-6.96
2008-08-08,2008-08-08,342/78,10.89,7.11,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-7.11
2008-09-16,2008-09-16,342/78,13.08,4.92,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-4.92
2008-10-16,2008-10-16,342/78,13.43,4.57,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-4.57
2008-11-19,2008-11-19,342/78,13.54,4.46,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-4.46
2008-12-30,2008-12-30,342/78,13.76,4.24,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-4.24
2009-01-23,2009-01-23,342/78,13.91,4.09,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-4.09
2009-02-23,2009-02-23,342/78,14.51,3.49,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-3.49
2009-03-24,2009-03-24,342/78,14.48,3.52,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-3.52
2009-04-23,2009-04-23,342/78,14.41,3.59,169860.0,264430.0,18.0,T7 - ALUVIÕES DO TEJO,,CHAMUSCA,-3.59
