date,data,codigo,nivel_piezometrico,profundidade_nivel_agua,coord_x_m,coord_y_m,altitude_m,sistema_aquifero,estado,freguesia,nivel
1999-12-01,1999-12-01,391/243,5.25,4.75,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-4.75
2000-01-01,2000-01-01,391/243,5.26,4.74,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-4.74
2000-02-01,2000-02-01,391/243,5.26,4.74,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-4.74
2000-03-01,2000-03-01,391/243,5.08,4.92,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-4.92
2000-04-01,2000-04-01,391/243,5.12,4.88,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-4.88
2000-05-01,2000-05-01,391/243,5.53,4.47,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-4.47
2000-06-01,2000-06-01,391/243,3.92,6.08,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-6.08
2000-08-01,2000-08-01,391/243,4.47,5.53,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-5.53
2000-09-01,2000-09-01,391/243,4.7,5.3,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-5.3
2000-10-01,2000-10-01,391/243,4.9,5.1,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-5.1
2000-11-01,2000-11-01,391/243,5.02,4.98,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-4.98
2000-12-01,2000-12-01,391/243,5.9,4.1,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-4.1
2001-02-05,2001-02-05,391/243,6.92,3.08,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-3.08
2001-05-07,2001-05-07,391/243,6.54,3.46,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-3.46
2002-04-10,2002-04-10,391/243,7.86,2.14,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-2.14
2002-05-17,2002-05-17,391/243,6.58,3.42,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-3.42
2002-06-18,2002-06-18,391/243,5.57,4.43,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-4.43
2002-07-18,2002-07-18,391/243,5.54,4.46,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-4.46
2003-06-03,2003-06-03,391/243,9.45,0.55,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-0.55
2003-06-24,2003-06-24,391/243,8.55,1.45,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-1.45
2003-07-29,2003-07-29,391/243,7.15,2.85,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-2.85
2003-08-26,2003-08-26,391/243,8.0,2.0,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-2.0
2003-09-24,2003-09-24,391/243,6.4,3.6,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-3.6
2003-10-29,2003-10-29,391/243,9.1,0.9,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-0.9
2003-11-24,2003-11-24,391/243,9.45,0.55,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-0.55
2004-01-02,2004-01-02,391/243,7.45,2.55,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-2.55
2005-04-21,2005-04-21,391/243,5.97,4.03,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-4.03
2005-05-19,2005-05-19,391/243,6.09,3.91,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-3.91
2005-06-23,2005-06-23,391/243,5.66,4.34,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-4.34
2005-07-22,2005-07-22,391/243,5.38,4.62,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-4.62
2005-08-18,2005-08-18,391/243,5.58,4.42,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-4.42
2005-09-22,2005-09-22,391/243,5.66,4.34,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-4.34
2006-01-19,2006-01-19,391/243,6.62,3.38,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-3.38
2006-02-13,2006-02-13,391/243,6.05,3.95,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-3.95
2006-03-14,2006-03-14,391/243,5.76,4.24,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-4.24
2006-04-20,2006-04-20,391/243,6.81,3.19,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-3.19
2006-05-18,2006-05-18,391/243,6.18,3.82,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-3.82
2006-06-20,2006-06-20,391/243,6.52,3.48,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-3.48
2006-07-25,2006-07-25,391/243,5.75,4.25,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-4.25
2006-08-30,2006-08-30,391/243,5.91,4.09,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-4.09
2006-09-28,2006-09-28,391/243,6.25,3.75,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-3.75
2006-10-23,2006-10-23,391/243,6.34,3.66,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-3.66
2006-11-23,2006-11-23,391/243,7.43,2.57,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-2.57
2006-12-21,2006-12-21,391/243,7.93,2.07,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-2.07
2007-01-18,2007-01-18,391/243,7.73,2.27,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-2.27
2007-02-23,2007-02-23,391/243,7.94,2.06,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-2.06
2007-03-22,2007-03-22,391/243,7.53,2.47,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-2.47
2007-04-26,2007-04-26,391/243,6.77,3.23,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-3.23
2007-05-24,2007-05-24,391/243,6.24,3.76,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-3.76
2007-06-27,2007-06-27,391/243,6.67,3.33,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-3.33
2007-07-27,2007-07-27,391/243,6.3,3.7,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-3.7
2007-08-30,2007-08-30,391/243,6.29,3.71,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-3.71
2007-09-20,2007-09-20,391/243,6.28,3.72,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-3.72
2007-10-26,2007-10-26,391/243,6.31,3.69,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-3.69
2007-11-22,2007-11-22,391/243,6.32,3.68,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-3.68
2007-12-20,2007-12-20,391/243,6.36,3.64,145560.0,221380.0,10.0,T7 - ALUVIÕES DO TEJO,ENTULHADO,BARROSA,-3.64
