date,data,codigo,nivel_piezometrico,profundidade_nivel_agua,coord_x_m,coord_y_m,altitude_m,sistema_aquifero,estado,freguesia,nivel
2017-10-01,2017-10-01,376/24,-10.95,13.05,134002.7,230287.3,2.1,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,EM RESERVA,AZAMBUJA,-13.05
2017-11-01,2017-11-01,376/24,-8.7,10.8,134002.7,230287.3,2.1,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,EM RESERVA,AZAMBUJA,-10.8
2017-12-01,2017-12-01,376/24,-7.55,9.65,134002.7,230287.3,2.1,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,EM RESERVA,AZAMBUJA,-9.65
2018-01-02,2018-01-02,376/24,-6.8,8.9,134002.7,230287.3,2.1,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,EM RESERVA,AZAMBUJA,-8.9
2018-02-01,2018-02-01,376/24,-6.6,8.7,134002.7,230287.3,2.1,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,EM RESERVA,AZAMBUJA,-8.7
2018-03-01,2018-03-01,376/24,-5.8,7.9,134002.7,230287.3,2.1,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,EM RESERVA,AZAMBUJA,-7.9
2018-04-02,2018-04-02,376/24,-5.58,7.68,134002.7,230287.3,2.1,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,EM RESERVA,AZAMBUJA,-7.68
2018-05-02,2018-05-02,376/24,-4.8,6.9,134002.7,230287.3,2.1,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,EM RESERVA,AZAMBUJA,-6.9
2018-06-01,2018-06-01,376/24,-5.8,7.9,134002.7,230287.3,2.1,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,EM RESERVA,AZAMBUJA,-7.9
2018-07-02,2018-07-02,376/24,-4.9,7.0,134002.7,230287.3,2.1,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,EM RESERVA,AZAMBUJA,-7.0
2018-08-01,2018-08-01,376/24,-7.2,9.3,134002.7,230287.3,2.1,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,EM RESERVA,AZAMBUJA,-9.3
2018-09-03,2018-09-03,376/24,-9.2,11.3,134002.7,230287.3,2.1,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,EM RESERVA,AZAMBUJA,-11.3
2018-10-01,2018-10-01,376/24,-8.1,10.2,134002.7,230287.3,2.1,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,EM RESERVA,AZAMBUJA,-10.2
2018-11-02,2018-11-02,376/24,-7.5,9.6,134002.7,230287.3,2.1,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,EM RESERVA,AZAMBUJA,-9.6
2018-12-03,2018-12-03,376/24,-7.5,9.6,134002.7,230287.3,2.1,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,EM RESERVA,AZAMBUJA,-9.6
2019-01-02,2019-01-02,376/24,-6.2,8.3,134002.7,230287.3,2.1,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,EM RESERVA,AZAMBUJA,-8.3
2019-02-01,2019-02-01,376/24,-5.0,7.1,134002.7,230287.3,2.1,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,EM RESERVA,AZAMBUJA,-7.1
2019-03-01,2019-03-01,376/24,-6.0,8.1,134002.7,230287.3,2.1,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,EM RESERVA,AZAMBUJA,-8.1
2019-04-01,2019-04-01,376/24,-5.9,8.0,134002.7,230287.3,2.1,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,EM RESERVA,AZAMBUJA,-8.0
2019-05-01,2019-05-01,376/24,-6.25,8.35,134002.7,230287.3,2.1,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,EM RESERVA,AZAMBUJA,-8.35
2019-06-03,2019-06-03,376/24,-6.27,8.37,134002.7,230287.3,2.1,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,EM RESERVA,AZAMBUJA,-8.37
2019-07-01,2019-07-01,376/24,-7.1,9.2,134002.7,230287.3,2.1,T1 - BACIA DO TEJO-SADO / MARGEM DIREITA,EM RESERVA,AZAMBUJA,-9.2
