date,data,codigo,nivel_piezometrico,profundidade_nivel_agua,coord_x_m,coord_y_m,altitude_m,sistema_aquifero,estado,freguesia,nivel
2017-10-01,2017-10-01,390/99,-1.65,4.75,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-4.75
2017-11-01,2017-11-01,390/99,-2.6,5.7,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-5.7
2017-12-01,2017-12-01,390/99,-1.75,4.85,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-4.85
2018-01-02,2018-01-02,390/99,-1.5,4.6,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-4.6
2018-02-01,2018-02-01,390/99,-1.2,4.3,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-4.3
2018-03-01,2018-03-01,390/99,-0.4,3.5,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-3.5
2018-04-02,2018-04-02,390/99,0.2,2.9,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-2.9
2018-05-02,2018-05-02,390/99,0.25,2.85,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-2.85
2018-06-01,2018-06-01,390/99,-0.95,4.05,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-4.05
2018-07-02,2018-07-02,390/99,-0.4,3.5,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-3.5
2018-08-01,2018-08-01,390/99,-1.6,4.7,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-4.7
2018-09-03,2018-09-03,390/99,-2.0,5.1,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-5.1
2018-10-01,2018-10-01,390/99,-1.9,5.0,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-5.0
2018-11-02,2018-11-02,390/99,-1.7,4.8,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-4.8
2018-12-03,2018-12-03,390/99,-1.2,4.3,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-4.3
2019-01-02,2019-01-02,390/99,-0.9,4.0,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-4.0
2019-02-01,2019-02-01,390/99,-0.4,3.5,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-3.5
2019-03-01,2019-03-01,390/99,-0.6,3.7,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-3.7
2019-04-01,2019-04-01,390/99,-0.2,3.3,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-3.3
2019-05-01,2019-05-01,390/99,-0.15,3.25,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-3.25
2019-06-03,2019-06-03,390/99,-1.5,4.6,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-4.6
2019-07-01,2019-07-01,390/99,-1.55,4.65,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-4.65
2019-08-01,2019-08-01,390/99,-2.05,5.15,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-5.15
2019-09-02,2019-09-02,390/99,-0.4,3.5,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-3.5
2019-10-01,2019-10-01,390/99,-3.0,6.1,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-6.1
2019-11-04,2019-11-04,390/99,-2.6,5.7,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-5.7
2019-12-02,2019-12-02,390/99,-2.3,5.4,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-5.4
2020-01-02,2020-01-02,390/99,-1.0,4.1,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-4.1
2020-02-03,2020-02-03,390/99,-1.0,4.1,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-4.1
2020-03-02,2020-03-02,390/99,-1.0,4.1,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-4.1
2020-04-01,2020-04-01,390/99,-0.35,3.45,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-3.45
2020-05-04,2020-05-04,390/99,-1.4,4.5,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-4.5
2020-06-01,2020-06-01,390/99,-1.2,4.3,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-4.3
2020-07-01,2020-07-01,390/99,-1.3,4.4,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-4.4
2020-08-03,2020-08-03,390/99,-1.8,4.9,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-4.9
2020-09-01,2020-09-01,390/99,-2.7,5.8,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-5.8
2020-10-01,2020-10-01,390/99,-2.5,5.6,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-5.6
2020-11-02,2020-11-02,390/99,-2.0,5.1,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-5.1
2020-12-02,2020-12-02,390/99,-1.5,4.6,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-4.6
2021-01-04,2021-01-04,390/99,-1.7,4.8,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-4.8
2021-02-01,2021-02-01,390/99,-1.2,4.3,130060.6,228988.3,3.1,T7 - ALUVIÕES DO TEJO,EM RESERVA,,-4.3
